,PID,SalePrice,MSSubClass,BldgType,HouseStyle,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,SaleCondition,SaleType,MoSold,YrSold
630,527256040,455000,20,1Fam,1Story,2042,0,0,2042,1.0,0.0,2,0,3,1,8,Typ,Partial,New,10,2007
631,903400030,109000,30,1Fam,1Story,816,0,0,816,0.0,0.0,1,0,2,1,4,Typ,Normal,WD ,7,2006
632,535453200,132500,20,1Fam,1Story,1148,0,0,1148,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2009
633,528240080,230500,60,1Fam,2Story,1454,482,0,1936,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,11,2006
634,534476320,128900,20,1Fam,1Story,1050,0,0,1050,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,6,2009
635,902125080,107400,50,1Fam,2Story,840,765,0,1605,0.0,0.0,2,0,3,2,8,Typ,Normal,WD ,5,2010
636,528327010,405000,60,1Fam,2Story,1540,1315,0,2855,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,3,2006
637,916455070,220000,20,1Fam,1Story,1296,0,0,1296,1.0,0.0,2,0,2,1,6,Typ,Normal,WD ,6,2009
638,535350030,144900,20,1Fam,1Story,1086,0,0,1086,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2010
639,905226170,137000,20,1Fam,1Story,1176,0,0,1176,1.0,0.0,1,0,3,1,6,Typ,Normal,VWD,10,2007
640,528488140,230348,20,1Fam,1Story,1218,0,0,1218,1.0,0.0,2,0,2,1,6,Typ,Partial,New,4,2008
641,528228580,246578,120,TwnhsE,1Story,1500,0,0,1500,1.0,0.0,2,0,2,1,6,Typ,Partial,New,10,2006
642,527453130,149900,160,Twnhs,2Story,855,601,0,1456,0.0,0.0,2,1,3,1,6,Typ,Normal,WD ,6,2010
643,534127210,183000,80,1Fam,SLvl,1427,0,0,1427,0.0,1.0,2,0,4,1,7,Typ,Normal,WD ,5,2008
644,531452020,99500,120,TwnhsE,1Story,918,0,0,918,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,4,2010
645,911175430,35311,20,1Fam,1Story,480,0,0,480,1.0,0.0,0,0,1,1,4,Typ,Abnorml,WD ,10,2006
646,531452180,194500,60,1Fam,2Story,1014,730,0,1744,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,2,2010
647,902300110,139500,190,2fmCon,2Story,830,797,0,1627,0.0,0.0,2,0,4,2,10,Typ,Normal,WD ,2,2008
648,924152030,231000,60,1Fam,2Story,1152,645,0,1797,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,3,2010
649,902110120,111500,190,2fmCon,1.5Fin,1084,867,0,1951,0.0,0.0,2,0,4,2,9,Typ,Normal,WD ,4,2006
650,528439080,249000,20,1Fam,1Story,1506,0,0,1506,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,4,2007
651,908151040,147000,80,1Fam,SLvl,1117,0,0,1117,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,11,2008
652,528390020,301500,20,1Fam,1Story,1987,0,0,1987,1.0,0.0,2,0,2,1,7,Typ,Normal,WD ,8,2008
653,531453140,144000,85,1Fam,SFoyer,884,0,0,884,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,12,2007
654,905226110,145000,190,1Fam,1Story,1721,0,0,1721,1.0,0.0,2,0,3,1,7,Mod,Abnorml,WD ,12,2008
655,531363080,139500,20,1Fam,1Story,1142,0,0,1142,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,1,2006
656,527450520,100500,160,Twnhs,2Story,483,504,0,987,0.0,0.0,1,1,2,1,5,Typ,Normal,WD ,4,2008
657,534252040,144000,20,1Fam,1Story,1344,0,0,1344,1.0,0.0,1,0,2,1,6,Min1,Normal,WD ,6,2007
658,527453140,123000,120,Twnhs,1Story,1055,0,0,1055,0.0,1.0,2,0,2,1,4,Typ,Normal,WD ,8,2009
659,531385020,189000,20,1Fam,1Story,1434,0,0,1434,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,4,2009
660,534151175,243500,60,1Fam,2Story,1280,1215,0,2495,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,3,2010
661,914452060,145000,90,Duplex,1Story,1664,0,0,1664,0.0,0.0,2,0,4,2,10,Typ,Normal,WD ,10,2006
662,535426130,135000,60,1Fam,2Story,1040,1040,0,2080,0.0,1.0,1,2,5,1,9,Typ,Family,WD ,9,2007
663,905200220,139000,20,1Fam,1Story,1092,0,0,1092,0.0,1.0,1,0,3,1,6,Typ,Normal,WD ,9,2009
664,903425280,153575,70,1Fam,2Story,698,698,0,1396,0.0,0.0,1,0,3,1,7,Typ,Normal,WD ,7,2007
665,527326130,175000,20,1Fam,1Story,1126,0,0,1126,0.0,1.0,2,0,3,1,6,Typ,Abnorml,WD ,3,2008
666,902105110,132000,70,1Fam,2Story,768,664,0,1432,0.0,0.0,2,0,2,1,7,Typ,Abnorml,WD ,5,2007
667,528477050,310000,60,1Fam,2Story,1026,981,0,2007,1.0,0.0,2,1,3,1,10,Typ,Normal,WD ,4,2009
668,909282130,144800,20,1Fam,1Story,1112,0,0,1112,1.0,0.0,1,0,2,1,6,Typ,Family,WD ,10,2009
669,534402170,177500,60,1Fam,2Story,825,1315,0,2140,0.0,0.0,2,1,4,1,7,Typ,Normal,WD ,6,2009
670,528228340,215000,120,TwnhsE,1Story,1456,0,0,1456,0.0,0.0,2,0,2,1,7,Typ,Normal,WD ,5,2006
671,911128180,68400,50,1Fam,1.5Fin,698,430,0,1128,0.0,0.0,1,0,2,1,6,Typ,Abnorml,COD,4,2010
672,527404020,128000,20,1Fam,1Story,1180,0,0,1180,0.0,0.0,1,1,2,1,6,Typ,Normal,COD,3,2009
673,908103350,125200,80,1Fam,SLvl,1096,0,0,1096,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,6,2010
674,527126030,251000,120,TwnhsE,1Story,1652,0,0,1652,1.0,0.0,2,0,2,1,6,Typ,Normal,WD ,8,2007
675,916475040,315000,20,1Fam,1Story,1838,0,0,1838,1.0,0.0,2,0,2,1,8,Typ,Normal,WD ,3,2009
676,905452110,127000,50,1Fam,1.5Fin,1169,0,362,1531,0.0,0.0,1,0,3,1,8,Typ,Normal,WD ,6,2010
677,533208020,194000,120,TwnhsE,1Story,1352,0,0,1352,1.0,0.0,2,0,2,1,5,Typ,Partial,New,8,2007
678,902103120,103500,90,Duplex,2Story,972,972,0,1944,1.0,0.0,2,0,4,2,12,Typ,Normal,WD ,6,2009
679,527359180,197500,60,1Fam,2Story,1088,780,0,1868,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,10,2009
680,535475020,140000,60,1Fam,2Story,983,813,0,1796,1.0,0.0,1,1,4,1,8,Typ,Normal,WD ,10,2008
681,909129100,159434,50,1Fam,1.5Fin,848,672,0,1520,0.0,0.0,1,0,3,1,6,Typ,Abnorml,WD ,7,2009
682,923227100,140000,20,1Fam,1Story,1360,0,0,1360,1.0,0.0,1,0,3,1,8,Typ,Normal,WD ,5,2006
683,528150090,378000,20,1Fam,1Story,1780,0,0,1780,1.0,0.0,2,0,2,1,7,Typ,Normal,WD ,8,2006
684,916252170,230000,120,TwnhsE,1Story,1295,0,0,1295,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,11,2006
685,914475030,173000,85,1Fam,SFoyer,1287,0,0,1287,1.0,0.0,1,1,2,1,5,Typ,Normal,WD ,11,2009
686,923225240,127000,160,TwnhsE,2Story,925,550,0,1475,0.0,0.0,2,0,4,1,6,Typ,Normal,WD ,7,2006
687,527108060,309000,60,1Fam,2Story,1700,512,0,2212,1.0,0.0,2,1,3,1,9,Typ,Partial,New,5,2006
688,528482090,340000,60,1Fam,2Story,1580,886,0,2466,0.0,0.0,3,0,4,1,8,Typ,Normal,WD ,12,2007
689,527358060,175000,20,1Fam,1Story,1484,0,0,1484,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,2,2007
690,903235100,68500,30,1Fam,1Story,520,0,0,520,0.0,0.0,1,0,1,1,4,Typ,Normal,WD ,5,2008
691,903225040,135000,50,1Fam,1.5Fin,728,546,0,1274,0.0,0.0,2,0,3,1,6,Typ,Normal,CWD,3,2007
692,905453080,308030,20,1Fam,1Story,1508,0,0,1508,1.0,0.0,1,0,1,1,5,Typ,Partial,Con,1,2010
693,903227080,120000,50,1Fam,1.5Fin,950,208,0,1158,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,7,2008
694,908102140,123000,20,1Fam,1Story,1092,0,0,1092,0.0,0.0,1,0,3,1,6,Typ,Abnorml,COD,4,2008
695,534275060,141500,20,1Fam,1Story,894,0,0,894,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,8,2009
696,907202080,136500,20,1Fam,1Story,864,0,0,864,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2009
697,532351090,125000,90,Duplex,1Story,1728,0,0,1728,1.0,0.0,2,0,6,2,10,Typ,Abnorml,ConLI,11,2006
698,923226300,85500,160,Twnhs,2Story,546,546,0,1092,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,5,2007
699,907180130,204000,20,1Fam,1Story,1501,0,0,1501,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,6,2009
700,907412040,186500,20,1Fam,1Story,1445,0,0,1445,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,6,2008
701,535456100,109500,20,1Fam,1Story,825,0,0,825,0.0,1.0,1,0,2,1,4,Typ,Normal,WD ,7,2008
702,528172020,275000,60,1Fam,2Story,1058,846,0,1904,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,6,2006
703,907175080,226001,20,1Fam,1Story,1418,0,0,1418,1.0,0.0,2,0,3,1,5,Typ,Normal,WD ,5,2008
704,534427140,150750,20,1Fam,1Story,1327,0,0,1327,1.0,0.0,1,0,3,1,7,Typ,Normal,WD ,7,2007
705,905200010,129000,20,1Fam,1Story,912,0,0,912,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2007
706,528228555,185485,20,1Fam,1Story,1266,0,0,1266,0.0,0.0,2,0,2,1,6,Typ,Partial,New,8,2007
707,905300020,144000,80,1Fam,SLvl,904,0,0,904,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,6,2008
708,533253030,214000,120,Twnhs,1Story,1235,0,0,1235,1.0,0.0,1,0,1,1,4,Typ,Normal,WD ,5,2006
709,923228250,75000,160,Twnhs,2Story,546,546,0,1092,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,1,2007
710,534128100,162000,60,1Fam,2Story,735,660,0,1395,0.0,1.0,1,1,3,1,6,Typ,Normal,WD ,12,2009
711,908103090,110000,20,1Fam,1Story,1088,0,0,1088,0.0,0.0,1,0,2,1,4,Typ,Normal,COD,6,2007
712,531369010,193000,60,1Fam,2Story,871,941,0,1812,0.0,0.0,2,1,3,1,8,Typ,Normal,WD ,1,2009
713,535426350,148000,20,1Fam,1Story,1081,0,0,1081,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,6,2008
714,527210050,356383,60,1Fam,2Story,1102,1371,0,2473,0.0,0.0,2,1,4,1,11,Typ,Partial,New,7,2006
715,923225190,104500,160,TwnhsE,2Story,616,688,0,1304,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,5,2006
716,923228210,79500,160,Twnhs,2Story,546,546,0,1092,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,6,2006
717,902401090,93500,90,Duplex,2Story,624,624,0,1248,0.0,0.0,2,0,2,2,8,Typ,Normal,WD ,12,2006
718,528174080,185850,120,TwnhsE,1Story,1364,0,0,1364,1.0,0.0,2,0,2,1,6,Typ,Normal,WD ,6,2006
719,910200040,115000,50,1Fam,1.5Fin,997,520,0,1517,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,8,2007
720,528294060,185900,60,1Fam,2Story,873,778,0,1651,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,5,2008
721,902128150,155000,190,2fmCon,1.5Fin,884,552,0,1436,0.0,0.0,2,0,3,2,8,Typ,Normal,Con,5,2008
722,535451010,116000,20,1Fam,1Story,910,0,0,910,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,10,2008
723,533221060,177000,160,Twnhs,2Story,769,804,0,1573,0.0,0.0,2,1,3,1,4,Typ,Normal,WD ,9,2007
724,535175050,155000,20,1Fam,1Story,1215,0,0,1215,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,6,2009
725,909451100,137000,160,TwnhsE,2Story,561,668,0,1229,1.0,0.0,1,1,2,1,5,Typ,Normal,WD ,10,2009
726,905104210,125000,20,1Fam,1Story,912,0,0,912,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,5,2010
727,907275080,228000,20,1Fam,1Story,1592,0,0,1592,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2007
728,907285080,210000,60,1Fam,2Story,933,975,0,1908,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,7,2008
729,907285050,191000,60,1Fam,2Story,909,807,0,1716,0.0,0.0,2,1,2,1,7,Typ,Normal,WD ,7,2009
730,528118040,418000,60,1Fam,2Story,1722,1036,0,2758,0.0,0.0,2,1,4,1,9,Typ,Normal,WD ,5,2007
731,907255050,275000,20,1Fam,1Story,1787,0,0,1787,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,8,2006
732,905105190,130000,20,1Fam,1Story,899,0,0,899,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,6,2009
733,923201100,139500,20,1Fam,1Story,1008,0,0,1008,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,4,2009
734,528120030,335000,20,1Fam,1Story,1743,0,0,1743,1.0,0.0,2,0,3,1,8,Typ,Normal,ConLI,6,2009
735,907135170,138000,20,1Fam,1Story,990,0,0,990,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,5,2009
736,535478010,134500,85,1Fam,SFoyer,999,0,0,999,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2006
737,535180120,133000,20,1Fam,1Story,1104,0,0,1104,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,4,2008
738,534426110,124500,20,1Fam,1Story,1041,0,0,1041,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2009
739,535403150,159500,20,1Fam,1Story,1194,0,0,1194,0.0,1.0,1,0,3,1,6,Typ,Normal,WD ,7,2006
740,531376010,173000,60,1Fam,2Story,798,842,0,1640,0.0,0.0,2,1,3,1,6,Typ,Normal,WD ,12,2008
741,911102170,40000,70,1Fam,2Story,649,668,0,1317,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2008
742,905475520,80000,30,1Fam,1Story,943,0,0,943,0.0,0.0,1,0,3,1,5,Min2,Normal,WD ,8,2007
743,907175030,235000,20,1Fam,1Story,1525,0,0,1525,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,9,2006
744,527212050,325000,60,1Fam,2Story,1134,1370,0,2504,0.0,0.0,2,1,4,1,11,Typ,Normal,WD ,6,2008
745,902201110,129500,50,1Fam,1.5Fin,768,560,0,1328,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,3,2009
746,906201030,178000,60,1Fam,2Story,977,755,0,1732,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2010
747,535325130,127000,80,1Fam,SLvl,1145,0,0,1145,0.0,0.0,1,0,3,1,6,Min2,Normal,WD ,9,2006
748,533213040,172500,160,TwnhsE,2Story,742,729,0,1471,0.0,0.0,2,1,3,1,6,Typ,Normal,WD ,3,2009
749,527352150,154000,60,1Fam,2Story,1154,896,0,2050,0.0,0.0,2,1,4,1,8,Typ,Abnorml,WD ,5,2009
750,903226060,164900,50,1Fam,1.5Fin,1014,658,0,1672,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,7,2008
751,923227080,160000,20,1Fam,1Story,1404,0,0,1404,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,3,2009
752,907252060,254750,60,1Fam,2Story,1068,1116,0,2184,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,6,2009
753,528102010,315000,20,1Fam,1Story,1980,0,0,1980,1.0,0.0,2,0,3,1,8,Typ,Normal,WD ,9,2006
754,533208040,199900,120,TwnhsE,1Story,1241,0,0,1241,1.0,0.0,1,1,1,1,4,Typ,Partial,New,11,2007
755,534128090,185000,20,1Fam,1Story,1610,0,0,1610,0.0,0.0,2,0,3,1,8,Typ,Normal,WD ,5,2007
756,908103260,165000,85,1Fam,SFoyer,1033,0,0,1033,0.0,1.0,1,0,3,1,6,Typ,Family,WD ,4,2008
757,903231180,132000,50,1Fam,1.5Fin,899,423,0,1322,1.0,0.0,1,0,4,1,7,Typ,Normal,WD ,7,2007
758,533206050,196000,120,TwnhsE,1Story,1391,0,0,1391,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,7,2008
759,535403280,153000,20,1Fam,1Story,1306,0,0,1306,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,5,2009
760,907192030,195000,60,1Fam,2Story,831,829,0,1660,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,7,2009
761,914465060,271000,20,1Fam,1Story,1689,0,0,1689,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,7,2008
762,903228120,119000,45,1Fam,1.5Unf,904,0,0,904,0.0,0.0,1,0,2,1,4,Typ,Normal,WD ,1,2009
763,903229040,119900,190,2fmCon,1.5Fin,793,325,0,1118,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,5,2006
764,535101120,124000,90,Duplex,1Story,1584,0,0,1584,0.0,0.0,2,0,4,2,8,Mod,Normal,WD ,4,2009
765,527180040,171500,20,1Fam,1Story,1341,0,0,1341,1.0,0.0,1,1,2,1,5,Typ,Normal,WD ,2,2010
766,902110080,135000,60,1Fam,2Story,707,682,0,1389,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,9,2009
767,902405120,119000,50,1Fam,1.5Fin,1044,0,436,1480,0.0,0.0,1,0,3,1,6,Typ,Family,ConLI,9,2009
768,924100070,170000,20,1Fam,1Story,1389,0,0,1389,1.0,0.0,1,0,2,1,6,Typ,Normal,WD ,4,2006
769,903454020,72000,30,1Fam,1Story,819,0,0,819,0.0,0.0,1,0,2,1,4,Typ,Abnorml,WD ,9,2006
770,527110120,169000,60,1Fam,2Story,916,684,0,1600,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,8,2007
771,902136110,95000,50,1Fam,1.5Fin,684,396,0,1080,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,9,2008
772,907130060,177500,20,1Fam,1Story,1200,0,0,1200,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,8,2007
773,526350040,105000,20,1Fam,1Story,896,0,0,896,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,6,2010
774,535352090,113000,30,1Fam,1Story,793,0,0,793,1.0,0.0,1,0,2,1,4,Typ,Normal,WD ,8,2009
775,907295100,185000,90,Duplex,SFoyer,1838,0,0,1838,2.0,0.0,2,0,2,2,8,Typ,Abnorml,WD ,7,2008
776,528431060,245000,20,1Fam,1Story,1563,0,0,1563,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,10,2008
777,535126040,190000,20,1Fam,1Story,1888,0,0,1888,0.0,0.0,2,1,2,1,6,Mod,Normal,WD ,6,2010
778,534477110,140000,50,1Fam,1.5Fin,1112,556,0,1668,0.0,0.0,1,1,3,1,6,Min2,Normal,WD ,9,2009
779,528222010,258000,60,1Fam,2Story,1052,1321,0,2373,0.0,0.0,2,1,4,1,9,Typ,Partial,New,6,2006
780,923203010,140000,120,TwnhsE,SFoyer,936,0,0,936,2.0,0.0,0,1,0,1,3,Typ,Normal,WD ,6,2007
781,535154060,176000,20,1Fam,1Story,1329,0,0,1329,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,8,2009
782,533125120,334000,60,1Fam,2Story,1520,1306,0,2826,1.0,0.0,2,1,3,1,9,Typ,Normal,WD ,10,2006
783,902301150,114000,50,1Fam,1.5Fin,709,308,0,1017,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,5,2008
784,533250160,324000,120,TwnhsE,1Story,1719,0,0,1719,2.0,0.0,1,1,1,1,6,Typ,Normal,Con,5,2008
785,528106010,342643,60,1Fam,2Story,1249,1347,0,2596,0.0,0.0,3,1,4,1,9,Typ,Partial,New,9,2006
786,532376040,129000,20,1Fam,1Story,1120,0,0,1120,1.0,0.0,1,1,3,1,5,Typ,Normal,WD ,5,2007
787,535151130,132500,90,Duplex,SLvl,1190,0,0,1190,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2006
788,528240070,216500,60,1Fam,2Story,860,1100,0,1960,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,5,2010
789,527184020,182000,120,TwnhsE,1Story,1179,0,0,1179,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,10,2007
790,907135230,156000,20,1Fam,1Story,990,0,0,990,0.0,1.0,1,0,3,1,5,Typ,Normal,WD ,7,2006
791,527402150,143250,20,1Fam,1Story,981,0,0,981,1.0,0.0,1,1,3,1,5,Typ,Normal,WD ,3,2007
792,532378070,137000,20,1Fam,1Story,935,0,0,935,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,11,2006
793,910201020,87000,45,1Fam,1.5Unf,803,0,0,803,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,12,2007
794,905103060,121500,20,1Fam,1Story,1392,0,0,1392,1.0,0.0,1,1,3,1,5,Mod,Normal,WD ,5,2010
795,923228110,80000,180,TwnhsE,SFoyer,630,0,0,630,1.0,0.0,1,0,1,1,3,Typ,Normal,WD ,4,2009
796,904100170,131000,20,1Fam,1Story,1640,0,0,1640,0.0,0.0,1,0,3,1,7,Min1,Normal,WD ,6,2006
797,533242090,301000,60,1Fam,2Story,1072,976,0,2048,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,8,2007
798,528456180,252678,60,1Fam,2Story,932,920,0,1852,1.0,0.0,2,1,3,1,7,Typ,Partial,New,7,2009
799,907285100,237000,60,1Fam,2Story,950,1045,0,1995,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,7,2006
800,535104020,163000,20,1Fam,1Story,1362,0,0,1362,1.0,0.0,1,1,3,1,6,Typ,Normal,COD,6,2008
801,528439040,260000,20,1Fam,1Story,1538,0,0,1538,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,12,2007
802,908225320,113000,50,1Fam,1.5Fin,798,689,0,1487,0.0,0.0,1,1,3,1,7,Typ,Normal,WD ,4,2010
803,527216070,538000,60,1Fam,2Story,1690,1589,0,3279,1.0,0.0,3,1,4,1,12,Mod,Normal,WD ,6,2010
804,527451290,85400,160,Twnhs,2Story,483,504,0,987,0.0,0.0,1,1,2,1,4,Typ,Abnorml,COD,7,2008
805,907410050,213500,60,1Fam,2Story,939,858,0,1797,0.0,0.0,2,1,3,1,8,Typ,Normal,WD ,4,2007
806,909254050,231000,70,1Fam,2Story,798,714,0,1512,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2008
807,531373060,192500,60,1Fam,2Story,835,828,0,1663,0.0,0.0,2,1,3,1,8,Typ,Normal,WD ,7,2008
808,534451130,79900,30,1Fam,1Story,747,0,0,747,0.0,0.0,1,0,1,1,5,Typ,Normal,WD ,6,2006
809,902206220,129000,50,1Fam,1.5Fin,1027,606,0,1633,0.0,0.0,1,0,3,1,7,Typ,Normal,WD ,6,2010
810,527164020,166000,20,1Fam,1Story,1190,0,0,1190,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,11,2009
811,527107130,189000,80,1Fam,SLvl,958,670,0,1628,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2009
812,923225200,129500,160,TwnhsE,2Story,925,550,0,1475,0.0,0.0,2,0,4,1,6,Typ,Normal,WD ,5,2008
813,909251030,136500,30,1Fam,1Story,1422,0,0,1422,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,4,2007
814,907194130,192500,60,1Fam,2Story,936,840,0,1776,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,2,2006
815,907250070,250000,20,1Fam,1Story,1611,0,0,1611,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,9,2009
816,903454080,119500,50,1Fam,1.5Fin,780,596,0,1376,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2006
817,534250335,170000,60,1Fam,2Story,845,825,0,1670,0.0,0.0,1,1,4,1,7,Typ,Normal,WD ,5,2008
818,528108130,404000,20,1Fam,1Story,2020,0,0,2020,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,5,2009
819,923230010,157000,60,1Fam,2Story,716,716,0,1432,1.0,0.0,1,1,3,1,6,Typ,Normal,WD ,6,2007
820,909281030,104000,20,1Fam,1Story,1091,0,0,1091,0.0,1.0,1,0,2,1,5,Typ,Normal,WD ,5,2008
821,527451320,112000,160,Twnhs,2Story,630,672,0,1302,0.0,0.0,2,1,3,1,6,Typ,Abnorml,COD,5,2009
822,535303110,131000,20,1Fam,1Story,1062,0,0,1062,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,2,2009
823,528456200,198600,20,1Fam,1Story,1278,0,0,1278,0.0,0.0,2,0,2,1,5,Typ,Partial,New,10,2006
824,528120010,260116,60,1Fam,2Story,1582,570,0,2152,0.0,0.0,2,1,3,1,7,Typ,Partial,New,6,2007
825,902207170,99500,30,1Fam,1Story,792,0,0,792,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,2,2009
826,923204140,143000,90,Duplex,1Story,1632,0,0,1632,0.0,0.0,2,0,4,2,8,Typ,Normal,WD ,6,2007
827,906223080,239900,60,1Fam,2Story,1079,800,0,1879,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,8,2009
828,532378050,120875,20,1Fam,1Story,1024,0,0,1024,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,1,2006
829,906204140,228500,60,1Fam,2Story,1175,807,0,1982,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,1,2007
830,923202137,146000,20,1Fam,1Story,1092,0,0,1092,0.0,0.0,1,0,2,1,5,Typ,Abnorml,WD ,2,2008
831,907280040,240000,60,1Fam,2Story,1044,1054,0,2098,0.0,0.0,2,1,4,1,9,Typ,Normal,WD ,4,2010
832,528170070,284000,60,1Fam,2Story,1006,1040,0,2046,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,8,2008
833,909451020,116500,160,Twnhs,2Story,516,516,0,1032,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,12,2008
834,902300260,132000,75,1Fam,2Story,730,720,0,1450,0.0,0.0,1,0,3,1,7,Typ,Normal,WD ,3,2008
835,911226010,81000,30,1Fam,1Story,894,0,0,894,0.0,0.0,1,0,2,1,6,Typ,Normal,ConLD,8,2008
836,535375160,114000,50,1Fam,1.5Fin,747,412,0,1159,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,5,2008
837,527405160,120500,20,1Fam,1Story,864,0,0,864,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,11,2009
838,534200030,130000,20,1Fam,1Story,864,0,0,864,0.0,1.0,1,0,2,1,5,Typ,Normal,WD ,6,2009
839,528186110,310090,120,TwnhsE,1Story,1666,0,0,1666,1.0,0.0,2,0,2,1,6,Typ,Partial,New,6,2006
840,527450110,103400,160,Twnhs,2Story,483,504,0,987,0.0,1.0,1,1,2,1,5,Typ,Normal,WD ,2,2008
841,528292030,245000,60,1Fam,2Story,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,5,2009
