,PID,Address,Coords4,latitude,longitude,gps,SalePrice,AvgPrice-0.25,AvgPrice-0.5
445,905226050,"1203 SCOTT AVE, Ames, Iowa, USA","1203 Scott Ave, Ames, IA 50014, USA",42.0335262,-93.661096,"(42.0335262, -93.661096)",112000,153860.0,170961.80208333334
446,528253010,"2839 ROXBORO DR, Ames, Iowa, USA","2839 Roxboro Dr, Ames, IA 50010, USA",42.058603,-93.649635,"(42.058603, -93.649635)",207500,248480.30909090908,265913.3614457831
447,528228345,"2309 WESTWIND DR, Ames, Iowa, USA","2309 Westwind Dr, Ames, IA 50010, USA",42.062821,-93.640876,"(42.062821, -93.640876)",195000,195291.1375,196240.29714285713
448,527425140,"704 TOP O HOLLOW RD, Ames, Iowa, USA","704 Top-O-Hollow Rd, Ames, IA 50010, USA",42.0564316,-93.6216464,"(42.0564316, -93.6216464)",120500,144014.70588235295,182167.8
449,907135020,"5409 FROST DR, Ames, Iowa, USA","5409 Frost Dr, Ames, IA 50014, USA",42.0192775,-93.6917028,"(42.0192775, -93.6917028)",144000,190412.7142857143,196967.84656084655
450,533206040,"2815 BRISTOL DR, Ames, Iowa, USA","2815 Bristol Dr, Ames, IA 50010, USA",42.047579,-93.647529,"(42.047579, -93.647529)",176400,210795.41772151898,241868.7142857143
451,535181140,"2104 DOUGLAS AVE, Ames, Iowa, USA","2104 Douglas Ave, Ames, IA 50010, USA",42.0431575,-93.6120202,"(42.0431575, -93.6120202)",130000,145952.37837837837,145014.60427807487
452,902427045,"422 E 6TH ST, Ames, Iowa, USA","422 E 6th St, Ames, IA 50010, USA",42.026812,-93.604567,"(42.026812, -93.604567)",97000,124576.66666666667,128372.26153846153
453,527405130,"1202 WHEELER ST, Ames, Iowa, USA","1202 Wheeler St, Ames, IA 50010, USA",42.0531712,-93.6271662,"(42.0531712, -93.6271662)",76500,131359.1463414634,164294.94871794872
454,528431040,"3217 KENT AVE, Ames, Iowa, USA","3217 Kent Ave, Ames, IA 50010, USA",42.0548108,-93.6427211,"(42.0548108, -93.6427211)",419005,246485.5652173913,213710.08455882352
455,527450210,"1333 TRUMAN PL, Ames, Iowa, USA","1333 Truman Pl, Ames, IA 50010, USA",42.0527019,-93.627932,"(42.0527019, -93.627932)",83000,130921.0843373494,164215.69711538462
456,532378200,"3905 ONTARIO ST, Ames, Iowa, USA","3905 Ontario St, Ames, IA 50014, USA",42.03472319999999,-93.6714151,"(42.03472319999999, -93.6714151)",142000,133971.21875,148435.26666666666
457,909278020,"602 ASH AVE, Ames, Iowa, USA","602 Ash Ave, Ames, IA 50014, USA",42.0169351,-93.6439683,"(42.0169351, -93.6439683)",154900,175692.3375,181357.94827586206
458,534225110,"2624 MELROSE AVE, Ames, Iowa, USA","2624 Melrose Ave, Ames, IA 50010, USA",42.0482642,-93.6244122,"(42.0482642, -93.6244122)",145000,138685.86956521738,150276.41101694916
459,909451130,"1505 LITTLE BLUESTEM CT UNIT 116, Ames, Iowa, USA","1505 Little Bluestem Ct UNIT 116, Ames, IA 50014, USA",42.00953459999999,-93.6461452,"(42.00953459999999, -93.6461452)",123900,187979.72222222222,201158.3620689655
460,528142020,"3122 BECKLEY ST, Ames, Iowa, USA","3122 Beckley St, Ames, IA 50010, USA",42.060303,-93.6546007,"(42.060303, -93.6546007)",250000,339074.96875,314249.5486111111
461,527404030,"1212 JEFFERSON ST, Ames, Iowa, USA","1212 Jefferson St, Ames, IA 50010, USA",42.0550968,-93.6269454,"(42.0550968, -93.6269454)",143000,128936.20689655172,176237.67379679144
462,527162180,"3840 BERKSHIRE AVE, Ames, Iowa, USA","3840 Berkshire Ave, Ames, IA 50010, USA",42.0596281,-93.6387421,"(42.0596281, -93.6387421)",183000,190236.25225225225,210489.625
463,534151180,"2025 PRAIRIE VIEW EAST, Ames, Iowa, USA","2025 Prairie View E, Ames, IA 50010, USA",42.0425109,-93.6378315,"(42.0425109, -93.6378315)",255000,206271.42857142858,193703.46153846153
464,908204090,"278 VILLAGE DR, Ames, Iowa, USA","278 Village Dr, Ames, IA 50014, USA",42.018696,-93.666384,"(42.018696, -93.666384)",131750,117843.90243902439,125921.8918918919
465,532354070,"4106 TORONTO ST, Ames, Iowa, USA","4106 Toronto St, Ames, IA 50014, USA",42.0357058,-93.6740395,"(42.0357058, -93.6740395)",132500,131895.8275862069,148617.6194029851
466,527302070,"3306 EISENHOWER AVE, Ames, Iowa, USA","3306 Eisenhower Ave, Ames, IA 50010, USA",42.0548964,-93.6375741,"(42.0548964, -93.6375741)",181900,213378.42857142858,203865.42617449665
467,527214030,"4013 FRANCES E DAVIS CT, Ames, Iowa, USA","4013 Frances E Davis Ct, Ames, IA 50010, USA",42.0606794,-93.6280735,"(42.0606794, -93.6280735)",387000,344801.57692307694,211327.53968253967
468,533128030,"2713 NORTHRIDGE CIR, Ames, Iowa, USA","2713 Northridge Cir, Ames, IA 50014, USA",42.0485146,-93.650838,"(42.0485146, -93.650838)",268000,261011.53846153847,250294.44886363635
469,902330010,"114 8TH ST, Ames, Iowa, USA","114 8th St, Ames, IA 50010, USA",42.0287671,-93.6112142,"(42.0287671, -93.6112142)",122000,140225.6875,125591.39306358382
470,923228150,"707 MEADOW PL, Ames, Iowa, USA","707 Meadow Pl, Ames, IA 50010, USA",41.9923452,-93.6017723,"(41.9923452, -93.6017723)",97000,131575.21739130435,147217.08955223882
471,527302080,"3300 EISENHOWER AVE, Ames, Iowa, USA","3300 Eisenhower Ave, Ames, IA 50010, USA",42.0546622,-93.6376533,"(42.0546622, -93.6376533)",229000,221057.25925925927,202151.64482758622
472,528344040,"3028 BAYBERRY RD, Ames, Iowa, USA","3028 Bayberry Rd, Ames, IA 50014, USA",42.05324359999999,-93.653175,"(42.05324359999999, -93.653175)",340000,325114.6222222222,285885.75144508673
473,535403040,"120 E O NEIL DR, Ames, Iowa, USA","120 E O'Neil Dr, Ames, IA 50010, USA",42.0398824,-93.6096908,"(42.0398824, -93.6096908)",115000,143678.57142857142,135955.61290322582
474,535375050,"1517 KELLOGG AVE, Ames, Iowa, USA","1517 Kellogg Ave, Ames, IA 50010, USA",42.0376911,-93.6142809,"(42.0376911, -93.6142809)",135000,123521.52777777778,133046.11666666667
475,535376060,"1511 DOUGLAS AVE, Ames, Iowa, USA","1511 Douglas Ave, Ames, IA 50010, USA",42.0375304,-93.6128034,"(42.0375304, -93.6128034)",149000,121735.18518518518,132889.0418118467
476,924151040,"3616 JEWEL DR, Ames, Iowa, USA","3616 Jewel Dr, Ames, IA 50010, USA",41.9894523,-93.5997998,"(41.9894523, -93.5997998)",285000,128732.0,137760.87719298244
477,528186160,"3703 CHILTON AVE, Ames, Iowa, USA","3703 Chilton Ave, Ames, IA 50010, USA",42.0572375,-93.6514325,"(42.0572375, -93.6514325)",234250,263578.23076923075,285955.8414096916
478,532351150,"4307 TORONTO ST, Ames, Iowa, USA","4307 Toronto St, Ames, IA 50014, USA",42.0365599,-93.677453,"(42.0365599, -93.677453)",119500,129968.51851851853,153898.25
479,905105010,"1019 ARIZONA AVE, Ames, Iowa, USA","1019 Arizona Ave, Ames, IA 50014, USA",42.0319772,-93.6757533,"(42.0319772, -93.6757533)",142500,149608.37878787878,164066.7142857143
480,527452310,"1413 JOHNSON ST, Ames, Iowa, USA","1413 Johnson St, Ames, IA 50010, USA",42.0490238,-93.6297162,"(42.0490238, -93.6297162)",123000,146940.9638554217,156841.06132075473
481,909250200,"428 STANTON AVE, Ames, Iowa, USA","428 Stanton Ave, Ames, IA 50014, USA",42.0181109,-93.6483239,"(42.0181109, -93.6483239)",149000,149625.21818181817,171723.46226415093
482,905101300,"3901 QUEBEC ST 3903, Ames, Iowa, USA","3901 Quebec St, Ames, IA 50014, USA",42.0335045,-93.6714745,"(42.0335045, -93.6714745)",136000,140118.52631578947,149850.4295774648
483,902329080,"219 7TH ST, Ames, Iowa, USA","219 7th St, Ames, IA 50010, USA",42.0281092,-93.6130937,"(42.0281092, -93.6130937)",119000,138535.30952380953,126886.34857142858
484,903225140,"1222 NORTHWESTERN AVE, Ames, Iowa, USA","1222 Northwestern Ave, Ames, IA 50010, USA",42.03409509999999,-93.6254413,"(42.03409509999999, -93.6254413)",124000,127227.95698924731,135612.3725490196
485,533215080,"2415 BRADFORD DR, Ames, Iowa, USA","2415 Bradford Dr, Ames, IA 50010, USA",42.046175,-93.6473254,"(42.046175, -93.6473254)",328900,205245.06329113923,228734.49044585988
486,534452060,"1301 RIDGEWOOD AVE 1303, Ames, Iowa, USA","1301 Ridgewood Ave, Ames, IA 50010, USA",42.0347131,-93.6278953,"(42.0347131, -93.6278953)",118000,124766.34615384616,136614.62910798122
487,532476050,"1601 AMHERST DR, Ames, Iowa, USA","1601 Amherst Dr, Ames, IA 50014, USA",42.0374016,-93.6606999,"(42.0374016, -93.6606999)",260000,213406.25,164430.04918032786
488,909428110,"2004 MCCARTHY RD, Ames, Iowa, USA","2004 McCarthy Rd, Ames, IA 50014, USA",42.0133994,-93.6396922,"(42.0133994, -93.6396922)",157000,239650.0,189488.48979591837
489,528170040,"3108 ROXBORO DR, Ames, Iowa, USA","3108 Roxboro Dr, Ames, IA 50010, USA",42.0585746,-93.6537096,"(42.0585746, -93.6537096)",437154,296209.0,312443.9325153374
490,533110130,"2503 RIDGETOP RD, Ames, Iowa, USA","2503 Ridgetop Rd, Ames, IA 50014, USA",42.0455912,-93.6532352,"(42.0455912, -93.6532352)",260000,285535.71428571426,239255.95238095237
491,921205030,"2406 COTTONWOOD RD, Ames, Iowa, USA","2406 Cottonwood Rd, Ames, IA 50014, USA",41.993051,-93.6481854,"(41.993051, -93.6481854)",369900,260076.52,238724.7441860465
492,923203090,"3318 EMERALD DR, Ames, Iowa, USA","3318 Emerald Dr, Ames, IA 50010, USA",41.992429,-93.607937,"(41.992429, -93.607937)",164000,141720.65217391305,146153.6567164179
493,535104120,"510 LUTHER DR, Ames, Iowa, USA","510 Luther Dr, Ames, IA 50010, USA",42.0481234,-93.6178424,"(42.0481234, -93.6178424)",187500,179728.0487804878,150029.94642857142
494,528366070,"3108 SYCAMORE RD, Ames, Iowa, USA","3108 Sycamore Rd, Ames, IA 50014, USA",42.0493246,-93.6533547,"(42.0493246, -93.6533547)",263000,312868.15789473685,262223.18705035973
495,902205010," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.6319131,"(42.0307812, -93.6319131)",45000,166690.91304347827,132143.35593220338
496,923204040,"428 JEWEL DR, Ames, Iowa, USA","428 Jewel Dr, Ames, IA 50010, USA",41.9930129,-93.6058528,"(41.9930129, -93.6058528)",173000,134755.27027027027,146721.25
497,535378080,"1400 BURNETT AVE, Ames, Iowa, USA","1400 Burnett Ave, Ames, IA 50010, USA",42.0358843,-93.6152306,"(42.0358843, -93.6152306)",128500,123600.61728395062,129037.95
498,533251130,"2804 PINEHURST CIR, Ames, Iowa, USA","2804 Pinehurst Cir, Ames, IA 50010, USA",42.0445005,-93.6453853,"(42.0445005, -93.6453853)",194000,203397.36111111112,215509.46564885497
499,528235130,"3838 WELBECK DR, Ames, Iowa, USA","3838 Welbeck Dr, Ames, IA 50010, USA",42.0597804,-93.6436912,"(42.0597804, -93.6436912)",178000,193706.34375,210143.58
500,903226130,"1210 CURTISS AVE, Ames, Iowa, USA","1210 Curtiss Ave, Ames, IA 50010, USA",42.0337026,-93.6244122,"(42.0337026, -93.6244122)",128000,130164.35643564357,134087.01465201465
501,903235020,"1018 10TH ST, Ames, Iowa, USA","1018 10th St, Ames, IA 50010, USA",42.031077,-93.6243726,"(42.031077, -93.6243726)",89000,131957.24509803922,130489.79553903345
502,527425110,"804 TOP O HOLLOW RD, Ames, Iowa, USA","804 Top-O-Hollow Rd, Ames, IA 50010, USA",42.0564784,-93.6223145,"(42.0564784, -93.6223145)",130000,145321.73913043478,179222.91129032258
503,902327070,"803 DUFF AVE, Ames, Iowa, USA","803 Duff Ave, Ames, IA 50010, USA",42.0291833,-93.6108778,"(42.0291833, -93.6108778)",160000,133230.85454545455,125312.4247311828
504,903425270,"616 RIDGEWOOD AVE, Ames, Iowa, USA","616 Ridgewood Ave, Ames, IA 50010, USA",42.0274205,-93.6251642,"(42.0274205, -93.6251642)",90000,136653.84615384616,131243.53913043477
505,534127230,"2729 CLEVELAND DR, Ames, Iowa, USA","2729 Cleveland Dr, Ames, IA 50010, USA",42.04912789999999,-93.6349811,"(42.04912789999999, -93.6349811)",150000,191430.0,183710.53719008266
506,914478100,"700 DIAMOND CT, Ames, Iowa, USA","700 Diamond Ct, Ames, IA 50010, USA",41.9941843,-93.6017778,"(41.9941843, -93.6017778)",143000,135506.2857142857,148458.0487804878
507,535301150,"1904 WILSON AVE, Ames, Iowa, USA","1904 Wilson Ave, Ames, IA 50010, USA",42.04083,-93.618258,"(42.04083, -93.618258)",156000,138480.07575757575,138983.62055335968
508,903225150,"1226 NORTHWESTERN AVE, Ames, Iowa, USA","1226 Northwestern Ave, Ames, IA 50010, USA",42.034211,-93.6254413,"(42.034211, -93.6254413)",87000,126935.16483516483,136173.1568627451
509,527402220,"3316 GARNER AVE, Ames, Iowa, USA","3316 Garner Ave, Ames, IA 50010, USA",42.0549287,-93.6261537,"(42.0549287, -93.6261537)",148500,126750.87719298246,175307.0338983051
510,904351240,"122 HOWARD AVE, Ames, Iowa, USA","122 Howard Ave, Ames, IA 50014, USA",42.0235537,-93.6582245,"(42.0235537, -93.6582245)",63000,105928.20512820513,129100.28037383177
511,535452090,"1425 MAXWELL AVE, Ames, Iowa, USA","1425 Maxwell Ave, Ames, IA 50010, USA",42.036694,-93.607172,"(42.036694, -93.607172)",128000,134551.82795698923,130291.24489795919
512,528108020,"3122 SEDWICK ST, Ames, Iowa, USA","3122 Sedwick St, Ames, IA 50010, USA",42.0628311,-93.6552343,"(42.0628311, -93.6552343)",253293,357840.3548387097,308702.1746031746
513,528427070,"3317 CULLEN DR, Ames, Iowa, USA","3317 Cullen Dr, Ames, IA 50010, USA",42.0556823,-93.6444633,"(42.0556823, -93.6444633)",214000,247238.07692307694,221305.40830449827
514,902125020,"1229 KELLOGG AVE, Ames, Iowa, USA","1229 Kellogg Ave, Ames, IA 50010, USA",42.0344076,-93.6142809,"(42.0344076, -93.6142809)",124000,124492.14285714286,128133.36636636636
515,910201050,"1212 LINCOLN WAY, Ames, Iowa, USA","1212 Lincoln Way, Ames, IA 50010, USA",42.0226158,-93.6274401,"(42.0226158, -93.6274401)",129850,116307.55172413793,122955.71604938271
516,527425090,"808 TOP O HOLLOW RD, Ames, Iowa, USA","808 Top-O-Hollow Rd, Ames, IA 50010, USA",42.0564646,-93.6227499,"(42.0564646, -93.6227499)",115000,143455.55555555556,177913.1893939394
517,909277100,"2011 KILDEE ST, Ames, Iowa, USA","2011 Kildee St, Ames, IA 50014, USA",42.0177472,-93.6402861,"(42.0177472, -93.6402861)",163500,199487.2093023256,182671.29591836734
518,531452070,"1408 INDIANA AVE, Ames, Iowa, USA","1408 Indiana Ave, Ames, IA 50014, USA",42.035627,-93.685977,"(42.035627, -93.685977)",145000,180805.0,185699.79831932773
519,528387050,"3015 VALLEY VIEW RD, Ames, Iowa, USA","3015 Valley View Rd, Ames, IA 50014, USA",42.05072029999999,-93.6517691,"(42.05072029999999, -93.6517691)",271000,289481.96428571426,257984.0744680851
520,905480240,"3121 LINCOLN WAY, Ames, Iowa, USA","3121 Lincoln Way, Ames, IA 50014, USA",42.0229645,-93.6609574,"(42.0229645, -93.6609574)",95000,105772.91666666667,129614.2372881356
521,535476350,"1522 LINDEN DR, Ames, Iowa, USA","1522 Linden Dr, Ames, IA 50010, USA",42.0374519,-93.6046659,"(42.0374519, -93.6046659)",192000,139423.0303030303,131207.4465408805
522,527258010,"1316 KINYON CIR, Ames, Iowa, USA","1316 Kinyon Cir, Ames, IA 50010, USA",42.0587063,-93.6294193,"(42.0587063, -93.6294193)",394432,280961.2105263158,191869.2512820513
523,906394060,"112 HARTFORD DR, Ames, Iowa, USA","112 Hartford Dr, Ames, IA 50014, USA",42.0232913,-93.6888295,"(42.0232913, -93.6888295)",181000,193147.94915254237,200195.73964497042
524,909282030,"2116 COUNTRY CLUB BLVD, Ames, Iowa, USA","2116 Country Club Blvd, Ames, IA 50014, USA",42.0156689,-93.6424637,"(42.0156689, -93.6424637)",381000,194033.62068965516,178822.31147540984
525,905225040,"1239 WISCONSIN AVE, Ames, Iowa, USA","1239 Wisconsin Ave, Ames, IA 50014, USA",42.03396679999999,-93.6624229,"(42.03396679999999, -93.6624229)",140000,147791.42857142858,169164.83809523808
526,908275130,"234 S FRANKLIN AVE, Ames, Iowa, USA","234 S Franklin Ave, Ames, IA 50014, USA",42.0197986,-93.6645223,"(42.0197986, -93.6645223)",130500,109221.42857142857,121655.12195121951
527,527226040,"4014 DAWES DR, Ames, Iowa, USA","4014 Dawes Dr, Ames, IA 50010, USA",42.0606671,-93.6229478,"(42.0606671, -93.6229478)",155000,303823.375,235231.2033898305
528,903458110,"1107 LINCOLN WAY, Ames, Iowa, USA","1107 Lincoln Way, Ames, IA 50010, USA",42.023142,-93.6257229,"(42.023142, -93.6257229)",89500,119279.33333333333,126599.61855670103
529,535425080,"415 PAULSON DR, Ames, Iowa, USA","415 Paulson Dr, Ames, IA 50010, USA",42.0409958,-93.6062089,"(42.0409958, -93.6062089)",277500,159717.94871794872,136735.6603773585
530,907201220,"5140 EMERSON DR, Ames, Iowa, USA","5140 Emerson Dr, Ames, IA 50014, USA",42.0195952,-93.687819,"(42.0195952, -93.687819)",140000,195036.23469387754,195478.56910569104
531,903426160,"817 HODGE AVE, Ames, Iowa, USA","817 Hodge Ave, Ames, IA 50010, USA",42.0294544,-93.6219188,"(42.0294544, -93.6219188)",160000,129021.25242718446,129380.10843373495
532,905478140,"209 HOWARD AVE, Ames, Iowa, USA","209 Howard Ave, Ames, IA 50014, USA",42.0240757,-93.6588186,"(42.0240757, -93.6588186)",125000,104171.42857142857,129069.80952380953
533,906475070,"234 PARKRIDGE CIR, Ames, Iowa, USA","234 Parkridge Cir, Ames, IA 50014, USA",42.0255595,-93.6825485,"(42.0255595, -93.6825485)",185000,219727.27272727274,190775.01829268291
534,907414070,"4818 WALLER ST, Ames, Iowa, USA","4818 Waller St, Ames, IA 50014, USA",42.0135364,-93.6851639,"(42.0135364, -93.6851639)",173500,195481.22,205536.85256410256
535,914476050,"702 CRYSTAL ST, Ames, Iowa, USA","702 Crystal St, Ames, IA 50010, USA",41.9967534,-93.6024504,"(41.9967534, -93.6024504)",135000,187894.23076923078,147075.4
536,923251180,"413 TEAGARDEN DR, Ames, Iowa, USA","413 Teagarden Dr, Ames, IA 50010, USA",41.9878622,-93.6061298,"(41.9878622, -93.6061298)",131000,141673.75,136056.60714285713
537,528235090,"3827 BRICKMAN AVE, Ames, Iowa, USA","3827 Brickman Ave, Ames, IA 50010, USA",42.0598789,-93.643018,"(42.0598789, -93.643018)",200000,193255.78899082568,207906.875
538,527355150,"1910 STEVENSON DR, Ames, Iowa, USA","1910 Stevenson Dr, Ames, IA 50010, USA",42.0529464,-93.6335691,"(42.0529464, -93.6335691)",278000,178058.87096774194,185816.97833935017
539,527454130,"1119 JOHNSON ST, Ames, Iowa, USA","1119 Johnson St, Ames, IA 50010, USA",42.0497541,-93.6261537,"(42.0497541, -93.6261537)",137900,125655.79710144928,151709.92444444445
540,533215020,"2509 BRADFORD DR, Ames, Iowa, USA","2509 Bradford Dr, Ames, IA 50010, USA",42.046729,-93.646963,"(42.046729, -93.646963)",300000,206769.11392405065,231768.29479768785
541,526302120,"627 RIVER OAK DR, Ames, Iowa, USA","627 River Oak Dr, Ames, IA 50010, USA",42.05309889999999,-93.6192671,"(42.05309889999999, -93.6192671)",169000,186512.5,147636.47540983607
542,532378220,"1310 ALABAMA LN, Ames, Iowa, USA","1310 Alabama Ln, Ames, IA 50014, USA",42.034908,-93.6717118,"(42.034908, -93.6717118)",129200,134371.76119402985,148492.24626865672
543,907420110,"908 POE AVE, Ames, Iowa, USA","908 Poe Ave, Ames, IA 50014, USA",42.0143201,-93.6836184,"(42.0143201, -93.6836184)",167000,195666.90322580645,197427.45086705202
544,527354100,"1915 STEVENSON DR, Ames, Iowa, USA","1915 Stevenson Dr, Ames, IA 50010, USA",42.05274439999999,-93.6341893,"(42.05274439999999, -93.6341893)",187500,184497.76119402985,186673.3669064748
545,535404080,"1603 CARROLL AVE, Ames, Iowa, USA","1603 Carroll Ave, Ames, IA 50010, USA",42.038427,-93.6092951,"(42.038427, -93.6092951)",129900,134547.311827957,133175.20089285713
546,906223090,"1006 VERMONT CT, Ames, Iowa, USA","1006 Vermont Ct, Ames, IA 50014, USA",42.0310095,-93.6818551,"(42.0310095, -93.6818551)",236000,210477.77083333334,180864.0583941606
547,527450080,"1437 TRUMAN PL, Ames, Iowa, USA","1437 Truman Pl, Ames, IA 50010, USA",42.052637,-93.629208,"(42.052637, -93.629208)",125500,135094.375,167973.84444444443
548,905352030,"212 TRAIL RIDGE RD, Ames, Iowa, USA","212 Trail Ridge Rd, Ames, IA 50014, USA",42.0242877,-93.6739902,"(42.0242877, -93.6739902)",192000,160981.81818181818,154733.3671875
549,923275040,"521 ELY CIR, Ames, Iowa, USA","521 Ely Cir, Ames, IA 50010, USA",41.9892189,-93.6047846,"(41.9892189, -93.6047846)",165500,125172.77777777778,140338.03278688525
550,906477110,"4804 WESTBEND DR, Ames, Iowa, USA","4804 Westbend Dr, Ames, IA 50014, USA",42.024099,-93.6823108,"(42.024099, -93.6823108)",155000,155004.7619047619,194203.22033898305
551,908103310,"200 WELLONS DR 202, Ames, Iowa, USA","200 Wellons Dr, Ames, IA 50014, USA",42.0206128,-93.6753373,"(42.0206128, -93.6753373)",127500,143233.88636363635,164006.93617021278
552,531477040,"1505 NORTH DAKOTA AVE, Ames, Iowa, USA","1505 N Dakota Ave, Ames, IA 50014, USA",42.0362146,-93.6791409,"(42.0362146, -93.6791409)",144000,126726.19047619047,160758.85987261147
553,534176230,"2226 HAYES AVE, Ames, Iowa, USA","2226 Hayes Ave, Ames, IA 50010, USA",42.04455979999999,-93.632883,"(42.04455979999999, -93.632883)",171000,189201.7741935484,171163.45637583893
554,907187060,"5200 CERVANTES DR, Ames, Iowa, USA","5200 Cervantes Dr, Ames, IA 50014, USA",42.0177507,-93.688583,"(42.0177507, -93.688583)",217000,208738.27551020408,193541.41013824884
555,528385050,"3014 ASPEN RD, Ames, Iowa, USA","3014 Aspen Rd, Ames, IA 50014, USA",42.0515,-93.6521453,"(42.0515, -93.6521453)",260000,299177.60784313723,260483.58638743457
556,908204160,"238 VILLAGE DR 240, Ames, Iowa, USA","238 Village Dr, Ames, IA 50014, USA",42.0195777,-93.6653937,"(42.0195777, -93.6653937)",82500,116414.86486486487,122956.03305785124
557,924100020,"3402 JEWEL DR, Ames, Iowa, USA","3402 Jewel Dr, Ames, IA 50010, USA",41.9918394,-93.6001162,"(41.9918394, -93.6001162)",172000,122543.33333333333,145246.84615384616
558,902477120," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.6319131,"(42.0307812, -93.6319131)",34900,167130.04347826086,132228.94915254237
559,907401080,"917 TENNYSON AVE, Ames, Iowa, USA","917 Tennyson Ave, Ames, IA 50014, USA",42.01417259999999,-93.6881135,"(42.01417259999999, -93.6881135)",195000,207106.25,202589.6280487805
560,528108120,"3033 STOCKBURY ST, Ames, Iowa, USA","3033 Stockbury St, Ames, IA 50010, USA",42.0624217,-93.6541452,"(42.0624217, -93.6541452)",376162,352566.6615384615,305047.44444444444
561,916403230,"2609 GREEN HILLS DR, Ames, Iowa, USA","2609 Green Hills Dr, Ames, IA 50014, USA",41.9986532,-93.6446216,"(41.9986532, -93.6446216)",175000,192176.4705882353,231080.80487804877
562,903236040,"720 10TH ST, Ames, Iowa, USA","720 10th St, Ames, IA 50010, USA",42.03109440000001,-93.6213647,"(42.03109440000001, -93.6213647)",126500,126710.50943396226,131383.35433070865
563,903475060,"519 NORTHWESTERN AVE 521, Ames, Iowa, USA","519 Northwestern Ave, Ames, IA 50010, USA",42.0263761,-93.6227499,"(42.0263761, -93.6227499)",122000,132542.1052631579,126200.87373737374
564,527302090,"2009 BUCHANAN DR, Ames, Iowa, USA","2009 Buchanan Dr, Ames, IA 50010, USA",42.054595,-93.6373366,"(42.054595, -93.6373366)",213000,217107.53846153847,203032.74237288136
565,923230120,"704 GARNET DR, Ames, Iowa, USA","704 Garnet Dr, Ames, IA 50010, USA",41.9910717,-93.6024108,"(41.9910717, -93.6024108)",138000,128742.32876712328,146978.60294117648
566,534403420,"1912 BEL AIR DR, Ames, Iowa, USA","1912 Bel Air Dr, Ames, IA 50010, USA",42.0414018,-93.62769740000002,"(42.0414018, -93.62769740000002)",147000,162556.3829787234,146676.25280898876
567,902304060,"709 CLARK AVE 709 1/2, Ames, Iowa, USA","709 Clark Ave #1, Ames, IA 50010, USA",42.028287,-93.617386,"(42.028287, -93.617386)",130000,129538.81967213115,128155.54166666667
568,1007100110,"2520 E LINCOLN WAY, Ames, Iowa, USA","2520 E Lincoln Way, Ames, IA 50010, USA",42.0223401,-93.5794897,"(42.0223401, -93.5794897)",103000,,
569,907290090,"4614 WEBSTER ST, Ames, Iowa, USA","4614 Webster St, Ames, IA 50014, USA",42.0167967,-93.6816966,"(42.0167967, -93.6816966)",213000,210576.07352941178,186594.5
570,907203090,"4915 SCHUBERT ST, Ames, Iowa, USA","4915 Schubert St, Ames, IA 50014, USA",42.0212924,-93.6842921,"(42.0212924, -93.6842921)",110000,173686.36363636365,193397.816
571,905102060,"4018 QUEBEC ST, Ames, Iowa, USA","4018 Quebec St, Ames, IA 50014, USA",42.0331148,-93.6733959,"(42.0331148, -93.6733959)",131500,136808.53012048194,157123.7973856209
572,907275150,"4639 HEMINGWAY DR, Ames, Iowa, USA","4639 Hemingway Dr, Ames, IA 50014, USA",42.0190099,-93.6825683,"(42.0190099, -93.6825683)",275000,186745.35869565216,188431.3187772926
573,535152150,"2026 JENSEN AVE, Ames, Iowa, USA","2026 Jensen Ave, Ames, IA 50010, USA",42.0430876,-93.6177039,"(42.0430876, -93.6177039)",165500,140008.1948051948,144482.5046728972
574,528365090,"3133 SYCAMORE RD, Ames, Iowa, USA","3133 Sycamore Rd, Ames, IA 50014, USA",42.0497925,-93.6548383,"(42.0497925, -93.6548383)",290000,326776.05263157893,281587.16949152545
575,910200080,"121 S RUSSELL AVE, Ames, Iowa, USA","121 S Russell Ave, Ames, IA 50010, USA",42.0220187,-93.6286078,"(42.0220187, -93.6286078)",126000,118414.67307692308,120510.03947368421
576,923225080,"3334 SOUTHDALE DR, Ames, Iowa, USA","3334 Southdale Dr, Ames, IA 50010, USA",41.9920699,-93.6051011,"(41.9920699, -93.6051011)",124000,131414.875,147081.54411764705
577,906402200,"926 IDAHO AVE, Ames, Iowa, USA","926 Idaho Ave, Ames, IA 50014, USA",42.03035800000001,-93.682918,"(42.03035800000001, -93.682918)",320000,217888.60975609755,187691.9921875
578,921128050,"2624 COTTONWOOD RD, Ames, Iowa, USA","2624 Cottonwood Rd, Ames, IA 50014, USA",41.9927934,-93.6514325,"(41.9927934, -93.6514325)",425000,278836.38095238095,243717.94594594595
579,909250160,"2321 BAKER ST, Ames, Iowa, USA","2321 Baker St, Ames, IA 50014, USA",42.0181189,-93.647473,"(42.0181189, -93.647473)",96500,152803.16949152542,173907.4245283019
580,908225170,"3319 TRIPP ST, Ames, Iowa, USA","3319 Tripp St, Ames, IA 50014, USA",42.0202094,-93.6625418,"(42.0202094, -93.6625418)",91900,107810.9756097561,120376.14035087719
581,906380060,"5332 TABOR DR, Ames, Iowa, USA","5332 Tabor Dr, Ames, IA 50014, USA",42.0253293,-93.6903355,"(42.0253293, -93.6903355)",272500,221791.08333333334,184857.54545454544
