,PID,SalePrice,LotFrontage,LotArea,LotShape,LandSlope,LandContour,MSZoning,Street,Alley,Neighborhood,LotConfig,Condition1,Condition2,Foundation,Utilities,Heating,HeatingQC,CentralAir,Electrical
685,914475030,173000,72.0,9360,Reg,Gtl,Bnk,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
686,923225240,127000,41.0,2665,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
687,527108060,309000,42.0,13751,IR1,Gtl,HLS,RL,Pave,,Gilbert,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
688,528482090,340000,102.0,11143,IR1,Gtl,Lvl,FV,Pave,,Somerst,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
689,527358060,175000,70.0,12243,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
690,903235100,68500,60.0,6324,IR1,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Feedr,RRNn,BrkTil,AllPub,GasA,Fa,N,SBrkr
691,903225040,135000,50.0,6125,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
692,905453080,308030,44.0,17485,IR2,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
693,903227080,120000,50.0,6000,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Corner,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
694,908102140,123000,75.0,9825,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
695,534275060,141500,60.0,7436,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
696,907202080,136500,,7000,IR1,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
697,532351090,125000,70.0,9100,Reg,Gtl,Lvl,RM,Pave,,Sawyer,Inside,RRAe,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
698,923226300,85500,21.0,1504,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
699,907180130,204000,78.0,10335,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
700,907412040,186500,75.0,9750,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
701,535456100,109500,60.0,7200,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
702,528172020,275000,74.0,10927,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
703,907175080,226001,,8696,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
704,534427140,150750,75.0,7388,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
705,905200010,129000,,8169,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Corner,Feedr,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
706,528228555,185485,53.0,3710,Reg,Gtl,Lvl,RL,Pave,,Blmngtn,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
707,905300020,144000,,10200,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
708,533253030,214000,,3760,IR1,Gtl,Lvl,RL,Pave,,Greens,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
709,923228250,75000,21.0,2001,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
710,534128100,162000,,12936,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
711,908103090,110000,67.0,8308,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
712,531369010,193000,96.0,10628,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
713,535426350,148000,,12929,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
714,527210050,356383,63.0,12292,IR1,Gtl,HLS,RL,Pave,,StoneBr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
715,923225190,104500,41.0,2665,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
716,923228210,79500,21.0,1526,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
717,902401090,93500,33.0,5976,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,N,FuseA
718,528174080,185850,43.0,7052,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
719,910200040,115000,85.0,8500,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Corner,Artery,Norm,CBlock,AllPub,GasW,TA,N,FuseF
720,528294060,185900,77.0,8390,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
721,902128150,155000,60.0,10800,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
722,535451010,116000,74.0,8892,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,Stone,AllPub,GasA,Gd,Y,SBrkr
723,533221060,177000,24.0,2117,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
724,535175050,155000,66.0,12400,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
725,909451100,137000,24.0,1488,Reg,Gtl,Lvl,RM,Pave,,Blueste,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
726,905104210,125000,70.0,8521,Reg,Gtl,Lvl,RL,Pave,,Sawyer,FR2,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
727,907275080,228000,73.0,11927,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
728,907285080,210000,70.0,8750,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
729,907285050,191000,70.0,8750,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
730,528118040,418000,118.0,13654,IR1,Gtl,Lvl,RL,Pave,,NridgHt,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
731,907255050,275000,,14781,IR2,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
732,905105190,130000,65.0,7800,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
733,923201100,139500,75.0,12518,IR1,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
734,528120030,335000,87.0,10367,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
735,907135170,138000,60.0,8072,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
736,535478010,134500,69.0,10205,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
737,535180120,133000,75.0,10425,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
738,534426110,124500,80.0,9600,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
739,535403150,159500,79.0,8910,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
740,531376010,173000,65.0,8366,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
741,911102170,40000,50.0,8500,Reg,Gtl,Lvl,C (all),Pave,Pave,IDOTRR,Inside,Feedr,Norm,BrkTil,AllPub,GasA,TA,N,SBrkr
742,905475520,80000,,11515,IR1,Gtl,Lvl,RL,Pave,,Edwards,CulDSac,Norm,Norm,Slab,AllPub,GasA,TA,N,SBrkr
743,907175030,235000,70.0,9100,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
744,527212050,325000,77.0,11198,IR1,Gtl,Lvl,RL,Pave,,StoneBr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
745,902201110,129500,50.0,6000,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
746,906201030,178000,77.0,9206,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
747,535325130,127000,55.0,7700,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,FuseA
748,533213040,172500,34.0,3230,Reg,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
749,527352150,154000,,13250,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,RRNn,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
750,903226060,164900,50.0,6000,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
751,923227080,160000,83.0,13383,IR1,Mod,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
752,907252060,254750,,12334,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
753,528102010,315000,129.0,16737,Reg,Gtl,Lvl,RL,Pave,,NridgHt,FR3,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
754,533208040,199900,35.0,4274,IR1,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
755,534128090,185000,108.0,11358,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
756,908103260,165000,64.0,12102,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
757,903231180,132000,52.0,6240,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
758,533206050,196000,59.0,4282,IR2,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
759,535403280,153000,64.0,8712,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
760,907192030,195000,68.0,8935,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
761,914465060,271000,,13265,IR1,Gtl,Lvl,RL,Pave,,Mitchel,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
762,903228120,119000,50.0,6000,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
763,903229040,119900,65.0,7800,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Artery,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
764,535101120,124000,65.0,8944,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
765,527180040,171500,85.0,10176,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
766,902110080,135000,60.0,3378,Reg,Gtl,HLS,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
767,902405120,119000,60.0,5400,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
768,924100070,170000,77.0,10010,Reg,Mod,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
769,903454020,72000,50.0,9000,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,N,FuseA
770,527110120,169000,57.0,8773,IR1,Gtl,HLS,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
771,902136110,95000,44.0,5914,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,SBrkr
772,907130060,177500,105.0,11249,IR2,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
773,526350040,105000,80.0,11622,Reg,Gtl,Lvl,RH,Pave,,NAmes,Inside,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
774,535352090,113000,80.0,8480,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
775,907295100,185000,83.0,10126,Reg,Gtl,Lvl,RM,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
776,528431060,245000,78.0,10206,Reg,Gtl,Lvl,RL,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
777,535126040,190000,137.0,16492,IR1,Gtl,Lvl,RL,Pave,,NAmes,Corner,PosA,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
778,534477110,140000,80.0,9600,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
779,528222010,258000,96.0,11631,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
780,923203010,140000,62.0,6710,IR1,Gtl,Lvl,RM,Pave,,Mitchel,FR3,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
781,535154060,176000,,12285,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
782,533125120,334000,105.0,11025,Reg,Mod,HLS,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
783,902301150,114000,69.0,9143,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
784,533250160,324000,32.0,10846,IR1,Gtl,Lvl,RL,Pave,,Veenker,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
785,528106010,342643,111.0,16259,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
786,532376040,129000,85.0,6970,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Corner,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
787,535151130,132500,70.0,7728,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
788,528240070,216500,,7851,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
789,527184020,182000,38.0,4740,IR1,Gtl,Lvl,RL,Pave,,StoneBr,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
790,907135230,156000,43.0,13568,IR2,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
791,527402150,143250,,10530,IR1,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
792,532378070,137000,,13526,IR1,Gtl,Lvl,RL,Pave,,Sawyer,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
793,910201020,87000,50.0,5000,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Inside,RRAe,Norm,CBlock,AllPub,GasA,Po,N,FuseF
794,905103060,121500,,11341,IR1,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
795,923228110,80000,21.0,1477,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
796,904100170,131000,100.0,21370,Reg,Gtl,Lvl,RL,Pave,,Sawyer,FR2,Norm,Norm,Slab,AllPub,GasA,TA,Y,FuseA
797,533242090,301000,,8010,IR1,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
798,528456180,252678,72.0,8640,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
799,907285100,237000,90.0,11250,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
800,535104020,163000,80.0,10197,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
801,528439040,260000,74.0,8847,Reg,Gtl,Lvl,RL,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
802,908225320,113000,52.0,8741,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
803,527216070,538000,47.0,53504,IR2,Mod,HLS,RL,Pave,,StoneBr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
804,527451290,85400,21.0,1680,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
805,907410050,213500,79.0,9245,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
806,909254050,231000,54.0,7609,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
807,531373060,192500,67.0,12774,Reg,Gtl,Lvl,RL,Pave,,SawyerW,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
808,534451130,79900,52.0,5825,IR1,Gtl,Lvl,RL,Pave,,BrkSide,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
809,902206220,129000,69.0,11851,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Artery,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
810,527164020,166000,58.0,7250,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
811,527107130,189000,60.0,8400,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
812,923225200,129500,41.0,2665,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
813,909251030,136500,54.0,7223,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
814,907194130,192500,65.0,14006,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
815,907250070,250000,90.0,11664,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
816,903454080,119500,50.0,8600,Reg,Gtl,Bnk,RM,Pave,,IDOTRR,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
817,534250335,170000,,13355,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
818,528108130,404000,95.0,12350,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
819,923230010,157000,68.0,8286,IR1,Gtl,Lvl,RL,Pave,,Mitchel,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
820,909281030,104000,79.0,7801,IR1,Gtl,Lvl,RL,Pave,,Crawfor,Corner,Feedr,Norm,PConc,AllPub,GasA,Fa,N,FuseA
821,527451320,112000,21.0,1680,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
822,535303110,131000,53.0,8128,IR1,Gtl,Lvl,RL,Pave,,NAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
823,528456200,198600,72.0,8640,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
824,528120010,260116,134.0,16659,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
825,902207170,99500,60.0,8520,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
826,923204140,143000,100.0,25000,Reg,Gtl,Low,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
827,906223080,239900,85.0,10560,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
828,532378050,120875,,13052,IR1,Gtl,Lvl,RL,Pave,,Sawyer,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
829,906204140,228500,82.0,11287,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
830,923202137,146000,77.0,9278,Reg,Gtl,Lvl,RL,Pave,,Mitchel,FR2,Feedr,Artery,PConc,AllPub,GasA,Ex,Y,SBrkr
831,907280040,240000,75.0,9375,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
832,528170070,284000,85.0,10625,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
833,909451020,116500,24.0,1879,Reg,Gtl,Lvl,RM,Pave,,Blueste,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
834,902300260,132000,53.0,5350,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Artery,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
835,911226010,81000,120.0,18000,Reg,Gtl,Low,C (all),Grvl,,IDOTRR,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
836,535375160,114000,45.0,7506,Reg,Gtl,Lvl,RL,Pave,,OldTown,Corner,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
837,527405160,120500,60.0,6960,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
838,534200030,130000,62.0,7130,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
839,528186110,310090,48.0,6373,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
840,527450110,103400,21.0,1680,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
841,528292030,245000,,15896,IR2,Gtl,Lvl,RL,Pave,,Gilbert,CulDSac,RRNn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
842,535177020,120000,70.0,9100,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
843,535478110,124000,70.0,7000,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Artery,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
844,528142070,329900,82.0,11643,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
845,527276040,133000,,47280,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
846,908127070,110000,80.0,8240,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
847,908186090,142500,35.0,3675,Reg,Gtl,Lvl,RM,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
848,916403290,187500,44.0,13758,IR1,Gtl,Lvl,RL,Pave,,Timber,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
849,528327070,327000,106.0,12720,Reg,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
850,535453040,125900,80.0,8000,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
851,923276180,139000,65.0,11625,IR1,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
852,534430110,137000,,11425,IR1,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
853,907187030,188000,57.0,8924,IR1,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
