,PID,SalePrice,MiscFeature,Fireplaces,FireplaceQu,PoolQC,PoolArea,PavedDrive,ExterQual,OverallQual,OverallCond,MiscVal,YearBuilt,YearRemodAdd,KitchenQual,Fence,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,MasVnrType,MasVnrArea
677,533208020,194000,,1,Gd,,0,Y,Gd,7,5,0,2006,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
678,902103120,103500,,0,,,0,N,TA,6,5,0,1910,1950,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
679,527359180,197500,,1,TA,,0,Y,TA,5,7,0,1976,1976,Gd,,Gable,CompShg,Plywood,Plywood,Gd,BrkFace,44.0
680,535475020,140000,,1,TA,,0,Y,TA,6,5,0,1963,1963,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,415.0
681,909129100,159434,,0,,,0,Y,TA,5,5,0,1932,2000,TA,,Gable,CompShg,VinylSd,Stucco,TA,None,0.0
682,923227100,140000,,1,TA,,0,Y,TA,5,5,0,1969,1979,TA,,Gable,CompShg,Plywood,Plywood,TA,BrkFace,194.0
683,528150090,378000,,1,Gd,,0,Y,Ex,9,5,0,2004,2005,Ex,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,674.0
684,916252170,230000,,0,,,0,Y,Gd,7,5,0,1986,1986,Gd,,Gable,CompShg,BrkFace,Wd Sdng,TA,None,0.0
685,914475030,173000,,2,Fa,,0,Y,TA,6,7,0,1977,1977,TA,GdWo,Gable,CompShg,Plywood,Plywood,TA,None,0.0
686,923225240,127000,,1,TA,,0,Y,TA,5,6,0,1977,1977,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
687,527108060,309000,,1,Gd,,0,Y,Gd,7,5,0,2005,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,248.0
688,528482090,340000,,1,Gd,,0,Y,Gd,8,5,0,2004,2005,Gd,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
689,527358060,175000,,1,TA,,0,Y,TA,5,6,0,1971,1971,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
690,903235100,68500,,0,,,0,Y,TA,4,6,0,1927,1950,Fa,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
691,903225040,135000,,0,,,0,Y,TA,5,7,0,1939,1998,TA,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
692,905453080,308030,,2,TA,,0,Y,Gd,7,5,0,2009,2010,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,96.0
693,903227080,120000,,1,Gd,,0,Y,TA,6,7,0,1929,1950,TA,,Gable,CompShg,WdShing,Wd Shng,TA,None,0.0
694,908102140,123000,,0,,,0,Y,TA,5,5,0,1966,1966,TA,MnPrv,Hip,CompShg,HdBoard,HdBoard,TA,None,0.0
695,534275060,141500,,1,Po,,0,Y,TA,4,7,0,1960,1960,TA,GdWo,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
696,907202080,136500,,0,,,0,Y,Gd,5,8,0,1978,2005,TA,GdWo,Gable,CompShg,VinylSd,VinylSd,Gd,BrkFace,90.0
697,532351090,125000,,0,,,0,Y,TA,5,5,0,1963,1963,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,336.0
698,923226300,85500,,0,,,0,Y,TA,4,4,0,1972,1972,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
699,907180130,204000,,0,,,0,Y,Gd,7,5,0,1999,1999,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,183.0
700,907412040,186500,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,50.0
701,535456100,109500,,0,,,0,Y,TA,5,7,0,1954,1954,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
702,528172020,275000,,1,Gd,,0,Y,Gd,8,5,0,2005,2005,Ex,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,280.0
703,907175080,226001,,1,TA,,0,Y,TA,7,5,0,1997,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,150.0
704,534427140,150750,,0,,,0,Y,TA,5,6,0,1959,2002,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
705,905200010,129000,,0,,,0,Y,TA,5,7,0,1966,1966,Gd,MnPrv,Gable,CompShg,Plywood,Plywood,Gd,None,0.0
706,528228555,185485,,1,Gd,,0,Y,Gd,7,5,0,2007,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,16.0
707,905300020,144000,,0,,,0,Y,TA,5,8,0,1970,1970,Gd,MnPrv,Hip,CompShg,HdBoard,HdBoard,Gd,None,0.0
708,533253030,214000,,3,TA,,0,Y,Gd,8,5,0,1980,1980,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
709,923228250,75000,,0,,,0,Y,TA,4,5,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,BrkFace,80.0
710,534128100,162000,,1,TA,,0,Y,TA,6,6,0,1972,1972,TA,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
711,908103090,110000,,0,,,0,P,TA,4,6,0,1963,1963,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,Stone,20.0
712,531369010,193000,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
713,535426350,148000,,0,,,0,Y,TA,6,6,0,1960,1993,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,276.0
714,527210050,356383,,1,Gd,,0,Y,Gd,9,5,0,2006,2006,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,184.0
715,923225190,104500,,1,TA,,0,Y,TA,5,6,0,1977,1977,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
716,923228210,79500,,0,,,0,Y,TA,4,5,0,1970,1970,TA,GdPrv,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
717,902401090,93500,,0,,,0,N,TA,5,7,0,1920,1950,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
718,528174080,185850,,1,Gd,,0,Y,Gd,7,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,240.0
719,910200040,115000,,0,,,0,N,TA,5,7,0,1919,2005,Fa,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
720,528294060,185900,,1,TA,,0,Y,TA,7,5,0,1999,1999,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
721,902128150,155000,,2,Gd,,0,Y,TA,6,6,0,1940,1950,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
722,535451010,116000,,0,,,0,Y,Gd,5,7,0,1953,1996,Gd,GdWo,Gable,CompShg,WdShing,Wd Shng,TA,None,0.0
723,533221060,177000,,0,,,0,Y,Gd,6,5,0,2000,2000,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,216.0
724,535175050,155000,,0,,,0,Y,TA,6,7,0,1958,1998,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,176.0
725,909451100,137000,,1,TA,,0,Y,TA,6,6,0,1980,1992,Gd,GdPrv,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
726,905104210,125000,,1,Fa,,0,Y,TA,5,5,0,1967,1967,TA,MnPrv,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
727,907275080,228000,,1,TA,,0,Y,Gd,8,5,0,1994,1995,Gd,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,519.0
728,907285080,210000,,1,TA,,0,Y,Gd,7,5,0,1994,1995,Gd,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
729,907285050,191000,,1,TA,,0,Y,Gd,7,5,0,1996,1996,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
730,528118040,418000,,1,Ex,,0,Y,Gd,9,5,0,2005,2006,Ex,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,365.0
731,907255050,275000,,1,TA,,0,Y,Gd,8,5,0,2001,2002,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,178.0
732,905105190,130000,,0,,,0,Y,TA,5,7,0,1967,2004,Gd,MnPrv,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,89.0
733,923201100,139500,,0,,,0,Y,TA,5,7,0,1968,1968,Gd,MnPrv,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,182.0
734,528120030,335000,,1,Gd,,0,Y,Ex,9,5,0,2008,2008,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,Stone,284.0
735,907135170,138000,,0,,,0,Y,TA,5,5,0,1994,1995,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
736,535478010,134500,,0,,,0,Y,TA,5,5,0,1962,1962,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
737,535180120,133000,,0,,,0,Y,TA,5,5,0,1956,1958,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
738,534426110,124500,,0,,,0,Y,TA,5,6,0,1959,1959,TA,MnPrv,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,132.0
739,535403150,159500,,1,Fa,,0,Y,TA,6,6,0,1959,1959,TA,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
740,531376010,173000,,0,,,0,Y,Gd,6,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
741,911102170,40000,,0,,,0,N,TA,4,4,0,1920,1950,TA,MnPrv,Gambrel,CompShg,BrkFace,BrkFace,Fa,None,0.0
742,905475520,80000,,0,,,0,N,TA,4,5,0,1958,1994,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
743,907175030,235000,,0,,,0,Y,Gd,7,5,0,2000,2000,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,244.0
744,527212050,325000,,1,Gd,,0,Y,Gd,9,5,0,2005,2007,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,245.0
745,902201110,129500,,0,,,0,Y,TA,5,7,0,1950,1970,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Sdng,Ex,None,0.0
746,906201030,178000,,1,TA,,0,Y,Gd,6,5,0,1985,1985,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,336.0
747,535325130,127000,,0,,,0,Y,TA,5,7,0,1956,1956,TA,GdWo,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
748,533213040,172500,,0,,,0,Y,TA,6,5,0,1999,1999,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,894.0
749,527352150,154000,,1,TA,,0,Y,TA,7,6,0,1978,1978,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,256.0
750,903226060,164900,,1,Gd,,0,Y,TA,6,7,0,1940,1989,Gd,GdPrv,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
751,923227080,160000,,1,Po,,0,Y,TA,5,5,0,1969,2000,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,176.0
752,907252060,254750,,1,Gd,,0,Y,Gd,8,5,0,2003,2003,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,198.0
753,528102010,315000,,1,Gd,,0,Y,Gd,9,5,0,2004,2005,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,66.0
754,533208040,199900,,0,,,0,Y,Gd,7,5,0,2006,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,,
755,534128090,185000,,1,TA,,0,Y,TA,7,7,0,1972,1987,Gd,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
756,908103260,165000,,0,,,0,Y,TA,5,5,0,1976,1976,TA,,Gable,CompShg,HdBoard,Plywood,TA,BrkFace,222.0
757,903231180,132000,,0,,,0,Y,TA,5,8,0,1939,1952,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,None,0.0
758,533206050,196000,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
759,535403280,153000,,0,,,0,Y,TA,5,7,0,1957,2000,TA,,Hip,CompShg,MetalSd,MetalSd,Gd,None,0.0
760,907192030,195000,,0,,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,95.0
761,914465060,271000,,2,Gd,,0,Y,Gd,8,5,0,2002,2002,Gd,,Hip,CompShg,CemntBd,CmentBd,TA,BrkFace,148.0
762,903228120,119000,,0,,,0,Y,Gd,6,7,0,1926,2004,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
763,903229040,119900,,1,Gd,,0,Y,TA,5,7,0,1939,1950,TA,MnPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
764,535101120,124000,,0,,,0,Y,TA,5,5,0,1967,1967,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
765,527180040,171500,,1,Po,,0,Y,TA,7,5,0,1990,1990,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
766,902110080,135000,,2,Gd,,0,P,TA,7,8,0,1946,1992,TA,,Gable,CompShg,HdBoard,HdBoard,Gd,None,0.0
767,902405120,119000,,0,,,0,Y,Fa,6,6,0,1920,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
768,924100070,170000,,1,TA,,0,Y,TA,5,5,0,1974,1975,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
769,903454020,72000,,0,,,0,N,TA,5,4,0,1919,1950,Gd,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
770,527110120,169000,,1,TA,,0,Y,TA,6,5,0,1997,1997,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
771,902136110,95000,,0,,,0,N,TA,5,9,0,1890,1996,Gd,,Gable,CompShg,Wd Sdng,HdBoard,TA,None,0.0
772,907130060,177500,,0,,,0,Y,Gd,6,5,0,1995,1995,Gd,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
773,526350040,105000,,0,,,0,Y,TA,5,6,0,1961,1961,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
774,535352090,113000,,0,,,0,Y,TA,5,6,0,1945,1950,Fa,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
775,907295100,185000,,0,,,0,Y,TA,6,5,0,1997,1998,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
776,528431060,245000,,1,Gd,,0,Y,TA,8,5,0,2007,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,468.0
777,535126040,190000,,1,Gd,,0,Y,Gd,6,6,0,1966,2002,Gd,,Gable,CompShg,BrkFace,Plywood,TA,None,0.0
778,534477110,140000,,0,,,0,Y,TA,6,8,0,1950,2005,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
779,528222010,258000,,1,Gd,,0,Y,Gd,8,5,0,2004,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,236.0
780,923203010,140000,,0,,,0,Y,TA,6,5,0,1996,1997,TA,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,134.0
781,535154060,176000,,2,Gd,,0,Y,TA,7,6,0,1960,1960,TA,,Gable,CompShg,Plywood,Plywood,TA,BrkFace,128.0
782,533125120,334000,,3,TA,,0,Y,Gd,8,5,0,1992,1993,Gd,,Gable,CompShg,HdBoard,ImStucc,TA,BrkFace,692.0
783,902301150,114000,,0,,,0,N,TA,5,7,0,1900,2003,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
784,533250160,324000,,2,Gd,,0,Y,Gd,8,5,0,1993,1993,Gd,,Gable,CompShg,BrkFace,BrkFace,TA,None,0.0
785,528106010,342643,,0,,,0,Y,TA,9,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,370.0
786,532376040,129000,Shed,0,,,0,Y,TA,4,5,400,1961,1961,Fa,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
787,535151130,132500,,0,,,0,Y,TA,5,6,0,1962,1962,TA,GdWo,Hip,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,120.0
788,528240070,216500,,2,TA,,0,Y,Gd,6,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,,
789,527184020,182000,,0,,,0,Y,Gd,8,5,0,1988,1988,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
790,907135230,156000,,0,,,0,Y,TA,5,5,0,1995,1995,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
791,527402150,143250,,0,,,0,Y,TA,6,5,0,1971,1971,TA,,Hip,CompShg,Plywood,Plywood,TA,None,0.0
792,532378070,137000,,0,,,0,Y,TA,5,6,0,1965,1965,TA,MnPrv,Hip,CompShg,HdBoard,Plywood,TA,BrkFace,114.0
793,910201020,87000,,0,,,0,Y,TA,5,6,0,1941,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
794,905103060,121500,,1,Gd,,0,Y,TA,5,6,0,1957,1996,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,180.0
795,923228110,80000,,0,,,0,Y,TA,4,4,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
796,904100170,131000,Shed,1,Gd,,0,Y,TA,5,5,600,1950,1950,TA,,Gable,CompShg,Wd Sdng,MetalSd,TA,None,0.0
797,533242090,301000,,2,Gd,,0,Y,Gd,8,5,0,2003,2004,Gd,,Hip,CompShg,CemntBd,CmentBd,TA,None,0.0
798,528456180,252678,,1,TA,,0,Y,TA,7,5,0,2009,2009,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
799,907285100,237000,,1,TA,,0,Y,Gd,7,5,0,1995,1996,Gd,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
800,535104020,163000,,1,TA,,0,Y,TA,6,5,0,1961,1961,TA,,Gable,CompShg,WdShing,Wd Shng,TA,BrkCmn,491.0
801,528439040,260000,,0,,,0,Y,Gd,8,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,148.0
802,908225320,113000,,1,Gd,,0,Y,TA,6,4,0,1945,1950,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
803,527216070,538000,,1,Gd,,0,Y,Ex,8,5,0,2003,2003,Ex,,Hip,CompShg,CemntBd,Wd Shng,TA,BrkFace,603.0
804,527451290,85400,,0,,,0,Y,TA,6,5,0,1971,1971,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,232.0
805,907410050,213500,,0,,,0,Y,Gd,7,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
806,909254050,231000,,1,Gd,,0,P,Gd,8,9,0,1925,1997,Gd,GdPrv,Gable,CompShg,Stucco,Stucco,Gd,None,0.0
807,531373060,192500,,0,,,0,Y,Gd,7,5,0,2003,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,95.0
808,534451130,79900,,0,,,0,Y,TA,4,5,0,1926,1953,TA,,Gable,CompShg,MetalSd,MetalSd,Gd,BrkFace,108.0
809,902206220,129000,,1,Gd,,0,Y,TA,5,7,0,1948,2009,Gd,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
810,527164020,166000,,1,TA,,0,Y,TA,6,5,0,1993,1993,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,45.0
811,527107130,189000,Shed,1,TA,,0,Y,TA,7,5,490,1996,1997,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,32.0
812,923225200,129500,,1,TA,,0,Y,TA,5,7,0,1976,1976,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
813,909251030,136500,,0,,,0,Y,TA,5,5,0,1926,1950,TA,MnPrv,Hip,CompShg,Stucco,Plywood,TA,None,0.0
814,907194130,192500,,1,TA,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,144.0
815,907250070,250000,,0,,,0,Y,Gd,7,5,0,2002,2002,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,None,0.0
816,903454080,119500,,1,Gd,,0,N,TA,6,6,0,1937,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
817,534250335,170000,,0,,,0,Y,TA,7,6,0,1971,1971,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
818,528108130,404000,,1,Gd,,0,Y,Ex,9,5,0,2008,2008,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,Stone,450.0
819,923230010,157000,,1,Gd,,0,Y,TA,5,7,0,1977,1977,TA,GdPrv,Gable,CompShg,Plywood,Plywood,TA,None,0.0
820,909281030,104000,,1,TA,,0,Y,TA,6,5,0,1951,1951,TA,MnPrv,Hip,CompShg,WdShing,Plywood,Fa,BrkFace,88.0
821,527451320,112000,,0,,,0,Y,TA,5,5,0,1971,1971,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,142.0
822,535303110,131000,,0,,,0,Y,TA,6,7,0,1954,1954,TA,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,80.0
823,528456200,198600,,0,,,0,Y,Gd,8,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
824,528120010,260116,,1,Gd,,0,Y,Gd,8,5,0,2007,2008,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
825,902207170,99500,,0,,,0,Y,Gd,5,8,0,1923,1950,TA,GdWo,Gable,CompShg,Stucco,Stucco,TA,None,0.0
826,923204140,143000,,0,,,0,P,TA,5,4,0,1967,1967,TA,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
827,906223080,239900,,1,TA,,0,Y,Gd,7,5,0,1993,1994,Gd,MnPrv,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
828,532378050,120875,,0,,,0,Y,TA,5,6,0,1965,1965,TA,MnPrv,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
829,906204140,228500,,1,TA,,0,Y,Gd,7,6,0,1989,1989,Gd,,Gable,CompShg,Plywood,Plywood,TA,BrkFace,340.0
830,923202137,146000,,0,,,0,Y,TA,5,5,0,2007,2008,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
831,907280040,240000,,1,TA,,0,Y,Gd,7,5,0,1997,1997,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
832,528170070,284000,,1,Gd,,0,Y,Gd,7,5,0,2003,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,292.0
833,909451020,116500,,1,TA,,0,Y,TA,6,6,0,1980,1980,TA,GdPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
834,902300260,132000,,0,,,0,Y,TA,7,8,0,1920,1965,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Shng,TA,None,0.0
835,911226010,81000,Shed,0,,,0,Y,Fa,3,4,560,1935,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
836,535375160,114000,,0,,,0,N,TA,5,8,0,1925,1950,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
837,527405160,120500,Shed,0,,,0,Y,TA,4,6,500,1970,1970,Gd,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
838,534200030,130000,,0,,,0,Y,TA,5,6,0,1967,1967,TA,GdPrv,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
839,528186110,310090,,1,Gd,,0,Y,Ex,9,5,0,2006,2006,Gd,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,572.0
840,527450110,103400,,0,,,0,Y,TA,6,5,0,1973,1973,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,359.0
841,528292030,245000,,1,TA,,0,Y,Gd,7,5,0,1999,1999,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,210.0
842,535177020,120000,,1,Gd,,0,Y,TA,5,5,0,1960,1960,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkCmn,69.0
843,535478110,124000,,0,,,0,Y,TA,5,5,0,1962,1962,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
844,528142070,329900,,1,Gd,,0,Y,Gd,8,5,0,2005,2006,Ex,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,142.0
845,527276040,133000,,1,TA,,0,Y,TA,6,5,0,1950,1950,TA,,Hip,CompShg,AsbShng,AsbShng,TA,BrkFace,44.0
846,908127070,110000,,0,,,0,P,TA,6,6,0,1960,1960,TA,GdPrv,Hip,CompShg,HdBoard,HdBoard,TA,Stone,198.0
847,908186090,142500,,0,,,0,Y,TA,6,5,0,2005,2006,TA,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,82.0
848,916403290,187500,,1,TA,,0,Y,Gd,7,5,0,1990,1991,Gd,,Gable,CompShg,HdBoard,HdBoard,Gd,BrkFace,117.0
849,528327070,327000,,2,TA,,0,Y,Gd,8,5,0,2000,2000,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,150.0
850,535453040,125900,,0,,,0,Y,TA,5,5,0,1962,1962,TA,,Gable,CompShg,BrkFace,MetalSd,TA,None,0.0
851,923276180,139000,,0,,,0,Y,TA,5,7,0,1983,1983,TA,MnPrv,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
852,534430110,137000,,1,Gd,,0,Y,TA,5,6,0,1954,1954,TA,,Gable,CompShg,BrkFace,BrkFace,TA,None,0.0
853,907187030,188000,,0,,,0,Y,TA,7,5,0,1998,1999,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
854,535383120,78500,,0,,,0,Y,TA,3,5,0,1890,1998,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
855,902205070,46500,,0,,,0,Y,TA,2,5,0,1946,1950,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
856,535453100,138000,,0,,,0,Y,TA,5,5,0,1959,1959,TA,GdWo,Gable,CompShg,BrkFace,Plywood,TA,None,0.0
857,528488100,185000,,0,,,0,Y,Gd,7,5,0,2004,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
858,534403370,158000,,1,Fa,,0,Y,TA,6,6,0,1964,1964,TA,MnPrv,Gable,CompShg,MetalSd,HdBoard,Gd,BrkFace,115.0
859,535455080,105500,,0,,,0,Y,TA,6,6,0,1954,1954,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
860,532479120,171000,,2,TA,,0,Y,TA,5,5,0,1975,1981,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
861,531452260,184000,,0,,,0,Y,Gd,7,5,0,1994,1994,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
862,528488130,187750,,1,Gd,,0,Y,Gd,7,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
863,923229010,146800,,2,TA,,0,Y,TA,6,5,0,1976,1976,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
864,528382020,290000,,1,Gd,,0,Y,Gd,8,7,0,1999,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,348.0
865,914478045,169900,,0,,,0,Y,TA,6,5,0,1976,1976,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,335.0
866,535478040,130000,,1,Po,,0,Y,TA,5,5,0,1962,1962,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
