Address,longitude,latitude
1432 Grand Ave,-93.6200587,42.0368527
3112 Weston Dr,-93.6546799,42.0610727
5020 Waller St,-93.6878586,42.014107
1329 Grand Ave,-93.6207117,42.035654
3915 Quebec St,-93.6722733,42.0335565
2515 Dalton St,-93.6428993,42.0544383
2523 Dalton St,-93.6431764,42.0544295
1209 Grand Ave,-93.6206919,42.0337425
516 Oliver Cir,-93.6658739,42.02940419999999
3022 Almond Rd,-93.6519077,42.0554462
4901 Waller St,-93.6855998,42.0141407
2103 Clark Ave,-93.6173082,42.0431773
4551 Twain Cir,-93.6805277,42.0164284
2306 Clark Ave,-93.6173082,42.0451084
317 Hilltop Rd,-93.6637103,42.0194574
2416 Eaton Ave,-93.6453689,42.04628030000001
2410 Grant Cir,-93.6418302,42.0567117
3016 Almond Rd,-93.6515711,42.0554376
1320 Grand Ave,-93.6201378,42.0351892
3109 Grove Ave,-93.6199399,42.0528847
1123 Scholl Rd,-93.66577,42.0330683
2512 Eaton Ave,-93.6452354,42.0468725
1102 Idaho Ave,-93.6829274,42.031681
2851 Monroe Dr,-93.6344664,42.0503027
2410 Eaton Ave,-93.6451955,42.0459184
300 Wellons Dr,-93.6749609,42.0196396
2629 Stange Rd,-93.6452354,42.0481856
206 Abraham Dr,-93.6759712,42.0208244
2311 Camden Dr,-93.6403257,42.04625559999999
1103 Clark Ave,-93.6173675,42.0322632
215 Wellons Dr,-93.6754957,42.0199123
3201 Foxley Dr,-93.6552343,42.0589701
5416 Kansas Dr,-93.692,42.0376374
1211 Clark Ave,-93.6174071,42.03376859999999
3310 Weston Dr,-93.6569769,42.0609997
5404 Norris St,-93.6921387,42.0210795
2221 Clark Ave,-93.6178622,42.0443958
3716 Ashton Dr,-93.6502361,42.057467
915 Gaskill Dr,-93.6432175,42.0143422
1209 Scholl Rd,-93.665812,42.033689
5321 Durant St,-93.690067,42.024794
5007 Kansas Dr,-93.6866697,42.0376346
1124 Idaho Ave,-93.6829737,42.0326207
1404 Grand Ave,-93.6200587,42.0357711
5513 Durant St,-93.6924558,42.0247397
1704 Pierce Ct,-93.6320912,42.0461682
1323 Clark Ave,-93.6174467,42.0354284
1330 Grand Ave,-93.6199795,42.03558049999999
2826 Monroe Dr,-93.635216,42.049449
2611 Stange Rd,-93.6451958,42.04749169999999
5426 Kansas Dr,-93.6924756,42.0376994
3232 Lettie St,-93.6614129,42.0213079
1607 Truman Dr,-93.631719,42.05266900000001
212 Howard Ave,-93.6582245,42.0242491
519 Oliver Cir,-93.6667329,42.029697
1344 Truman Pl,-93.6281263,42.0524006
2013 Clark Ave,-93.6175258,42.0424945
2609 Stange Rd,-93.6452255,42.0474425
4805 Waller St,-93.6844704,42.0137711
1202 Scott Ave,-93.6603633,42.0336461
1471 Truman Pl,-93.6299202,42.05259909999999
1715 Clark Ave,-93.6174467,42.0399092
1126 Clark Ave,-93.6167739,42.03309309999999
3514 Annear St,-93.6662652,42.03311050000001
5225 Kansas Dr,-93.6899132,42.0380008
5327 Durant St,-93.6903355,42.0247884
1107 Scott Ave,-93.6609129,42.032918
5406 Kansas Dr,-93.69153,42.037557
2231 Clark Ave,-93.6178622,42.044782
2509 Camden Dr,-93.6426617,42.046452
2507 Dalton St,-93.6426419,42.05442710000001
2144 Sunset Dr,-93.6435328,42.0199629
307 Crystal St,-93.6072376,41.99536639999999
1324 Scott Cir,-93.6604821,42.0351875
437 Hilltop Rd,-93.6637301,42.0178146
821 Narland Dr,-93.622567,42.040477
2607 Stange Rd,-93.6452354,42.0473746
2412 Eaton Ave,-93.645202,42.046055
2621 Stange Rd,-93.6451632,42.0481801
2620 Camden Dr,-93.6440475,42.0462922
5317 Kansas Dr,-93.6906724,42.0378925
318 Hilltop Rd,-93.6631359,42.0194177
430 Oliver Ave,-93.6655756,42.027555
4919 Waller St,-93.6863837,42.0143613
5416 Norris St,-93.6926143,42.0210642
3334 Weston Dr,-93.6580859,42.0609645
2226 Donald St,-93.6456709,42.0168039
2708 State Ave,-93.6587161,41.9971627
3212 Sumac Cir,-93.6556304,42.05046249999999
4908 Waller St,-93.6860357,42.0138176
3211 Cullen Dr,-93.6443841,42.0546036
3604 Annear St,-93.6668,42.0331128
5428 Norris St,-93.6930899,42.0210489
1603 Truman Dr,-93.6314579,42.0526375
603 Crystal St,-93.6048044,41.9972015
1317 Truman Pl,-93.6276295,42.0527697
2102 Hayes Ave,-93.6316558,42.0427832
2411 Grant Cir,-93.6418302,42.05725229999999
3223 Lettie St,-93.6609485,42.0218473
3320 Foxley Dr,-93.65758900000002,42.058348
1407 Clark Ave,-93.6174665,42.0359106
1115 Grand Ave,-93.6206523,42.0327007
1621 Grand Ave,-93.620771,42.0391093
808 Narland Dr,-93.6218792,42.0400015
2528 Dalton St,-93.6433546,42.0540184
1306 Scott Cir,-93.6603237,42.0346517
4824 Waller St,-93.6854016,42.0135674
2302 Furman Dr,-93.6210085,42.0449727
3120 Weston Dr,-93.6549769,42.0611212
1130 Scholl Rd,-93.665057,42.0333228
1010 Grand Ave,-93.6200784,42.03157909999999
1209 Idaho Ave,-93.6843119,42.0340212
3013 Almond Rd,-93.6513731,42.0559073
3331 Weston Dr,-93.657825,42.0614983
3905 Quebec St,-93.6717716,42.0335144
423 Paulson Dr,-93.6059913,42.04129229999999
1605 Clark Ave,-93.6174863,42.0384787
103 Howard Ave,-93.658779,42.0229179
2712 Luther Dr,-93.619385,42.04852899999999
1311 Grand Ave,-93.6207315,42.0350547
3814 Quebec St,-93.6704247,42.0330938
5311 Kansas Dr,-93.6904346,42.0378615
1008 Murray Dr,-93.6241747,42.0390408
2140 Sunset Dr,-93.6432061,42.0199443
821 Crystal St,-93.5996999,41.9969111
1124 Scholl Rd,-93.6651362,42.0331658
2105 Furman Dr,-93.6217209,42.0438689
1509 Clark Ave,-93.6174467,42.0375143
5425 Durant St,-93.69157,42.024765
1404 Idaho Ave,-93.68373,42.035577
1004 Grand Ave,-93.6200587,42.0314446
2031 Friley Rd,-93.6410384,42.0150958
1106 Idaho Ave,-93.6829467,42.0319119
1121 Clark Ave,-93.6173675,42.0329199
223 Hilltop Rd,-93.6637103,42.0206938
414 Wellons Dr,-93.6749807,42.0188082
509 Smiley Ave,-93.688127,42.018114
302 Village Dr,-93.666352,42.0194429
1500 Truman Dr,-93.6305518,42.0521818
5505 Durant St,-93.6922378,42.0247274
301 Abraham Dr,-93.6765259,42.0197634
2007 Kildee St,-93.6399694,42.0177959
417 Wellons Dr,-93.6755354,42.0186359
5300 Norris St,-93.6900779,42.0206433
1632 Truman Dr,-93.632915,42.053166
2854 Monroe Dr,-93.6339122,42.0499341
623 Crystal St,-93.6033207,41.99719
727 Crystal St,-93.601402,41.9972307
1907 Clark Ave,-93.6174665,42.0413956
1528 Linden Dr,-93.6046461,42.0376264
505 Smiley Ave,-93.6881162,42.01829130000001
2125 Furman Dr,-93.6215824,42.044356
916 Gaskill Dr,-93.6425429,42.0143139
2604 Dalton St,-93.6436714,42.0540084
2425 Camden Dr,-93.6416323,42.0466004
601 Chelsea Ct,-93.679165,42.027235
3717 Ashton Dr,-93.650564,42.0575834
403 Hilltop Rd,-93.6637202,42.019119
1217 Idaho Ave,-93.6843911,42.0342505
2105 Friley Rd,-93.6413155,42.0151256
3207 Jewel Cir,-93.6013822,41.99357819999999
328 Crystal St,-93.6059913,41.9949995
1463 Truman Pl,-93.6297508,42.0525803
238 Village Dr,-93.6653937,42.0195777
1600 Truman Dr,-93.6314183,42.0521754
2226 Hayes Ave,-93.632883,42.04455979999999
200 Wellons Dr,-93.6753373,42.0206128
2010 Kildee St,-93.6399298,42.01729479999999
1437 Truman Pl,-93.629208,42.052637
1700 Pierce Ct,-93.6313985,42.0462094
2888 Monroe Dr,-93.633477,42.05149
821 Miller Ave,-93.6868679,42.0153753
1217 Scott Ave,-93.660997,42.0339736
702 Crystal St,-93.6024504,41.9967534
4818 Waller St,-93.6851639,42.0135364
820 Wilson Ave,-93.6181195,42.0296512
209 Howard Ave,-93.6588186,42.0240757
415 Paulson Dr,-93.6062089,42.0409958
1009 Clark Ave,-93.617328,42.0316077
624 Crystal St,-93.6032734,41.9967934
1329 Truman Pl,-93.6278547,42.0526885
5321 Kansas Dr,-93.69092,42.0378931
925 Gaskill Dr,-93.643247,42.013958
1501 Reagan Dr,-93.630686,42.0512524
2011 Kildee St,-93.6402861,42.0177472
3209 Weston Dr,-93.6562442,42.0615828
2850 Monroe Dr,-93.634181,42.0498649
3317 Cullen Dr,-93.6444633,42.0556823
3214 Nixon Ave,-93.6278558,42.0539096
122 Howard Ave,-93.6582245,42.0235537
5322 Durant St,-93.6900977,42.0243324
2623 Stange Rd,-93.6452354,42.0479539
700 Diamond Ct,-93.6017778,41.9941843
4018 Quebec St,-93.6733959,42.0331148
3125 Weston Dr,-93.6552343,42.0615956
1405 Arthur Dr,-93.628212,42.0399951
1112 Clark Ave,-93.6167344,42.0327467
5305 Norris St,-93.6901571,42.0210658
3613 Annear St,-93.6672951,42.03354119999999
1534 Linden Dr,-93.6046659,42.0378768
1208 Truman Pl,-93.6268662,42.0514308
5510 Kansas Dr,-93.693158,42.037744
916 Wilson Ave,-93.6181195,42.0308488
813 Wilson Ave,-93.6186735,42.0294406
3210 Nixon Ave,-93.6278953,42.0536767
2317 Clark Ave,-93.617943,42.045544
1466 Truman Pl,-93.629773,42.0522941
3124 Almond Rd,-93.6536502,42.0553909
214 Hickory Dr,-93.6721678,42.0240368
411 Hilltop Rd,-93.6636904,42.0188205
2521 Little St,-93.651017,42.0178325
2102 Furman Dr,-93.6213251,42.0434951
5419 Kansas Dr,-93.6920198,42.03804239999999
5409 Kansas Dr,-93.6915443,42.0379804
5422 Kansas Dr,-93.6922576,42.0376871
2814 Monroe Dr,-93.6357755,42.0492423
2908 Weston Dr,-93.6522245,42.0614596
116 Cherry Ave,-93.6041021,42.022219
5425 Kansas Dr,-93.692218,42.0380746
1415 Clark Ave,-93.6174467,42.03623959999999
1450 Truman Pl,-93.6294609,42.0523069
3304 Nixon Ave,-93.627621,42.054339
2616 Dalton St,-93.6442257,42.0539908
3223 Cullen Dr,-93.6443841,42.055067
3218 Lettie St,-93.6607198,42.0213106
3705 Ashton Dr,-93.6505675,42.0570938
4817 Waller St,-93.6849261,42.0139304
1522 Linden Dr,-93.6046659,42.0374519
1203 Scott Ave,-93.661096,42.0335262
1333 Truman Pl,-93.627932,42.0527019
5407 Durant St,-93.6908111,42.0247732
2730 Luther Dr,-93.6194452,42.0492122
526 Smiley Ave,-93.687431,42.017237
2507 Tyler Ave,-93.628215,42.0467381
1537 Linden Dr,-93.6052,42.0379953
3210 Weston Dr,-93.6562046,42.0611208
3321 Foxley Dr,-93.6575908,42.0587987
2614 Camden Dr,-93.6436912,42.0462649
1604 Clark Ave,-93.6167542,42.0384824
308 Village Dr,-93.6663444,42.0196247
2048 Cessna St,-93.6417115,42.01577
5419 Durant St,-93.6912668,42.0247779
5405 Norris St,-93.6921387,42.0214272
5311 Norris St,-93.6903553,42.0211753
5500 Kansas Dr,-93.6926936,42.0377117
2416 Grant Cir,-93.6421074,42.0567416
1323 Grand Ave,-93.6207315,42.0354023
3205 Cullen Dr,-93.6443841,42.0544492
2953 Monroe Dr,-93.635344,42.051075
2111 Hayes Ave,-93.6324491,42.042945
1012 Grand Ave,-93.6200191,42.0317935
2310 Hayes Ave,-93.6331601,42.0449372
1920 Clark Ave,-93.6168531,42.0418205
1409 Truman Pl,-93.628657,42.0526111
2225 Clark Ave,-93.6178622,42.0445503
3901 Quebec St,-93.6714745,42.0335045
3210 Foxley Dr,-93.6556898,42.0584344
278 Village Dr,-93.666384,42.018696
607 Crystal St,-93.6045076,41.9971915
4812 Waller St,-93.6849261,42.01350540000001
5423 Norris St,-93.6928521,42.0214429
2508 Eaton Ave,-93.645261,42.04670309999999
3306 Cullen Dr,-93.6437505,42.0552415
2219 Hayes Ave,-93.6332392,42.044085
2317 Camden Dr,-93.6406029,42.0462854
5318 Durant St,-93.6899194,42.02435750000001
1313 Clark Ave,-93.6174071,42.03500469999999
2312 Clark Ave,-93.6173082,42.0453402
5312 Norris St,-93.6907912,42.020775
407 Jeffrey Ln,-93.6746637,42.019282
408 Hartford Dr,-93.688889,42.0258972
2615 Clayton Dr,-93.6440475,42.0514671
3409 Polaris Dr,-93.6245903,42.0556151
133 E O'Neil Dr,-93.6089983,42.0401165
3905 Toronto St,-93.6709397,42.0357813
327 Stanton Ave,-93.6487194,42.0194892
3845 Welbeck Dr,-93.6442257,42.0600144
2527 Clayton Dr,-93.6433744,42.0514498
2508 Bristol Dr,-93.64274,42.0469043
1119 Kennedy St,-93.626837,42.05079
1124 Johnson St,-93.625667,42.049453
911 Arizona Ave,-93.6763278,42.03093519999999
2707 Bristol Dr,-93.6458689,42.0471614
103 Sandburg Ct,-93.6877397,42.02245689999999
700 Kellogg Ave,-93.6134894,42.0280968
3811 Hoover Ave,-93.630072,42.058728
2427 Welbeck Dr,-93.6423449,42.0581627
3405 Emerald Dr,-93.6086818,41.9918997
124 Hartford Dr,-93.6888295,42.0237549
3312 Oakland St,-93.6623833,42.0280189
2040 Wyngate Dr,-93.6372376,42.0612973
3920 Welbeck Dr,-93.6433822,42.0606951
2905 Roxboro Dr,-93.64976,42.05857899999999
2908 Ontario St,-93.6579275,42.0341678
1318 Barkley Ct,-93.6276116,42.0515607
1007 Vermont Ct,-93.6824098,42.0309918
1509 Jackson Dr,-93.6310791,42.049934
817 Kellogg Ave,-93.6141226,42.0296223
1630 Johnson St,-93.6329099,42.0486665
1003 Wilson Ave,-93.6187922,42.0314458
2402 Sundown Dr,-93.6484823,41.9940274
1003 Vermont Ct,-93.6824297,42.0307787
3108 Beckley St,-93.654066,42.0603007
3837 Welbeck Dr,-93.6442059,42.0596482
108 Sandburg Ct,-93.6875019,42.02242589999999
2414 Welbeck Dr,-93.6420678,42.0577081
1824 Arthur Cir,-93.6279745,42.0406592
2108 Hughes Ave,-93.6428751,42.0168756
543 Forest Glen,-93.6608359,42.0280295
601 Hayward Ave,-93.6520859,42.0159822
4301 Toronto St,-93.677205,42.036535
2321 Sundown Dr,-93.6478488,41.9945113
113 S Maple Ave,-93.6254809,42.0222332
621 Shelley Ave,-93.68303,42.016875
3901 Welbeck Dr,-93.6442455,42.0601875
210 S Hazel Ave,-93.6264704,42.0211974
2705 Bristol Dr,-93.645838,42.047193
1912 Wilson Ave,-93.6181986,42.0411988
520 Forest Glen,-93.6601136,42.0269717
436 Hayward Ave,-93.6514517,42.0177796
803 Kellogg Ave,-93.614083,42.0291213
2721 Hampton St,-93.6464529,42.0462149
3422 Clinton Ct,-93.6364656,42.0560898
407 Pearson Ave,-93.6428201,42.0187876
220 S Maple Ave,-93.6249268,42.0208597
322 Westwood Dr,-93.6672159,42.0253538
2318 Jensen Ave,-93.6183965,42.0455184
5121 Emerson Dr,-93.6875812,42.0203756
1017 Kennedy St,-93.625577,42.050809
3316 Ontario St,-93.6629973,42.034161
2926 Roxboro Dr,-93.6507395,42.0581669
1701 Amherst Dr,-93.6580859,42.037871
3005 Burnham Dr,-93.6515749,42.057958
902 Arizona Ave,-93.6764466,42.0304292
1239 Orchard Dr,-93.62880570000002,42.03395039999999
809 Hunziker Dr,-93.6222354,42.0413421
2138 Hughes Ave,-93.6438152,42.0163485
3611 Oakland St,-93.666686,42.028643
3018 Diamond St,-93.600783,41.995213
3515 Emerald Dr,-93.6086225,41.9904904
4142 Toronto St,-93.6757335,42.0359373
212 S Hazel Ave,-93.6264704,42.0210429
1103 Wilson Ave,-93.6187527,42.0322969
2707 Hampton St,-93.6457897,42.0461984
3215 Garner Ave,-93.6273502,42.0539017
3812 Ontario St,-93.6703851,42.0342539
925 Carroll Ave,-93.6091764,42.0311683
104 E O'Neil Dr,-93.6104228,42.0399946
2100 Ashmore Dr,-93.6411967,42.010608
3312 S Duff Ave,-93.6097106,41.992718
119 Hartford Dr,-93.6893843,42.0235053
1906 Wilson Ave,-93.6182199,42.041011
1948 Wyngate Dr,-93.6355353,42.0612353
3102 Burnham Dr,-93.6527496,42.0570238
203 Hartford Dr,-93.6894042,42.023949
3304 Hoover Ave,-93.62999320000002,42.0544215
1604 Jackson Dr,-93.6316954,42.04946340000001
3011 Beckley St,-93.6530166,42.0608167
2035 Wyngate Dr,-93.6373262,42.0617846
609 Stanton Ave,-93.6487991,42.0165888
4004 Ontario St,-93.6728017,42.034254
2905 Ontario St,-93.6575314,42.034953
1608 Jackson Dr,-93.6319725,42.0494547
540 Forest Glen,-93.6601386,42.0277831
3805 Toronto St,-93.6697116,42.0357046
1139 Johnson St,-93.626765,42.049349
2006 Wyngate Dr,-93.63614,42.0617016
2502 Bristol Dr,-93.6425033,42.0469977
3116 Burnham Dr,-93.653414,42.056827
2421 Clayton Dr,-93.6415531,42.0514689
3101 Beckley St,-93.6537096,42.0607754
2912 Oakland St,-93.6578482,42.02791209999999
217 S Hazel Ave,-93.6270641,42.02090829999999
2213 Jensen Ave,-93.6189505,42.0443809
2203 Jensen Ave,-93.6189505,42.0439947
2103 Jensen Ave,-93.6186735,42.04311510000001
1112 Wheeler St,-93.626035,42.0531561
1309 Kinyon Cir,-93.6290234,42.0591822
806 Vermont Cir,-93.6811615,42.0294464
812 Hunziker Dr,-93.6223964,42.040881
1325 Wilson Ave,-93.618812,42.03540479999999
1118 Johnson St,-93.625555,42.049634
317 Pearson Ave,-93.6428201,42.0195991
1441 Summit Ave,-93.6299141,42.0366195
3804 Toronto St,-93.6698701,42.0352747
129 S Maple Ave,-93.6254809,42.0217696
1703 Bel Air Dr,-93.6271235,42.0393148
722 Douglas Ave,-93.6118374,42.0287379
1318 Wilson Ave,-93.6181277,42.0352347
1224 Orchard Dr,-93.6286078,42.0335704
3412 Ontario St,-93.6642054,42.0342577
2808 Oakland St,-93.6564821,42.0279816
2708 Bristol Dr,-93.646012,42.046785
2448 Welbeck Dr,-93.643216,42.058251
201 E O'Neil Dr,-93.6087412,42.0399508
3909 Toronto St,-93.6711524,42.0358511
3332 Sedwick St,-93.6581651,42.0628152
429 Hayward Ave,-93.6520661,42.0179729
2318 Clayton Dr,-93.6403653,42.0507727
2204 Jensen Ave,-93.6184163,42.0439922
3508 Emerald Dr,-93.6080289,41.990741
3321 Kingman Rd,-93.661809,42.0378298
1019 Kennedy St,-93.625665,42.05080700000001
910 Burnett Ave,-93.615191,42.03063179999999
3115 Beckley St,-93.6543037,42.0607179
3033 Burnham Dr,-93.652572,42.057735
1210 Kinyon Cir,-93.628311,42.0586641
2012 Taylor Cir,-93.637396,42.0566976
3830 Phoenix St,-93.671171,42.0297475
1936 Wyngate Dr,-93.635729,42.060669
2304 Jensen Ave,-93.6184361,42.0449378
1108 Johnson St,-93.625523,42.050162
219 Wilmoth Ave,-93.6618709,42.0244612
1013 Wilson Ave,-93.6186537,42.0317785
1803 Wilson Ave,-93.6189505,42.0402481
512 Stanton Ave,-93.6482447,42.0174179
3116 Diamond St,-93.6020152,41.9940223
811 Douglas Ave,-93.6126189,42.0294763
2425 Dalton Cir,-93.6420084,42.0545244
211 N Hazel Ave,-93.6271092,42.0245061
3121 Beckley St,-93.6546007,42.0607664
3424 Oakland St,-93.663969,42.027925
3913 Toronto St,-93.6713887,42.0358866
719 Kellogg Ave,-93.6141226,42.0286178
3128 Kingman Rd,-93.6587196,42.036383
1616 Amherst Dr,-93.6595315,42.0373036
3410 Emerald Dr,-93.6078311,41.9915205
1642 Johnson St,-93.6329027,42.0492515
538 Hayward Ave,-93.6513533,42.0162953
1422 Summit Ave,-93.6293203,42.0360588
3215 Tupelo Cir,-93.655555,42.052668
1115 Orchard Dr,-93.6281724,42.0333137
208 S Maple Ave,-93.6249268,42.0212461
2513 Pierce Ave,-93.6330611,42.04662039999999
3326 Sedwick St,-93.657769,42.0628278
4127 Toronto St,-93.6749014,42.0362343
5229 Nevada Cir,-93.6902828,42.0370999
1203 Wilson Ave,-93.6187922,42.0334546
812 Arizona Ave,-93.6766447,42.0300752
3909 Hoover Ave,-93.630077,42.059222
2709 Hampton St,-93.6458689,42.0461959
2602 Clayton Dr,-93.643513,42.0510786
307 S Hazel Ave,-93.6270641,42.02013549999999
723 Carroll Ave,-93.6090973,42.0288528
209 Hartford Dr,-93.6894042,42.0241422
723 Wilder Blvd,-93.6893725,42.0157105
3825 Ontario St,-93.6709001,42.034701
3320 Emerald Dr,-93.607936,41.992342
3003 Roxboro Dr,-93.6514325,42.058782
1112 Kennedy St,-93.626547,42.050369
517 Hayward Ave,-93.6520661,42.0169682
2312 Clayton Dr,-93.640149,42.0507142
406 Pearson Ave,-93.6421668,42.0189049
5011 Emerson Dr,-93.6851242,42.019952
4004 Toronto St,-93.6726432,42.0355725
2723 Hampton St,-93.6466014,42.046192
421 Hayward Ave,-93.6520661,42.018282
1111 Garner Cir,-93.6260746,42.05466089999999
2904 Roxboro Dr,-93.649761,42.05803
1904 Bel Air Dr,-93.6273412,42.04129710000001
604 Carroll Ave,-93.6084444,42.0272313
3834 Welbeck Dr,-93.643612,42.0596284
3320 Kingman Rd,-93.661809,42.03728900000001
5000 Emerson Dr,-93.6845695,42.0196607
3315 Polaris Dr,-93.6252038,42.0550745
5136 Emerson Dr,-93.6875416,42.0196814
3105 Roxboro Dr,-93.6534126,42.059028
3130 Sedwick St,-93.655571,42.0628397
5020 Emerson Dr,-93.685679,42.0194706
1117 Johnson St,-93.626086,42.049838
3218 Oakland St,-93.6613139,42.0279371
609 Shelley Ave,-93.6828853,42.0173769
922 Arizona Ave,-93.6755354,42.0308832
1430 Summit Ave,-93.6293995,42.0363267
507 Hayward Ave,-93.6520067,42.0172985
1712 Wilson Ave,-93.6182382,42.0397684
719 Douglas Ave,-93.612421,42.0286712
418 Stanton Ave,-93.6482846,42.0184598
1427 Summit Ave,-93.6298745,42.0360413
2408 Welbeck Dr,-93.6418302,42.057677
4626 Webster St,-93.6821919,42.0168002
2315 Sundown Dr,-93.647524,41.994588
3602 Farnham Dr,-93.6508638,42.05661629999999
1117 Kennedy St,-93.626748,42.0507909
3809 Phoenix St,-93.6702068,42.0303773
3714 S Duff Ave,-93.6096512,41.9889504
2403 Welbeck Dr,-93.6415531,42.0581105
3715 Emerald Dr,-93.6087016,41.9887095
2220 Jensen Ave,-93.6184163,42.0446101
3019 Beckley St,-93.6533334,42.0608066
1025 Gaskill Dr,-93.6431962,42.01276680000001
2910 Roxboro Dr,-93.6500113,42.05798739999999
3126 Burnham Dr,-93.6538681,42.0567773
909 Kellogg Ave,-93.6141622,42.0306255
1115 Hyland Ave,-93.6560231,42.0324513
1111 Orchard Dr,-93.6279745,42.0333972
925 Maxwell Ave,-93.6071585,42.03111570000001
2822 Oakland St,-93.6568185,42.0278676
2522 Pierce Ave,-93.6324871,42.0462716
113 E O'Neil Dr,-93.6100865,42.0404107
1317 Wilson Ave,-93.618812,42.0352502
1413 Wheeler St,-93.6298151,42.0535196
828 Burnett Ave,-93.615191,42.029975
4018 Ontario St,-93.6733563,42.0343136
3314 Clinton Ct,-93.63623280000002,42.0551708
1110 Johnson St,-93.625514,42.050096
1326 Barkley Ct,-93.6277843,42.0515273
1001 Kennedy St,-93.62493,42.050818
3211 Tupelo Cir,-93.655282,42.0525469
3825 Welbeck Dr,-93.6438495,42.0591576
4112 Toronto St,-93.6742675,42.0357524
5015 Emerson Dr,-93.685362,42.0199058
1034 Vermont Ct,-93.6818551,42.0320912
923 Maxwell Ave,-93.6069607,42.0309287
3403 Polaris Dr,-93.6250851,42.055503
120 McDonald Dr,-93.6706227,42.0239315
324 Wilder Blvd,-93.6913065,42.0201789
208 Hartford Dr,-93.68884930000002,42.02415999999999
2409 Welbeck Dr,-93.6418302,42.0581018
2912 Ontario St,-93.6581849,42.0342176
1128 Johnson St,-93.626046,42.04915099999999
2404 Clayton Dr,-93.6411272,42.0509122
3210 Tupelo Cir,-93.655669,42.0521
2022 Greeley St,-93.6404049,42.0195209
5027 Emerson Dr,-93.6859564,42.019964
411 Hartford Dr,-93.6894053,42.0258052
333 Pearson Ave,-93.6428201,42.0191354
107 S Maple Ave,-93.6254809,42.0225037
712 Wilder Blvd,-93.6886912,42.0161396
3039 Burnham Dr,-93.652738,42.057652
2438 Welbeck Dr,-93.6429389,42.0579894
5010 Ontario St,-93.686558,42.034071
1025 Vermont Ct,-93.682452,42.0316509
3807 Hoover Ave,-93.63007,42.05856300000001
2422 Dalton Cir,-93.6414042,42.054005
4410 Phoenix St,-93.6782296,42.02929049999999
4614 Webster St,-93.6816966,42.0167967
3732 Ontario St,-93.6693947,42.0342469
3015 Burnham Dr,-93.6519275,42.0579361
2026 Jensen Ave,-93.6177039,42.0430876
109 S Maple Ave,-93.6254413,42.022389
1215 Hyland Ave,-93.655995,42.03399719999999
2531 Pierce Ave,-93.63263700000002,42.046917
3517 Oakland St,-93.6658493,42.0285846
2306 Red Oak Dr,-93.6450176,41.99864059999999
2420 Welbeck Dr,-93.6423054,42.0577006
3416 Clinton Ct,-93.6361558,42.0559321
1311 Barkley Ct,-93.6274809,42.0519244
2625 Clayton Dr,-93.6445622,42.0514894
3021 Oakland St,-93.6591355,42.0283927
2510 Bristol Dr,-93.6428597,42.0469478
3115 Balsam Cir,-93.6576304,42.0524649
4203 Toronto St,-93.6759316,42.0363945
2506 Bristol Dr,-93.6426507,42.0470047
3044 Burnham Dr,-93.6525637,42.057121
2517 Clayton Dr,-93.6428597,42.0514661
3110 Kingman Rd,-93.6579473,42.0368518
1033 Gaskill Dr,-93.6431764,42.0125162
806 Arizona Ave,-93.6765259,42.02992440000001
2609 Clayton Dr,-93.6438297,42.0514547
3216 Tupelo Cir,-93.655905,42.052247
822 Carroll Ave,-93.608382,42.029713
818 Carroll Ave,-93.6085235,42.0295469
2717 Bristol Dr,-93.646368,42.047191
2713 Hampton St,-93.6460273,42.0461909
400 Pearson Ave,-93.6420282,42.0191218
1314 Barkley Ct,-93.6275299,42.051564
1316 Kinyon Cir,-93.6294193,42.0587063
2520 Clayton Dr,-93.6430576,42.0511123
112 Hartford Dr,-93.6888295,42.0232913
2717 Hampton St,-93.6463045,42.0461821
1327 Alabama Ln,-93.6726036,42.035342
3007 Diamond St,-93.601356,41.9957149
314 Patricia Dr,-93.6075542,41.9910265
1018 Vermont Ct,-93.6818353,42.0314544
2703 Bristol Dr,-93.6457897,42.0471639
5140 Emerson Dr,-93.687819,42.0195952
1119 Johnson St,-93.6261537,42.0497541
3012 Sedwick St,-93.653472,42.0628292
2606 Clayton Dr,-93.6437703,42.05108970000001
1310 Alabama Ln,-93.6717118,42.034908
2803 Bristol Dr,-93.6470534,42.047234
4004 Welbeck Dr,-93.6434131,42.06088219999999
3100 Diamond St,-93.6008481,41.994774
3715 Farnham Dr,-93.649997,42.057468
1006 Vermont Ct,-93.6818551,42.0310095
1115 Garner Cir,-93.6258962,42.0545804
621 Douglas Ave,-93.612421,42.0277827
3827 Phoenix St,-93.6710189,42.0303707
1909 Wyngate Dr,-93.6371189,42.0607992
1122 Johnson St,-93.625627,42.049513
718 Wilder Blvd,-93.6887304,42.0159338
3911 Welbeck Dr,-93.6440871,42.06054
1607 Pierce Cir,-93.6321041,42.047992
1912 Bel Air Dr,-93.62769740000002,42.0414018
5008 Emerson Dr,-93.6849657,42.01941619999999
704 Burnett Ave,-93.6151515,42.0280832
2705 Hoover Ave,-93.6305078,42.0481878
2818 Oakland St,-93.6566601,42.02787259999999
2421 Dalton Cir,-93.641627,42.054569
1303 Kinyon Cir,-93.628687,42.0591349
3309 Emerald Dr,-93.6086027,41.9927527
1424 Wilson Ave,-93.618258,42.0364265
112 Sandburg Ct,-93.6873434,42.0222378
4116 Welbeck Dr,-93.6439556,42.0619586
314 Hartford Dr,-93.6888097,42.0250112
