,PID,SalePrice,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,GarageFinish,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond
652,528390020,301500,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,262,36,0,0,0,Fin,Attchd,1994.0,Fin,2.0,691.0,TA,TA
653,531453140,144000,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,240,0,0,0,0,RFn,Attchd,1983.0,RFn,2.0,504.0,TA,Gd
654,905226110,145000,TA,TA,Mn,Rec,988.0,Unf,0.0,0.0,988.0,50,84,0,0,0,Unf,Basment,1960.0,Unf,2.0,626.0,TA,TA
655,531363080,139500,TA,TA,Mn,GLQ,24.0,Unf,0.0,1118.0,1142.0,4,50,0,0,0,,,,,0.0,0.0,,
656,527450520,100500,TA,TA,No,LwQ,483.0,Unf,0.0,0.0,483.0,411,0,0,0,0,Unf,Detchd,1975.0,Unf,1.0,352.0,TA,TA
657,534252040,144000,TA,TA,No,ALQ,457.0,Rec,374.0,193.0,1024.0,316,28,0,0,0,Unf,Detchd,1970.0,Unf,1.0,484.0,TA,TA
658,527453140,123000,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,0,27,0,0,0,RFn,Attchd,1975.0,RFn,2.0,440.0,TA,TA
659,531385020,189000,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,290,39,0,0,0,RFn,Attchd,2001.0,RFn,2.0,527.0,TA,TA
660,534151175,243500,Gd,TA,Mn,GLQ,1137.0,Unf,0.0,143.0,1280.0,224,32,0,0,0,Unf,Attchd,1993.0,Unf,2.0,660.0,TA,TA
661,914452060,145000,TA,TA,Mn,Unf,0.0,Unf,0.0,1664.0,1664.0,0,0,0,0,0,Unf,2Types,1978.0,Unf,2.0,616.0,TA,TA
662,535426130,135000,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,335,0,0,0,0,Unf,Attchd,1969.0,Unf,2.0,504.0,TA,TA
663,905200220,139000,TA,TA,No,LwQ,170.0,BLQ,670.0,252.0,1092.0,0,20,144,0,0,Unf,Attchd,1962.0,Unf,1.0,288.0,TA,TA
664,903425280,153575,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,0,0,0,0,259,Unf,Detchd,2003.0,Unf,1.0,384.0,TA,TA
665,527326130,175000,Gd,TA,Av,ALQ,767.0,LwQ,93.0,266.0,1126.0,180,0,0,0,0,RFn,Attchd,1977.0,RFn,2.0,540.0,TA,TA
666,902105110,132000,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,270,0,112,0,0,Unf,Detchd,1910.0,Unf,2.0,360.0,TA,Gd
667,528477050,310000,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,168,52,0,0,0,Fin,Attchd,2008.0,Fin,3.0,812.0,TA,TA
668,909282130,144800,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,1112.0,0,0,0,0,0,Unf,Attchd,1954.0,Unf,1.0,390.0,TA,TA
669,534402170,177500,TA,TA,No,ALQ,388.0,Unf,0.0,356.0,744.0,0,40,264,0,0,Fin,Attchd,1965.0,Fin,2.0,549.0,TA,TA
670,528228340,215000,Gd,TA,Gd,Unf,0.0,Unf,0.0,1273.0,1273.0,143,20,0,0,0,Fin,Attchd,2003.0,Fin,2.0,400.0,TA,TA
671,911128180,68400,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,30,0,164,0,0,RFn,Detchd,1980.0,RFn,2.0,528.0,TA,TA
672,527404020,128000,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,1180.0,0,45,0,0,0,RFn,Attchd,1970.0,RFn,2.0,477.0,TA,TA
673,908103350,125200,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,0,0,0,0,0,Unf,Detchd,1975.0,Unf,1.0,352.0,TA,TA
674,527126030,251000,Gd,TA,Av,GLQ,1196.0,Unf,0.0,298.0,1494.0,96,48,0,0,0,RFn,Attchd,2000.0,RFn,2.0,499.0,TA,TA
675,916475040,315000,Ex,TA,Av,GLQ,1260.0,Unf,0.0,578.0,1838.0,270,68,0,0,0,Fin,Attchd,2006.0,Fin,3.0,765.0,TA,TA
676,905452110,127000,TA,Fa,No,LwQ,192.0,Unf,0.0,564.0,756.0,0,0,0,0,0,Unf,Detchd,1947.0,Unf,1.0,209.0,Fa,TA
677,533208020,194000,Ex,Gd,No,GLQ,937.0,Unf,0.0,415.0,1352.0,0,241,0,0,0,RFn,Attchd,2006.0,RFn,2.0,466.0,TA,TA
678,902103120,103500,TA,TA,Mn,LwQ,633.0,Unf,0.0,339.0,972.0,0,28,169,0,0,Unf,Detchd,1920.0,Unf,2.0,324.0,Fa,TA
679,527359180,197500,TA,TA,No,ALQ,381.0,Unf,0.0,399.0,780.0,448,96,0,0,0,Unf,Attchd,1976.0,Unf,2.0,484.0,TA,TA
680,535475020,140000,TA,TA,No,BLQ,400.0,Unf,0.0,380.0,780.0,0,50,0,0,0,RFn,Attchd,1963.0,RFn,2.0,483.0,TA,TA
681,909129100,159434,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,0,0,56,0,0,Unf,Detchd,1968.0,Unf,1.0,281.0,TA,TA
682,923227100,140000,TA,TA,Av,Rec,119.0,BLQ,344.0,641.0,1104.0,160,0,0,0,0,RFn,Attchd,1969.0,RFn,1.0,336.0,TA,TA
683,528150090,378000,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,144,68,0,0,0,Fin,Attchd,2004.0,Fin,3.0,816.0,TA,TA
684,916252170,230000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,RFn,Attchd,1986.0,RFn,1.0,312.0,TA,TA
685,914475030,173000,Gd,TA,Av,GLQ,841.0,LwQ,116.0,0.0,957.0,302,39,0,0,120,RFn,Attchd,1977.0,RFn,2.0,541.0,TA,TA
686,923225240,127000,TA,TA,No,ALQ,548.0,Rec,173.0,36.0,757.0,104,26,0,0,0,RFn,Attchd,1977.0,RFn,1.0,336.0,TA,TA
687,527108060,309000,Gd,TA,Av,GLQ,60.0,Unf,0.0,1640.0,1700.0,237,38,0,0,115,Fin,Attchd,2006.0,Fin,3.0,773.0,TA,TA
688,528482090,340000,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,159,214,0,0,0,RFn,Attchd,2004.0,RFn,2.0,610.0,TA,TA
689,527358060,175000,Gd,TA,Av,ALQ,998.0,Unf,0.0,486.0,1484.0,224,0,0,0,180,Unf,Attchd,1971.0,Unf,2.0,487.0,TA,TA
690,903235100,68500,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,49,0,87,0,0,Unf,Detchd,1920.0,Unf,1.0,240.0,Fa,TA
691,903225040,135000,TA,TA,No,Rec,306.0,Unf,0.0,422.0,728.0,0,0,192,0,0,Unf,Detchd,1939.0,Unf,1.0,224.0,Fa,TA
692,905453080,308030,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,0,0,0,0,0,RFn,Attchd,2009.0,RFn,2.0,572.0,TA,TA
693,903227080,120000,TA,TA,No,Unf,0.0,Unf,0.0,862.0,862.0,0,0,112,0,0,RFn,BuiltIn,1929.0,RFn,1.0,208.0,TA,TA
694,908102140,123000,TA,TA,No,Rec,609.0,Unf,0.0,483.0,1092.0,259,0,0,0,161,Unf,Attchd,1966.0,Unf,1.0,264.0,TA,TA
695,534275060,141500,TA,TA,No,ALQ,734.0,Unf,0.0,160.0,894.0,0,0,0,360,0,Unf,Detchd,1988.0,Unf,2.0,396.0,TA,TA
696,907202080,136500,TA,TA,No,ALQ,646.0,Unf,0.0,218.0,864.0,0,0,0,0,0,Unf,Attchd,1978.0,Unf,1.0,336.0,TA,TA
697,532351090,125000,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,0,0,0,0,0,Unf,Detchd,1963.0,Unf,2.0,504.0,TA,TA
698,923226300,85500,TA,TA,No,BLQ,252.0,Unf,0.0,294.0,546.0,0,0,0,0,0,Unf,Attchd,1972.0,Unf,1.0,253.0,TA,TA
699,907180130,204000,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,144,29,0,0,0,RFn,Attchd,1999.0,RFn,2.0,577.0,TA,TA
700,907412040,186500,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1421.0,1445.0,0,35,0,0,0,Unf,Attchd,2004.0,Unf,2.0,470.0,TA,TA
701,535456100,109500,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,0,0,0,0,0,Unf,Attchd,1954.0,Unf,1.0,350.0,TA,TA
702,528172020,275000,Gd,TA,Av,GLQ,546.0,Unf,0.0,512.0,1058.0,179,60,0,0,0,Fin,BuiltIn,2003.0,Fin,2.0,736.0,TA,TA
703,907175080,226001,Gd,TA,Gd,GLQ,1308.0,Unf,0.0,110.0,1418.0,208,110,0,0,0,RFn,Attchd,1997.0,RFn,2.0,558.0,TA,TA
704,534427140,150750,TA,TA,No,Rec,405.0,Unf,0.0,658.0,1063.0,0,0,0,0,0,Unf,Detchd,1974.0,Unf,2.0,624.0,TA,TA
705,905200010,129000,TA,TA,No,Rec,216.0,ALQ,435.0,261.0,912.0,204,0,0,0,0,Unf,Detchd,1966.0,Unf,1.0,315.0,TA,TA
706,528228555,185485,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,100,16,0,0,0,Fin,Attchd,2007.0,Fin,2.0,388.0,TA,TA
707,905300020,144000,Gd,TA,Av,ALQ,704.0,Unf,0.0,160.0,864.0,143,0,0,0,0,Unf,2Types,1979.0,Unf,3.0,912.0,TA,TA
708,533253030,214000,Gd,TA,Gd,GLQ,1009.0,LwQ,182.0,44.0,1235.0,133,78,0,0,0,Fin,Attchd,1980.0,Fin,2.0,484.0,TA,TA
709,923228250,75000,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,0,0,0,0,0,Unf,Attchd,1970.0,Unf,1.0,286.0,TA,TA
710,534128100,162000,TA,Gd,No,BLQ,593.0,Unf,0.0,130.0,723.0,294,116,0,0,0,Unf,Attchd,1972.0,Unf,2.0,497.0,TA,TA
711,908103090,110000,TA,TA,No,BLQ,132.0,LwQ,841.0,115.0,1088.0,0,0,0,0,0,Unf,Detchd,2002.0,Unf,2.0,520.0,TA,TA
712,531369010,193000,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,146,91,0,0,0,RFn,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA
713,535426350,148000,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,36,82,0,0,0,Unf,CarPort,1960.0,Unf,1.0,401.0,TA,TA
714,527210050,356383,Ex,Gd,Gd,GLQ,205.0,Unf,0.0,889.0,1094.0,246,39,0,0,0,Fin,BuiltIn,2006.0,Fin,3.0,675.0,TA,TA
715,923225190,104500,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,141,0,0,0,0,RFn,BuiltIn,1977.0,RFn,1.0,336.0,TA,TA
716,923228210,79500,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,0,34,0,0,0,,,,,0.0,0.0,,
717,902401090,93500,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,0,130,256,0,0,,,,,0.0,0.0,,
718,528174080,185850,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,192,36,0,0,0,RFn,Attchd,2005.0,RFn,2.0,484.0,TA,TA
719,910200040,115000,TA,TA,No,Unf,0.0,Unf,0.0,793.0,793.0,0,0,144,0,0,,,,,0.0,0.0,,
720,528294060,185900,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,0,103,0,0,0,Fin,BuiltIn,1999.0,Fin,2.0,450.0,TA,TA
721,902128150,155000,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,884.0,0,0,126,0,0,Unf,Detchd,1940.0,Unf,2.0,828.0,TA,TA
722,535451010,116000,TA,TA,Av,Unf,0.0,Unf,0.0,105.0,105.0,196,0,150,0,0,Unf,Attchd,1953.0,Unf,2.0,414.0,TA,TA
723,533221060,177000,Gd,TA,No,GLQ,417.0,Unf,0.0,339.0,756.0,0,32,0,0,0,Unf,Detchd,2000.0,Unf,2.0,440.0,TA,TA
724,535175050,155000,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,0,0,0,0,234,Unf,Attchd,1958.0,Unf,1.0,297.0,TA,TA
725,909451100,137000,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,561.0,176,0,0,0,0,Fin,Attchd,1980.0,Fin,2.0,462.0,TA,TA
726,905104210,125000,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,912.0,0,0,0,0,0,Unf,Detchd,1974.0,Unf,1.0,336.0,TA,TA
727,907275080,228000,Gd,TA,Gd,BLQ,408.0,GLQ,465.0,683.0,1556.0,120,35,0,0,0,Fin,Attchd,1994.0,Fin,2.0,484.0,TA,TA
728,907285080,210000,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,144,133,0,0,0,Unf,Attchd,1994.0,Unf,2.0,493.0,TA,TA
729,907285050,191000,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,0,120,0,0,0,RFn,Attchd,1996.0,RFn,2.0,512.0,TA,TA
730,528118040,418000,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,282,55,0,0,0,Fin,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA
731,907255050,275000,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753.0,1753.0,198,150,0,0,0,RFn,Attchd,2001.0,RFn,3.0,748.0,TA,TA
732,905105190,130000,TA,TA,No,ALQ,450.0,Unf,0.0,414.0,864.0,64,0,0,0,0,Fin,Attchd,1967.0,Fin,1.0,288.0,TA,TA
733,923201100,139500,TA,TA,No,ALQ,532.0,Unf,0.0,476.0,1008.0,144,0,0,0,0,Unf,Attchd,1968.0,Unf,1.0,384.0,TA,TA
734,528120030,335000,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,1739.0,168,45,0,0,0,RFn,Attchd,2008.0,RFn,3.0,927.0,TA,TA
735,907135170,138000,Gd,Gd,No,ALQ,746.0,Unf,0.0,244.0,990.0,0,64,0,0,0,Unf,Detchd,2000.0,Unf,2.0,480.0,TA,TA
736,535478010,134500,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,150,72,0,0,0,Unf,Attchd,1962.0,Unf,1.0,300.0,TA,TA
737,535180120,133000,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,0,0,0,0,0,RFn,Attchd,1956.0,RFn,1.0,384.0,TA,TA
738,534426110,124500,TA,TA,No,ALQ,991.0,Unf,0.0,50.0,1041.0,224,88,0,0,0,RFn,Attchd,1959.0,RFn,1.0,270.0,TA,TA
739,535403150,159500,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,0,0,192,0,0,Fin,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA
740,531376010,173000,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,138,45,0,0,0,RFn,Attchd,2004.0,RFn,2.0,520.0,TA,TA
741,911102170,40000,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,0,54,172,0,0,Unf,Detchd,1920.0,Unf,1.0,250.0,TA,Fa
742,905475520,80000,,,,,0.0,,0.0,0.0,0.0,0,0,60,0,0,Unf,Detchd,1958.0,Unf,1.0,308.0,TA,TA
743,907175030,235000,Gd,TA,Av,GLQ,1400.0,Unf,0.0,125.0,1525.0,219,36,0,0,0,RFn,Attchd,2000.0,RFn,2.0,541.0,TA,TA
744,527212050,325000,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,144,39,0,0,0,Fin,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA
745,902201110,129500,TA,TA,No,BLQ,384.0,Unf,0.0,384.0,768.0,0,12,0,0,0,Unf,Detchd,1950.0,Unf,1.0,308.0,TA,TA
746,906201030,178000,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,192,46,0,0,0,Fin,Attchd,1985.0,Fin,2.0,476.0,TA,TA
747,535325130,127000,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301.0,0,0,0,0,0,Unf,Detchd,1993.0,Unf,2.0,684.0,TA,TA
748,533213040,172500,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,0,24,0,0,0,Unf,Detchd,1999.0,Unf,2.0,440.0,TA,TA
749,527352150,154000,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,192,192,0,0,0,RFn,Attchd,1978.0,RFn,2.0,529.0,TA,TA
750,903226060,164900,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,0,11,0,0,0,Unf,Detchd,1940.0,Unf,1.0,240.0,TA,TA
751,923227080,160000,TA,TA,No,BLQ,594.0,Unf,0.0,594.0,1188.0,0,16,0,0,0,Unf,Attchd,1969.0,Unf,2.0,504.0,TA,TA
752,907252060,254750,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,192,132,0,0,0,RFn,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA
753,528102010,315000,Ex,TA,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,194,45,0,0,0,Fin,Attchd,2004.0,Fin,3.0,770.0,TA,TA
754,533208040,199900,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,0,116,0,0,0,Fin,Attchd,2007.0,Fin,2.0,569.0,TA,TA
755,534128090,185000,TA,TA,No,BLQ,346.0,Unf,0.0,778.0,1124.0,202,0,0,0,256,RFn,Attchd,1972.0,RFn,2.0,515.0,TA,TA
756,908103260,165000,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,224,0,0,0,0,RFn,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA
757,903231180,132000,TA,TA,No,Rec,48.0,Unf,0.0,624.0,672.0,0,0,0,0,0,Unf,Detchd,1939.0,Unf,1.0,280.0,TA,TA
758,533206050,196000,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,156,158,0,0,0,RFn,Attchd,2004.0,RFn,2.0,530.0,TA,TA
759,535403280,153000,TA,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,0,0,0,0,0,Unf,Detchd,1968.0,Unf,1.0,756.0,TA,TA
760,907192030,195000,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,144,68,0,0,0,RFn,Attchd,2002.0,RFn,2.0,493.0,TA,TA
761,914465060,271000,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,150,59,0,0,0,RFn,Attchd,2002.0,RFn,3.0,857.0,TA,TA
762,903228120,119000,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,0,0,105,0,0,Unf,Detchd,1926.0,Unf,1.0,180.0,TA,TA
763,903229040,119900,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,0,0,0,0,271,Unf,Detchd,1939.0,Unf,2.0,410.0,TA,TA
764,535101120,124000,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,0,152,0,0,0,Unf,Detchd,1967.0,Unf,3.0,792.0,TA,TA
765,527180040,171500,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,192,0,0,0,0,Unf,Attchd,1990.0,Unf,2.0,506.0,TA,TA
766,902110080,135000,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,0,0,126,0,0,Unf,Detchd,1947.0,Unf,1.0,240.0,TA,TA
767,902405120,119000,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,0,0,176,0,0,Unf,Detchd,1920.0,Unf,1.0,207.0,Fa,TA
768,924100070,170000,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,195.0,1389.0,240,38,0,0,0,RFn,Attchd,1975.0,RFn,2.0,418.0,TA,TA
769,903454020,72000,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,0,0,0,0,0,,,,,0.0,0.0,,
770,527110120,169000,Gd,TA,Av,Unf,0.0,Unf,0.0,916.0,916.0,100,38,0,0,0,Fin,Attchd,1997.0,Fin,2.0,460.0,TA,TA
771,902136110,95000,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,0,165,30,0,0,,,,,0.0,0.0,,
772,907130060,177500,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322.0,1200.0,0,26,0,0,0,RFn,Attchd,1995.0,RFn,2.0,521.0,TA,TA
773,526350040,105000,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,140,0,0,0,120,Unf,Attchd,1961.0,Unf,1.0,730.0,TA,TA
774,535352090,113000,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,0,0,0,0,0,Unf,Detchd,1945.0,Unf,1.0,240.0,TA,TA
775,907295100,185000,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,160,67,0,0,0,Unf,Attchd,1998.0,Unf,3.0,721.0,TA,TA
776,528431060,245000,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,144,99,0,0,0,RFn,Attchd,2007.0,RFn,3.0,758.0,TA,TA
777,535126040,190000,TA,TA,No,ALQ,247.0,Rec,713.0,557.0,1517.0,0,0,0,0,0,Fin,Attchd,1966.0,Fin,2.0,578.0,TA,TA
778,534477110,140000,TA,TA,No,BLQ,120.0,Unf,0.0,736.0,856.0,0,0,0,0,0,Unf,Attchd,1950.0,Unf,1.0,271.0,TA,TA
779,528222010,258000,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,120,46,0,0,0,Fin,BuiltIn,2004.0,Fin,3.0,632.0,TA,TA
780,923203010,140000,Ex,TA,Av,Rec,16.0,GLQ,904.0,0.0,920.0,0,40,0,0,0,Fin,Attchd,1996.0,Fin,2.0,460.0,TA,TA
781,535154060,176000,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,0,0,203,0,0,Unf,Attchd,1960.0,Unf,2.0,441.0,TA,TA
782,533125120,334000,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,177,208,186,0,0,RFn,Attchd,1992.0,RFn,3.0,888.0,TA,TA
783,902301150,114000,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,0,0,139,0,0,Unf,Detchd,1961.0,Unf,1.0,308.0,TA,TA
784,533250160,324000,Gd,TA,Gd,GLQ,1619.0,Unf,0.0,100.0,1719.0,122,30,0,0,0,Fin,Attchd,1993.0,Fin,2.0,473.0,TA,TA
785,528106010,342643,Ex,Gd,Av,Unf,0.0,Unf,0.0,1249.0,1249.0,240,154,0,0,0,RFn,Attchd,2006.0,RFn,3.0,840.0,TA,TA
786,532376040,129000,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,168,0,0,0,0,RFn,Attchd,1961.0,RFn,2.0,544.0,TA,TA
787,535151130,132500,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,0,18,0,0,0,Unf,Attchd,1962.0,Unf,2.0,540.0,TA,TA
788,528240070,216500,Gd,TA,No,GLQ,625.0,Unf,0.0,235.0,860.0,288,48,0,0,0,Fin,BuiltIn,2002.0,Fin,2.0,440.0,TA,TA
789,527184020,182000,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,1166.0,0,108,0,0,135,RFn,Attchd,1988.0,RFn,2.0,480.0,TA,TA
790,907135230,156000,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,224,0,0,0,0,Unf,Attchd,1996.0,Unf,2.0,576.0,TA,TA
791,527402150,143250,TA,TA,No,ALQ,282.0,LwQ,35.0,664.0,981.0,0,312,40,0,0,Unf,Detchd,1979.0,Unf,2.0,576.0,TA,TA
792,532378070,137000,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,180,0,0,0,0,Unf,Attchd,1965.0,Unf,1.0,288.0,TA,TA
793,910201020,87000,TA,TA,Av,BLQ,116.0,Unf,0.0,604.0,720.0,0,0,244,0,0,Unf,Detchd,1941.0,Unf,2.0,360.0,TA,TA
794,905103060,121500,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,1392.0,0,0,0,0,95,Unf,Detchd,1957.0,Unf,2.0,528.0,TA,TA
795,923228110,80000,Gd,TA,Av,GLQ,509.0,Unf,0.0,121.0,630.0,0,0,0,0,0,Unf,Attchd,1970.0,Unf,1.0,286.0,TA,TA
796,904100170,131000,,,,,0.0,,0.0,0.0,0.0,0,0,225,0,0,RFn,Attchd,1950.0,RFn,2.0,394.0,TA,TA
797,533242090,301000,Ex,TA,No,GLQ,964.0,Unf,0.0,90.0,1054.0,0,48,0,0,180,Unf,Detchd,2003.0,Unf,2.0,552.0,TA,TA
798,528456180,252678,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,168,108,0,0,0,RFn,Attchd,2009.0,RFn,2.0,644.0,TA,TA
799,907285100,237000,Gd,Gd,Av,GLQ,685.0,Unf,0.0,245.0,930.0,275,170,0,0,0,RFn,Attchd,1995.0,RFn,2.0,610.0,TA,TA
800,535104020,163000,TA,TA,No,ALQ,288.0,Rec,374.0,700.0,1362.0,0,20,0,0,0,Unf,Attchd,1961.0,Unf,2.0,504.0,TA,TA
801,528439040,260000,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,1538.0,146,40,0,0,0,RFn,Attchd,2005.0,RFn,2.0,484.0,TA,TA
802,908225320,113000,TA,Fa,No,LwQ,94.0,Unf,0.0,641.0,735.0,0,140,0,0,0,Unf,Detchd,1949.0,Unf,1.0,220.0,TA,TA
803,527216070,538000,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,503,36,0,0,210,Fin,BuiltIn,2003.0,Fin,3.0,841.0,TA,TA
804,527451290,85400,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,0,0,0,0,0,Unf,Detchd,1971.0,Unf,1.0,264.0,TA,TA
805,907410050,213500,Gd,TA,Av,Unf,0.0,Unf,0.0,939.0,939.0,144,53,0,0,0,RFn,Attchd,2006.0,RFn,2.0,639.0,TA,TA
806,909254050,231000,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,85,16,41,0,0,Unf,Detchd,1925.0,Unf,1.0,180.0,TA,TA
807,531373060,192500,Gd,TA,Av,Unf,0.0,Unf,0.0,835.0,835.0,168,68,0,0,0,RFn,Attchd,2003.0,RFn,2.0,478.0,TA,TA
808,534451130,79900,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,0,0,32,0,0,Unf,Detchd,1953.0,Unf,2.0,528.0,TA,TA
809,902206220,129000,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,0,100,126,0,0,Unf,Detchd,1948.0,Unf,1.0,240.0,TA,TA
810,527164020,166000,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,0,21,0,0,0,Unf,Attchd,1993.0,Unf,2.0,430.0,TA,TA
811,527107130,189000,Gd,TA,No,GLQ,284.0,Unf,0.0,100.0,384.0,48,72,0,0,0,Fin,BuiltIn,1996.0,Fin,2.0,390.0,TA,TA
812,923225200,129500,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,92,26,0,0,0,Unf,Attchd,1976.0,Unf,1.0,336.0,TA,TA
813,909251030,136500,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,0,0,64,0,0,Unf,Detchd,1973.0,Unf,1.0,352.0,TA,TA
