PID,GrLivArea,SalePrice,maybe_MSZoning,LotFrontage,LotArea,Street_paved,Alley,maybe_LotShape,LandContour,Utilities,LandSlope,Neighborhood,BldgType,OverallQual,maybe_OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,maybe_MasVnrType,MasVnrArea,ExterQual,maybe_ExterCond,Foundation,maybe_BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC_nom,CentralAir,Electrical,1stFlrSF,2ndFlrSF,maybe_LowQualFinSF,BsmtFullBath,maybe_BsmtHalfBath,FullBath,maybe_HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,maybe_GarageQual,maybe_GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,maybe_EnclosedPorch,maybe_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_log,HeatingQC_ord,LotShape_com,MSZoning_com,LF_Near_NS_RR,LF_Near_Positive_Feature,LF_Adjacent_Arterial_St,LF_Near_EW_RR,LF_Adjacent_Feeder_St,LF_Near_Postive_Feature,Heating_com,Electrical_com,LotConfig_com,LotFrontage_log,LotArea_log,BsmtCond_ord,BsmtQual_ord,BsmtExposure_ord,BSMT_GLQ,maybe_BSMT_ALQ,maybe_BSMT_BLQ,maybe_BSMT_LwQ,BSMT_Rec,GarageType_con,MS_coded,number_floors,attic,PUD,Functional_ord,1stFlrSF_log,2ndFlrSF_log,GrLivArea_log,sold_datetime
916326090,2279,257000,RL,149.0,19958,Pave,No alley access,Reg,Level,EGWS,Gentle,Timber,1Fam,6,8,1958,1995,Hip,Standard (Composite) Shingle,Brick Face,1224.0,3,4,CBlock,585.0,585.0,GasA,Gd,Y,SBrkr,2279,0,0,0.0,0.0,2,1,4,1,4,7,1,4,1958.0,RFn,2.0,461.0,TA,TA,Paved,274,0,0,0,138,0,,Good Privacy,Nothing,0,7,2007,WD ,Normal,5.409933123331294,4,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),2.173186268412274,4.300117018289869,3,3,1,0.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.3577443251803754,0.0,3.3577443251803754,2007-07-01
909101140,1604,117000,RL,60.0,10998,Pave,Gravel,Reg,Level,EGWS,Gentle,Edwards,1Fam,5,5,1941,1960,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,156.0,984.0,GasA,Ex,Y,SBrkr,984,620,0,0.0,0.0,2,0,3,1,3,6,0,0,1977.0,Unf,2.0,660.0,TA,TA,Paved,0,68,0,0,0,0,,No Fence,Nothing,0,7,2009,WD ,Normal,5.068185861746161,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.7781512503836436,4.0413137153458605,3,3,1,0.0,0.0,420.0,408.0,0.0,Detchd,1.5-Story,1,Finished,0,5,2.9929950984313414,2.79309160017658,3.2052043639481447,2009-07-01
907260050,1932,213000,RL,70.0,8749,Pave,No alley access,Reg,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2003,2003,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,325.0,979.0,GasA,Ex,Y,SBrkr,992,940,0,1.0,0.0,2,1,3,1,4,7,1,4,2003.0,RFn,2.0,610.0,TA,TA,Paved,0,120,0,0,0,0,,No Fence,Nothing,0,6,2007,WD ,Normal,5.328379603438738,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.845098040014257,3.9419584165308135,3,4,1,654.0,0.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.9965116721541785,2.973589623427257,3.2860071220794747,2007-06-01
907131090,1661,212000,RL,43.0,10667,Pave,No alley access,IR2,Level,EGWS,Gentle,CollgCr,1Fam,7,6,1996,1996,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1.0,0.0,2,1,3,1,4,6,1,3,1996.0,RFn,2.0,550.0,TA,TA,Paved,158,61,0,0,0,0,,No Fence,Nothing,0,4,2009,ConLw,Normal,5.326335860928752,5,Irregular,"Residential, low-density",0,1,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Cul-de-sac lot,1.6334684555795864,4.028042295090749,3,4,3,385.0,344.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.9175055095525466,2.921686475483602,3.2203696324513946,2009-04-01
903206160,1827,202500,RL,69.0,11737,Pave,No alley access,IR1,Banked (rise from street level to building),EGWS,Gentle,BrkSide,1Fam,6,7,1924,1996,Gabrel Barn,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,848.0,848.0,GasW,TA,N,SBrkr,1017,810,0,0.0,0.0,1,0,2,1,3,9,1,4,1943.0,Unf,1.0,240.0,Fa,TA,Paved,27,36,42,0,0,0,,Good Privacy,Nothing,0,5,2006,WD ,Normal,5.306425027550687,3,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered water/steam heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8388490907372552,4.069557104582695,3,3,1,0.0,0.0,0.0,0.0,0.0,Detchd,2-Story,2,No attic,0,7,3.0073209529227447,2.909020854211156,3.2617385473525378,2006-05-01
528222020,1492,185101,RL,75.0,9073,Pave,No alley access,IR1,Level,EGWS,Gentle,Gilbert,1Fam,7,5,2006,2006,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,738.0,738.0,GasA,Ex,Y,SBrkr,738,754,0,0.0,0.0,2,1,3,1,4,8,0,0,2006.0,Fin,2.0,440.0,TA,TA,Paved,100,32,0,0,0,0,,No Fence,Nothing,0,10,2006,New,Partial,5.267408765016053,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8750612633917,3.9577509108772793,3,4,1,0.0,0.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.8680563618230415,2.8779469516291885,3.17376882313665,2006-10-01
526352090,1277,167000,RL,85.0,10628,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,1Fam,7,5,1970,1970,Flat,Gravel & Tar,None,0.0,3,4,CBlock,499.0,1277.0,GasA,TA,Y,SBrkr,1277,0,0,1.0,0.0,1,0,2,1,3,5,1,1,1970.0,Unf,2.0,526.0,TA,TA,Paved,0,0,0,0,176,0,,Good Wood,Nothing,0,4,2007,WD ,Normal,5.222716471147583,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.9294189257142926,4.02645154573824,4,3,4,778.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.1061908972634154,0.0,3.1061908972634154,2007-04-01
534201280,1052,138500,RL,70.0,8400,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,1Fam,5,5,1968,1968,Hip,Standard (Composite) Shingle,Brick Face,168.0,3,3,CBlock,36.0,1052.0,GasA,Gd,Y,SBrkr,1052,0,0,1.0,0.0,1,1,3,1,3,5,0,0,1968.0,RFn,1.0,288.0,TA,TA,Paved,356,0,0,0,0,0,,Good Wood,Nothing,0,11,2006,WD ,Normal,5.141449773400467,4,Regular,"Residential, low-density",0,0,0,0,1,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.845098040014257,3.9242792860618816,3,3,3,0.0,0.0,1016.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.02201573981772,0.0,3.02201573981772,2006-11-01
908102330,1220,102000,RL,67.0,8877,Pave,No alley access,Reg,Level,EGWS,Gentle,Edwards,1Fam,4,5,1951,1951,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,0.0,836.0,GasA,TA,Y,FuseF,1220,0,0,0.0,0.0,1,0,2,1,3,6,0,0,1951.0,Unf,2.0,396.0,TA,TA,Paved,0,0,0,0,0,0,,No Fence,Nothing,0,4,2006,COD,Normal,5.008600171761918,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"60 Amp fuse box, Romex or older wiring",Inside lot (1 side frontage),1.8260748027008264,3.9482662198802956,2,2,1,0.0,0.0,0.0,836.0,0.0,Detchd,1-Story,1,No attic,0,7,3.0863598306747484,0.0,3.0863598306747484,2006-04-01
906385010,1226,198900,RL,94.0,10402,Pave,No alley access,IR1,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2009,2009,Gable,Standard (Composite) Shingle,None,0.0,3,3,PConc,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226,0,0,0.0,0.0,2,0,3,1,4,6,0,0,2009.0,RFn,3.0,740.0,TA,TA,Paved,0,36,0,0,0,0,,No Fence,Nothing,0,5,2010,WD ,Normal,5.298634783124435,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.9731278535996986,4.017116849438813,3,4,1,0.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.0884904701823963,0.0,3.0884904701823963,2010-05-01
534276230,1712,145000,RL,70.0,8393,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,Duplex,5,5,1959,2005,Gable,Standard (Composite) Shingle,Brick Face,122.0,3,3,CBlock,1098.0,1626.0,GasA,Ex,Y,SBrkr,1712,0,0,0.0,0.0,2,0,4,2,3,8,0,0,2005.0,Fin,2.0,588.0,TA,TA,Paved,272,54,0,0,0,0,,No Fence,Nothing,0,6,2006,WD ,Family,5.161368002234975,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.845098040014257,3.9239172231131056,3,3,1,0.0,0.0,0.0,528.0,0.0,Attchd,Duplex,1,No attic,0,7,3.2335037603411343,0.0,3.2335037603411343,2006-06-01
906420020,1915,220000,RL,80.0,10041,Pave,No alley access,IR1,Level,EGWS,Gentle,SawyerW,1Fam,8,5,1992,1992,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,119.0,908.0,GasA,Ex,Y,SBrkr,927,988,0,1.0,0.0,2,1,3,1,4,8,1,3,1992.0,Fin,2.0,506.0,TA,TA,Paved,120,150,0,0,0,0,,No Fence,Nothing,0,2,2006,WD ,Abnorml,5.342422680822207,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.9030899869919435,4.00177696707744,3,4,2,789.0,0.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.967079734144497,2.9951962915971793,3.2821687783046416,2006-02-01
527404120,882,126000,RL,70.0,8400,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,1Fam,4,5,1970,1970,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,0.0,882.0,GasA,TA,Y,SBrkr,882,0,0,1.0,0.0,1,0,2,1,3,4,0,0,1970.0,Fin,2.0,525.0,TA,TA,Paved,240,0,0,0,0,0,,Minimum Privacy,Nothing,0,4,2010,WD ,Normal,5.1003705451175625,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.845098040014257,3.9242792860618816,3,3,1,0.0,804.0,0.0,0.0,78.0,Attchd,1-Story,1,No attic,0,7,2.94546858513182,0.0,2.94546858513182,2010-04-01
907192010,1861,200000,RL,95.0,13450,Pave,No alley access,IR1,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2002,2002,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,216.0,916.0,GasA,Ex,Y,SBrkr,920,941,0,1.0,0.0,2,1,3,1,4,8,0,0,2002.0,RFn,2.0,492.0,TA,TA,Paved,146,91,0,0,0,0,,No Fence,Nothing,0,6,2006,WD ,Normal,5.301029995663981,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.9777236052888478,4.128722284338426,3,4,1,700.0,0.0,0.0,0.0,0.0,BuiltIn,2-Story,2,No attic,0,7,2.963787827345555,2.9740509027928774,3.269746373130767,2006-06-01
527131030,1659,278000,RL,40.0,5664,Pave,No alley access,IR1,Level,EGWS,Gentle,StoneBr,TwnhsE,8,5,2000,2000,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,343.0,1501.0,GasA,Ex,Y,SBrkr,1659,0,0,1.0,0.0,2,0,2,1,5,5,1,5,2000.0,Fin,2.0,499.0,TA,TA,Paved,212,59,0,0,0,0,,No Fence,Nothing,0,10,2009,WD ,Normal,5.444044795918076,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.6020599913279623,3.7531232446817127,3,4,1,1158.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,1,7,3.219846386024361,0.0,3.219846386024361,2009-10-01
527452290,1387,145000,RL,65.0,7514,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,1Fam,5,7,1967,1975,Hip,Standard (Composite) Shingle,None,0.0,3,3,CBlock,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,0,1.0,0.0,1,0,3,1,3,6,1,3,1974.0,RFn,1.0,300.0,TA,TA,Paved,0,0,240,0,0,0,,No Fence,Nothing,0,9,2006,WD ,Normal,5.161368002234975,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8129133566428555,3.875871190727366,3,3,2,0.0,373.0,0.0,0.0,108.0,Attchd,1-Story,1,No attic,0,7,3.1420764610732848,0.0,3.1420764610732848,2006-09-01
907250030,1978,318000,RL,80.0,10389,Pave,No alley access,Reg,Level,EGWS,Gentle,CollgCr,1Fam,8,5,2003,2003,Hip,Standard (Composite) Shingle,Brick Face,320.0,4,3,PConc,296.0,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1.0,0.0,2,1,3,1,4,8,1,4,2003.0,RFn,3.0,850.0,TA,TA,Paved,188,25,0,0,0,0,,No Fence,Nothing,0,5,2010,WD ,Normal,5.502427119984433,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.9030899869919435,4.016573746269123,3,4,1,1682.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.2962262872611605,0.0,3.2962262872611605,2010-05-01
909251040,1298,146500,RL,51.0,6821,Pave,No alley access,Reg,Hillside (downward slope on both sides),EGWS,Gentle,Crawfor,1Fam,6,7,1921,2005,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,538.0,651.0,GasA,Gd,Y,SBrkr,759,539,0,0.0,0.0,2,0,2,1,3,8,1,4,1994.0,Unf,1.0,240.0,TA,TA,Partial Pavement,216,0,168,0,0,0,,No Fence,Nothing,0,8,2007,WD ,Normal,5.165837624690128,4,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.7075701760979363,3.833848049531148,3,3,1,0.0,0.0,113.0,0.0,0.0,Detchd,1.5-Story,1,Finished,0,7,2.88024177589548,2.7323937598229686,3.1132746924643504,2007-08-01
535377100,720,86900,RL,60.0,7008,Pave,No alley access,Reg,Level,EGWS,Gentle,OldTown,1Fam,4,8,1900,1998,Gable,Standard (Composite) Shingle,None,0.0,3,4,BrkTil,448.0,448.0,GasA,Ex,Y,SBrkr,448,272,0,0.0,0.0,1,0,1,1,2,5,0,0,1900.0,Unf,1.0,280.0,Fa,TA,Paved,0,0,70,0,0,0,,No Fence,Nothing,0,3,2006,WD ,Normal,4.939019776448666,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.7781512503836436,3.8455940931600243,2,2,1,0.0,0.0,0.0,0.0,0.0,Attchd,1.5-Story,1,Finished,0,7,2.651278013998144,2.436162647040756,2.8573324964312685,2006-03-01
528174050,1358,213000,RL,47.0,6904,Pave,No alley access,IR1,Level,EGWS,Gentle,NridgHt,TwnhsE,6,5,2005,2005,Gable,Standard (Composite) Shingle,Stone,240.0,4,3,PConc,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,0.0,0.0,2,0,2,1,4,6,1,4,2005.0,RFn,2.0,484.0,TA,TA,Paved,192,36,0,0,0,0,,No Fence,Nothing,0,8,2009,WD ,Normal,5.328379603438738,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.6720978579357175,3.839100782707153,3,4,3,0.0,836.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,1,7,3.132899769944483,0.0,3.132899769944483,2009-08-01
533128090,1624,262000,RL,89.0,12461,Pave,No alley access,Reg,Level,EGWS,Gentle,NoRidge,1Fam,8,5,1994,1995,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,168.0,1624.0,GasA,Ex,Y,SBrkr,1624,0,0,1.0,0.0,2,0,2,1,4,5,1,2,1994.0,RFn,3.0,757.0,TA,TA,Paved,0,114,192,0,0,0,,Good Privacy,Nothing,0,7,2006,WD ,Normal,5.418301291319746,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.9493900066449128,4.095552896019402,3,4,1,1456.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.2105860249051563,0.0,3.2105860249051563,2006-07-01
533250110,1239,217500,RL,22.0,11064,Pave,No alley access,IR2,Level,EGWS,Gentle,Veenker,TwnhsE,8,5,1995,1995,Hip,Standard (Composite) Shingle,None,0.0,4,3,PConc,0.0,1230.0,GasA,Ex,Y,SBrkr,1239,0,0,1.0,0.0,1,1,1,1,4,4,1,2,1995.0,Fin,2.0,477.0,TA,TA,Paved,172,24,0,0,0,0,,No Fence,Nothing,0,8,2008,WD ,Normal,5.337459261290656,5,Irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Cul-de-sac lot,1.3424226808222062,4.043912167101254,3,4,4,670.0,0.0,0.0,560.0,0.0,Attchd,1-Story,1,No attic,1,7,3.0930713063760633,0.0,3.0930713063760633,2008-08-01
908186040,1072,148000,RM,35.0,3675,Pave,No alley access,Reg,Level,EGWS,Gentle,Edwards,TwnhsE,6,5,2005,2005,Gable,Standard (Composite) Shingle,Brick Face,80.0,3,3,PConc,88.0,547.0,GasA,Ex,Y,SBrkr,1072,0,0,1.0,0.0,1,0,2,1,3,5,0,0,2005.0,RFn,2.0,525.0,TA,TA,Paved,0,28,0,0,0,0,,No Fence,Nothing,0,6,2008,WD ,Normal,5.1702617153949575,5,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.5440680443502757,3.5652573434202135,3,4,4,459.0,0.0,0.0,0.0,0.0,Detchd,SplitMulti,2,No attic,1,7,3.030194785356751,0.0,3.030194785356751,2008-06-01
903231050,884,113000,RM,51.0,6120,Pave,No alley access,Reg,Level,EGWS,Gentle,BrkSide,1Fam,5,7,1939,1950,Gable,Standard (Composite) Shingle,None,0.0,4,3,BrkTil,884.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,0.0,0.0,1,0,2,1,3,5,0,0,1939.0,Unf,1.0,240.0,TA,TA,Paved,0,0,136,0,0,0,,Minimum Privacy,Nothing,0,7,2007,WD ,Normal,5.05307844348342,5,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.7075701760979363,3.7867514221455614,3,3,1,0.0,0.0,0.0,0.0,0.0,Detchd,1.5-Story,1,Unfinished,0,7,2.946452265013073,0.0,2.946452265013073,2007-07-01
908152110,1398,160500,RL,72.0,7200,Pave,No alley access,Reg,Level,EGWS,Gentle,Edwards,1Fam,6,7,1976,2001,Hip,Standard (Composite) Shingle,None,0.0,3,3,CBlock,396.0,684.0,GasA,TA,Y,SBrkr,684,714,0,0.0,0.0,1,1,3,1,3,6,1,3,1976.0,Fin,2.0,440.0,TA,TA,Paved,0,0,0,0,0,0,,Minimum Privacy,Nothing,0,2,2008,WD ,Normal,5.205475036740891,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8573324964312685,3.8573324964312685,3,3,3,0.0,288.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.835056101720116,2.8543060418010806,3.1455071714096627,2008-02-01
535476110,941,145000,RL,75.0,8604,Pave,No alley access,IR1,Level,EGWS,Gentle,NAmes,Duplex,5,7,1978,1978,Gable,Standard (Composite) Shingle,Brick Face,124.0,3,4,CBlock,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,0,1.0,0.0,1,0,2,1,4,4,0,0,1978.0,Unf,2.0,564.0,TA,TA,Paved,0,40,0,0,0,0,,No Fence,Nothing,0,11,2009,WD ,Normal,5.161368002234975,4,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8750612633917,3.934700401715425,3,4,3,941.0,0.0,0.0,0.0,0.0,Attchd,Duplex,2,No attic,0,7,2.973589623427257,0.0,2.973589623427257,2009-11-01
533250050,1288,245500,RL,38.0,14963,Pave,No alley access,IR2,Level,EGWS,Gentle,Veenker,TwnhsE,8,5,1996,1996,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,0,1.0,0.0,1,1,1,1,5,4,2,4,1996.0,Fin,2.0,500.0,TA,TA,Paved,120,30,0,0,224,0,,No Fence,Nothing,0,12,2008,WD ,Normal,5.390051496458987,5,Irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.5797835966168101,4.175018675936629,3,4,1,786.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,1,7,3.1099158630237933,0.0,3.1099158630237933,2008-12-01
535325340,1005,133500,RL,65.0,11050,Pave,No alley access,Reg,Level,EGWS,Gentle,NAmes,1Fam,5,5,1956,1956,Hip,Standard (Composite) Shingle,None,0.0,3,3,CBlock,517.0,1005.0,GasA,Ex,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,3,6,1,3,1956.0,Unf,1.0,319.0,TA,TA,Paved,0,0,0,0,288,0,,No Fence,Nothing,0,7,2006,WD ,Normal,5.125481265700594,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8129133566428555,4.04336227802113,3,3,1,0.0,0.0,0.0,488.0,0.0,Attchd,1-Story,1,No attic,0,7,3.002166061756508,0.0,3.002166061756508,2006-07-01
909475050,1696,198000,RL,,20693,Pave,No alley access,IR1,Banked (rise from street level to building),EGWS,Gentle,Crawfor,1Fam,7,5,1971,1971,Gable,Standard (Composite) Shingle,Brick Face,652.0,3,3,CBlock,1262.0,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,0.0,0.0,2,0,3,1,3,7,2,3,1971.0,Fin,2.0,625.0,TA,TA,Paved,0,146,0,0,0,0,,Good Wood,Nothing,0,2,2007,WD ,Normal,5.296665190261531,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,,4.315823457751156,3,4,1,0.0,0.0,0.0,0.0,434.0,Attchd,1-Story,1,No attic,0,7,3.229425847920695,0.0,3.229425847920695,2007-02-01
907196020,1541,205000,RL,118.0,13704,Pave,No alley access,IR1,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2001,2002,Gable,Standard (Composite) Shingle,Brick Face,150.0,4,3,PConc,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,0.0,0.0,2,0,3,1,4,6,1,3,2001.0,RFn,3.0,843.0,TA,TA,Paved,468,81,0,0,0,0,,No Fence,Nothing,0,1,2006,WD ,Normal,5.311753861055754,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,2.0718820073061255,4.1368473499574545,3,4,1,0.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.1878026387184195,0.0,3.1878026387184195,2006-01-01
533130160,2225,285000,RL,88.0,11134,Pave,No alley access,Reg,Level,EGWS,Gentle,NoRidge,1Fam,8,5,1992,1993,Gable,Standard (Composite) Shingle,Brick Face,180.0,4,3,PConc,261.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,1.0,0.0,2,1,4,1,4,7,1,3,1992.0,RFn,3.0,713.0,TA,TA,Paved,198,30,0,0,0,0,,No Fence,Nothing,0,6,2010,WD ,Normal,5.45484486000851,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.9444826721501687,4.046651216970919,3,4,1,1129.0,0.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,3.14674801363064,2.9159272116971158,3.3473300153169503,2010-06-01
535102010,1280,175000,RL,,10050,Pave,No alley access,IR1,Level,EGWS,Gentle,NAmes,1Fam,5,6,1966,1966,Gable,Standard (Composite) Shingle,Brick Face,87.0,3,3,CBlock,191.0,793.0,GasA,Ex,Y,SBrkr,1280,0,0,0.0,1.0,2,0,3,1,3,6,1,3,1966.0,Fin,2.0,432.0,TA,TA,Paved,140,40,0,0,0,0,,No Fence,Nothing,0,6,2007,WD ,Normal,5.243038048686294,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),,4.002166061756507,3,3,3,602.0,0.0,0.0,0.0,0.0,Detchd,SptFoyer,2,No attic,0,7,3.1072099696478683,0.0,3.1072099696478683,2007-06-01
531475220,1882,160000,RL,75.0,8250,Pave,No alley access,Reg,Level,EGWS,Gentle,SawyerW,Duplex,6,7,1981,1981,Gable,Standard (Composite) Shingle,None,0.0,3,3,Slab,0.0,0.0,GasA,TA,Y,SBrkr,964,918,0,0.0,0.0,2,0,4,2,3,8,2,3,1981.0,Unf,2.0,612.0,TA,TA,Paved,0,0,0,0,0,0,,No Fence,Nothing,0,5,2009,WD ,Normal,5.204119982655925,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8750612633917,3.916453948549925,0,0,0,0.0,0.0,0.0,0.0,0.0,Attchd,Duplex,2,No attic,0,7,2.984077033902831,2.9633155113861114,3.274619619091238,2009-05-01
