PID,Address,Coords4,latitude,longitude,2001_police,2002_fire_station,2004_post_box,2005_post_office,2007_library,2008_town_hall,2013_nursing_home,2015_graveyard,2081_university,2082_school,2101_pharmacy,2110_hospital,2120_doctors,2121_dentist,2129_veterinary,2201_theatre,2203_cinema,2204_park,2205_playground,2206_dog_park,2251_sports_centre,2252_pitch,2253_swimming_pool,2255_golf_course,2256_stadium,2258_track,2301_restaurant,2302_fast_food,2303_cafe,2304_pub,2305_bar,2306_food_court,2401_hotel,2402_motel,2404_guesthouse,2421_shelter,2422_camp_site,2501_supermarket,2502_bakery,2504_mall,2505_department_store,2510_general,2511_convenience,2512_clothes,2513_florist,2515_bookshop,2517_shoe_shop,2518_beverages,2519_optician,2520_jeweller,2521_gift_shop,2522_sports_shop,2523_stationery,2524_outdoor_shop,2525_mobile_phone_shop,2529_beauty_shop,2541_car_dealership,2542_bicycle_shop,2543_doityourself,2544_furniture_shop,2546_computer_shop,2547_garden_centre,2561_hairdresser,2564_car_wash,2568_laundry,2601_bank,2602_atm,2701_tourist_info,2721_attraction,2722_museum,2724_memorial,2725_artwork,2741_picnic_site,2742_viewpoint,2901_toilet,2902_bench,2903_drinking_water,2904_fountain,2906_waste_basket,2907_camera_surveillance,2950_tower,2951_comms_tower,2952_water_tower,2961_wastewater_plant,2964_water_works,3100_christian,3102_christian_catholic,3103_christian_evangelical,3104_christian_lutheran,3105_christian_methodist,3200_jewish,3300_muslim,4101_spring,4121_tree,4141_beach,5201_traffic_signals,5203_stop,5204_crossing,5206_motorway_junction,5207_turning_circle,5209_street_lamp,5250_fuel,5260_parking,5262_parking_multistorey,5270_parking_bicycle,5301_slipway,5303_pier,5311_dam,5332_weir,5621_bus_stop,5651_airport,5655_helipad,5656_apron,7201_forest,7202_park,7203_residential,7204_industrial,7206_cemetery,7208_meadow,7209_commercial,7210_nature_reserve,7211_recreation_ground,7212_retail,7215_orchard,7216_vineyard,7217_scrub,7218_grass,7228_farmyard,7229_farmland,8200_water,8201_reservoir,8221_wetland,__public,__health,__leisure,__catering,__accommodation_indoor,__accommodation_outdoor,__shopping,__money,__tourism_destination,__miscellaneous,__worship,__christian_all,__natural,__traffic,__traffic_fuel_and_parking,__traffic_water,__transport_air,__landuse_leisure,__waterway
535126040,"2613 DUFF AVE, Ames, Iowa, USA","2613 Duff Ave, Ames, IA 50010, USA",42.0478429,-93.6144787,0,2,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,5,10,0,0,22,1,1,0,0,3,6,0,0,0,0,0,0,0,3,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,2,1,1,0,0,1,0,2,0,369,0,11,0,1,28,0,2,0,0,1,0,38,0,0,0,11,4,30,0,0,0,1,0,0,0,0,0,0,33,1,1,4,0,0,9,2,40,9,0,3,12,2,2,2,13,12,1,452,31,1,0,4,4
534477110,"1411 ROOSEVELT AVE, Ames, Iowa, USA","1411 Roosevelt Ave, Ames, IA 50010, USA",42.0361,-93.622886,1,2,2,2,1,0,0,1,0,4,2,1,2,1,0,0,1,7,18,0,2,28,5,1,0,1,11,10,4,0,4,0,0,0,0,8,0,2,1,1,5,0,3,8,0,2,3,0,1,3,3,0,0,0,1,5,0,2,1,1,1,0,12,0,2,9,2,0,0,1,9,30,0,0,1,32,8,0,0,0,1,0,0,0,0,14,0,0,3,2,0,0,0,92,0,18,0,1015,0,4,0,3,115,1,37,0,0,0,1,68,0,0,0,14,7,60,0,1,0,5,1,1,0,0,0,0,42,0,0,5,0,0,13,6,63,29,0,8,57,11,40,42,19,19,92,1262,156,1,0,9,5
528222010,"4106 WELBECK DR, Ames, Iowa, USA","4106 Welbeck Dr, Ames, IA 50010, USA",42.0617818,-93.6438891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,9,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,1,1,3,1,4,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,4,0,171,0,28,0,1,7,0,0,0,0,0,0,15,0,0,0,4,8,19,0,0,0,0,0,0,0,0,0,0,49,3,3,28,0,2,0,0,24,6,0,2,3,3,9,11,5,4,0,226,8,0,0,8,30
923203010,"3302 EMERALD DR, Ames, Iowa, USA","3302 Emerald Dr, Ames, IA 50010, USA",41.9929367,-93.6080448,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,1,1,17,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,2,5,0,3,23,0,0,0,0,0,0,6,1,0,5,17,1,28,1,2,0,6,1,0,0,1,0,0,58,4,18,8,0,0,4,0,23,4,0,0,9,1,1,1,1,1,0,89,26,0,6,2,8
535154060,"2215 KELLOGG AVE, Ames, Iowa, USA","2215 Kellogg Ave, Ames, IA 50010, USA",42.0444128,-93.6152947,0,2,1,2,0,0,1,0,0,3,1,1,2,1,0,0,1,6,13,0,0,24,2,1,0,0,3,6,0,0,0,0,0,0,0,3,0,1,0,1,4,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,1,0,3,0,566,0,10,0,1,28,1,2,0,0,0,0,43,0,0,0,12,5,32,0,0,0,1,0,0,0,0,0,0,33,1,1,4,0,0,9,5,47,9,0,3,13,2,3,2,12,12,1,654,32,0,0,5,4
533125120,"3130 GREENWOOD RD, Ames, Iowa, USA","3130 Greenwood Rd, Ames, IA 50014, USA",42.048421,-93.65456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,30,1,1,0,0,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,1,0,1,3,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,6,0,278,0,14,0,1,28,0,0,0,0,0,0,26,0,0,0,10,8,12,0,0,0,0,0,0,0,0,0,3,86,0,11,20,0,0,0,0,50,6,0,8,3,3,3,7,3,3,0,353,29,0,0,8,20
902301150,"830 WILSON AVE, Ames, Iowa, USA","830 Wilson Ave, Ames, IA 50010, USA",42.0300001,-93.6180799,1,2,1,1,1,0,0,1,0,2,3,1,2,1,0,0,0,10,18,0,1,20,5,0,0,0,17,20,4,0,4,0,1,0,0,7,0,4,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,10,30,0,0,1,32,8,0,0,0,1,0,0,0,0,12,0,0,3,1,0,0,0,90,0,28,0,1184,0,5,0,6,93,1,17,0,0,0,1,77,0,0,0,23,10,56,2,1,0,24,0,1,1,0,0,1,30,0,2,5,9,0,9,7,54,45,1,7,57,11,41,42,16,16,90,1412,117,1,0,11,14
533250160,"2878 GREENSBORO CIR, Ames, Iowa, USA","2878 Greensboro Cir, Ames, IA 50010, USA",42.0444825,-93.6490096,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,5,0,1,30,1,1,0,1,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,24,0,9,0,336,0,20,0,1,62,0,40,0,0,0,0,37,0,0,0,10,8,13,0,1,0,0,1,2,0,0,0,1,87,0,5,17,0,0,2,0,48,7,0,7,3,3,3,5,5,4,24,505,103,0,0,11,17
528106010,"3332 STOCKBURY ST, Ames, Iowa, USA","3332 Stockbury St, Ames, IA 50010, USA",42.0619658,-93.6581651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,93,0,17,0,1,8,0,0,0,0,0,0,6,0,0,0,4,3,19,0,0,0,0,0,0,0,0,0,2,78,2,9,26,0,0,0,0,20,0,0,2,3,2,1,7,4,4,0,129,9,0,0,3,26
532376040,"1304 GARFIELD AVE, Ames, Iowa, USA","1304 Garfield Ave, Ames, IA 50014, USA",42.0347117,-93.6693551,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6,7,0,1,19,0,1,0,0,3,3,2,1,1,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,0,1,1,3,1,0,0,0,1,1,0,0,0,4,0,0,1,0,0,1,0,374,0,6,0,313,0,11,0,3,31,0,11,0,0,0,0,31,0,0,0,21,5,38,0,1,2,4,1,1,0,0,0,1,157,0,14,4,0,1,2,2,34,10,0,4,9,2,6,7,6,5,374,406,45,0,0,7,5
535151130,"2110 BARR DR, Ames, Iowa, USA","2110 Barr Dr, Ames, IA 50010, USA",42.0434688,-93.6194388,0,2,1,2,0,0,1,0,0,4,1,1,2,1,0,0,1,6,12,0,1,25,6,1,0,1,3,6,0,0,0,0,0,0,0,7,0,1,0,1,4,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,2,1,0,0,0,1,0,3,0,601,0,18,0,1,29,1,4,0,0,0,0,45,0,0,0,13,5,35,0,0,0,1,1,0,0,0,0,0,33,0,1,4,0,0,10,5,53,9,0,7,13,2,5,5,13,13,1,702,35,0,0,6,4
528240070,"3907 WESTLAWN DR, Ames, Iowa, USA","3907 Westlawn Dr, Ames, IA 50010, USA",42.060459,-93.641708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,1,12,2,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,1,0,1,1,4,1,4,0,0,0,0,2,0,0,5,0,0,1,0,1,0,0,0,0,4,0,214,0,31,0,1,8,0,0,0,0,0,0,18,0,0,0,3,11,23,0,0,0,0,0,0,0,0,0,0,21,3,3,24,0,2,0,0,32,6,0,4,3,3,10,12,7,6,0,276,9,0,0,11,26
527184020,"1530 STONE BROOKE RD, Ames, Iowa, USA","1530 Stone Brooke Rd, Ames, IA 50010, USA",42.05899700000001,-93.632023,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,10,10,0,1,16,2,0,0,0,9,3,0,0,0,0,0,0,0,4,0,2,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,11,1,0,1,2,16,1,1,0,0,0,0,2,0,0,7,0,0,1,1,1,0,0,0,0,4,0,261,0,30,0,2,24,0,1,1,1,0,0,28,0,0,0,8,10,27,1,0,0,1,0,0,0,0,0,0,12,1,1,17,0,2,3,2,40,12,0,4,11,4,13,22,10,9,0,352,27,2,0,10,19
907135230,"5430 FROST DR, Ames, Iowa, USA","5430 Frost Dr, Ames, IA 50014, USA",42.0186645,-93.6928521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,1,4,3,0,0,0,2,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,8,0,223,2,17,0,2,11,0,2,0,0,0,0,18,0,0,0,10,2,25,0,0,0,4,0,0,0,0,0,3,24,10,10,13,1,1,1,1,14,4,3,2,5,1,5,4,2,2,0,283,15,0,0,2,15
527402150,"3323 JEFFERSON CIR, Ames, Iowa, USA","3323 Jefferson Cir, Ames, IA 50010, USA",42.0553821,-93.6264704,0,0,1,2,0,0,1,0,0,2,1,0,0,1,0,0,1,9,12,0,1,19,2,0,0,0,5,6,0,0,0,0,0,0,0,6,0,1,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,8,1,0,0,1,5,1,1,0,0,0,0,2,0,0,7,0,0,1,1,1,0,0,0,0,4,0,315,0,29,0,2,26,0,0,0,0,0,0,35,0,0,0,10,9,33,0,0,0,1,0,0,0,0,0,0,8,0,1,11,0,1,6,2,44,11,0,6,14,2,9,10,10,9,0,411,28,0,0,9,12
532378070,"3828 WINDSOR CT, Ames, Iowa, USA","3828 Windsor Ct, Ames, IA 50014, USA",42.0351335,-93.6706624,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5,7,0,1,16,0,0,0,0,2,3,0,1,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,0,1,1,3,1,0,0,0,1,1,0,0,0,4,0,0,1,0,0,1,0,168,0,6,0,270,0,11,0,3,24,0,4,0,0,0,0,26,0,0,0,21,4,34,0,1,0,2,1,1,0,0,0,2,84,0,15,4,0,0,2,2,29,6,0,2,10,2,5,7,6,5,168,344,31,0,0,6,4
910201020,"1224 LINCOLN WAY, Ames, Iowa, USA","1224 Lincoln Way, Ames, IA 50010, USA",42.0226183,-93.6279745,1,0,1,2,1,0,0,0,0,1,3,0,0,1,0,2,0,14,17,0,3,47,5,1,1,0,20,25,8,0,4,1,1,0,0,14,0,4,2,0,1,0,4,9,1,3,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,8,5,1,0,3,12,36,0,0,1,48,8,6,0,0,1,0,0,0,0,11,1,0,3,1,0,0,0,1431,0,43,0,1142,0,1,0,6,168,4,61,0,0,0,1,104,0,0,0,28,14,36,1,0,0,22,0,3,1,0,0,0,396,0,0,12,0,0,6,4,90,58,1,14,59,13,51,64,16,16,1431,1530,239,1,0,17,12
905103060,"3925 ROSS RD, Ames, Iowa, USA","3925 Ross Rd, Ames, IA 50014, USA",42.0324847,-93.672564,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,7,8,0,1,12,2,0,0,0,3,3,0,1,1,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,3,0,1,1,3,1,0,0,0,1,1,0,0,0,4,0,1,1,0,0,1,0,124,0,6,0,379,0,13,0,3,23,0,3,0,0,0,0,34,0,0,0,19,6,41,0,1,0,4,1,0,0,0,0,1,49,1,11,5,0,0,2,2,30,8,0,3,12,2,5,7,7,6,124,461,29,0,0,7,5
923228110,"632 MEADOW PL, Ames, Iowa, USA","632 Meadow Pl, Ames, IA 50010, USA",41.9923793,-93.6022015,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,1,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,1,4,0,3,21,0,0,0,0,0,0,6,0,0,0,24,1,27,0,2,0,6,1,0,0,1,0,0,48,5,20,6,0,0,4,0,24,1,0,0,8,1,1,1,1,1,0,74,24,0,0,2,6
904100170,"2925 ROSS RD, Ames, Iowa, USA","2925 Ross Rd, Ames, IA 50014, USA",42.0331582,-93.6586998,1,1,0,2,1,0,0,1,1,1,2,0,1,0,0,2,0,11,10,0,1,29,1,1,0,0,21,12,13,2,11,1,0,0,0,17,0,4,1,0,0,0,3,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,6,3,0,1,2,21,0,1,2,60,2,4,1,0,2,0,1,0,0,4,0,0,2,1,0,1,0,3127,0,13,0,597,0,5,0,3,128,4,125,0,0,0,0,73,0,0,0,26,10,19,0,1,2,4,1,1,0,0,0,1,760,0,9,10,0,1,8,3,55,60,0,17,24,9,25,72,8,7,3127,948,260,0,0,12,11
533242090,"2311 CAMDEN DR, Ames, Iowa, USA","2311 Camden Dr, Ames, IA 50010, USA",42.04625559999999,-93.6403257,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,9,12,0,1,34,6,1,0,1,8,4,0,0,0,0,0,0,0,10,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,0,0,7,0,0,2,1,0,0,0,0,0,8,0,390,0,27,0,1,66,0,38,0,0,0,0,41,0,0,0,8,9,20,0,0,0,1,1,1,0,0,0,0,65,0,1,16,0,0,2,1,65,12,0,10,12,4,2,6,10,10,0,571,105,0,0,11,16
528456180,"2811 ASPEN RD, Ames, Iowa, USA","2811 Aspen Rd, Ames, IA 50010, USA",42.0509832,-93.64652230000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,0,1,25,2,1,0,0,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,2,0,0,5,0,0,1,1,0,0,0,0,0,6,0,288,0,32,0,1,23,0,0,0,0,0,0,30,0,0,0,4,10,20,0,0,0,0,1,0,0,0,0,0,56,0,3,18,0,0,1,0,48,6,0,8,3,3,1,8,7,7,0,380,24,0,0,11,18
907285100,"4520 CLEMENS BLVD, Ames, Iowa, USA","4520 Clemens Blvd, Ames, IA 50014, USA",42.0176852,-93.6798937,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,4,7,0,1,10,4,0,0,1,4,4,0,0,1,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,1,0,1,1,1,0,1,0,2,0,2,1,0,0,1,0,1,1,0,0,0,0,12,0,11,1,383,2,27,0,4,24,0,4,0,0,0,0,30,0,0,0,10,4,42,0,0,0,5,1,0,0,0,0,3,26,6,12,17,1,1,2,3,27,9,3,4,13,3,5,8,3,3,12,486,32,0,0,5,19
535104020,"2619 KELLOGG AVE, Ames, Iowa, USA","2619 Kellogg Ave, Ames, IA 50010, USA",42.04787169999999,-93.6172488,0,2,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,7,10,0,0,21,1,1,0,0,3,6,0,0,0,0,0,0,0,3,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,2,1,1,0,0,1,0,2,0,375,0,19,0,1,27,0,2,0,0,0,0,39,0,0,0,9,6,32,0,0,0,1,0,0,0,0,0,0,34,0,1,4,0,0,9,2,41,9,0,3,12,2,2,2,13,12,1,465,30,0,0,6,4
528439040,"2607 YORKSHIRE ST, Ames, Iowa, USA","2607 Yorkshire St, Ames, IA 50010, USA",42.0533693,-93.6437307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,18,2,0,0,0,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,1,1,0,1,4,0,0,0,0,2,0,0,5,0,0,1,1,1,0,0,0,0,6,0,306,0,33,0,1,23,0,0,0,0,0,0,30,0,0,0,4,10,26,0,0,0,0,1,0,0,0,0,0,22,1,1,24,0,1,0,0,40,6,0,8,3,3,4,8,8,7,0,399,24,0,0,11,25
908225320,"148 S FRANKLIN AVE, Ames, Iowa, USA","148 S Franklin Ave, Ames, IA 50014, USA",42.0209977,-93.6644827,1,1,0,2,1,0,0,1,1,1,2,0,1,0,0,1,0,9,6,0,3,25,5,0,0,2,21,12,11,2,11,1,0,0,1,14,0,4,1,0,0,0,6,3,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6,2,0,3,6,3,0,0,2,17,0,1,1,51,1,3,1,1,2,1,2,0,0,7,0,0,2,1,0,1,0,2036,0,16,0,710,0,12,0,4,92,5,69,0,0,0,0,81,0,0,0,27,9,39,0,1,2,5,1,2,0,0,0,1,476,0,10,6,0,2,8,3,51,58,1,14,29,9,20,63,11,10,2036,989,170,0,0,12,8
527216070,"4126 LAURA CT, Ames, Iowa, USA","4126 Laura Ct, Ames, IA 50010, USA",42.0613694,-93.6269306,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,7,9,0,0,7,1,0,0,0,3,3,0,0,0,0,0,0,0,2,0,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,1,0,0,2,16,1,1,0,0,0,0,2,0,0,5,0,0,1,0,1,0,0,0,0,4,0,128,0,30,0,2,17,0,1,1,1,0,0,21,0,0,0,9,7,29,1,0,0,1,1,0,0,0,0,0,8,1,1,14,0,2,3,2,25,6,0,2,8,2,13,22,7,6,0,205,20,2,0,8,16
527451290,"1358 BARKLEY CT, Ames, Iowa, USA","1358 Barkley Ct, Ames, IA 50010, USA",42.0516525,-93.6282098,0,0,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,10,12,0,1,22,2,0,0,1,9,6,0,0,0,0,0,0,0,6,0,1,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,4,0,0,1,1,2,1,0,0,0,0,0,2,0,0,9,0,0,2,1,1,0,0,1,0,6,0,442,0,30,0,2,35,0,0,0,0,0,0,48,0,0,0,8,10,32,0,0,0,1,1,0,0,0,0,0,12,0,1,9,0,0,7,2,49,15,0,6,14,5,5,6,13,12,1,563,37,0,0,11,9
907410050,"839 POE AVE, Ames, Iowa, USA","839 Poe Ave, Ames, IA 50014, USA",42.0147885,-93.6840741,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,2,4,0,1,9,4,0,0,1,2,3,0,0,1,0,3,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,0,1,1,0,0,1,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,6,0,9,1,313,2,20,0,3,24,0,4,0,0,0,0,27,0,0,0,11,2,35,0,0,0,5,0,0,0,0,0,3,35,12,12,17,1,1,2,3,21,6,3,3,10,2,5,7,2,2,6,403,31,0,0,2,19
909254050,"603 ASH AVE, Ames, Iowa, USA","603 Ash Ave, Ames, IA 50014, USA",42.0168727,-93.6447206,1,1,0,2,1,0,0,0,2,0,1,0,0,0,0,3,0,11,6,0,6,47,1,0,1,4,20,9,15,2,11,1,0,0,1,18,0,0,1,0,0,0,5,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,4,1,2,4,24,0,0,2,58,1,7,1,2,3,0,2,0,0,4,1,0,2,1,0,0,0,3336,0,36,0,683,1,1,0,1,142,7,106,0,0,0,1,107,0,0,0,37,11,15,1,0,2,3,0,4,0,0,0,0,769,0,7,12,0,1,7,1,79,58,1,18,19,7,31,76,8,8,3336,1085,256,1,0,15,13
531373060,"5426 TENNESSEE ST, Ames, Iowa, USA","5426 Tennessee St, Ames, IA 50014, USA",42.0350104,-93.6926143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,0,11,0,0,4,0,0,0,0,0,0,9,0,0,0,12,1,24,1,0,0,1,0,0,0,0,0,0,14,6,8,8,0,0,1,0,5,0,0,0,2,0,1,1,1,1,0,151,4,0,0,1,8
534451130,"1414 SUMMIT AVE, Ames, Iowa, USA","1414 Summit Ave, Ames, IA 50010, USA",42.035795,-93.629234,1,2,2,1,0,0,0,0,0,3,2,1,2,0,0,1,1,5,13,0,3,35,4,0,0,1,4,4,1,0,0,0,0,0,0,10,0,2,1,1,3,0,2,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,4,0,1,6,1,1,0,1,3,14,0,0,1,20,6,1,0,0,1,0,0,0,0,11,0,0,3,1,0,0,0,710,0,20,0,911,0,6,0,0,120,2,69,0,0,0,1,76,0,0,0,16,5,42,1,0,0,1,1,2,0,0,0,0,185,0,0,6,0,0,9,5,63,9,0,10,22,7,18,29,15,15,710,1205,191,1,0,8,6
902206220,"916 DUFF AVE, Ames, Iowa, USA","916 Duff Ave, Ames, IA 50010, USA",42.0307098,-93.6102447,1,2,1,1,1,0,0,1,0,2,3,1,2,1,0,0,0,9,14,0,0,16,1,1,0,0,18,21,4,0,4,0,1,0,0,4,0,4,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,8,26,0,0,0,20,5,0,0,0,0,0,0,0,0,12,0,0,3,1,0,0,0,70,0,22,0,1109,0,6,0,6,88,1,12,0,0,0,0,71,0,0,0,27,9,47,2,1,0,25,0,0,2,0,0,3,42,1,3,6,14,0,9,7,41,47,1,4,57,11,35,25,16,16,70,1315,107,0,0,9,20
527164020,"3823 COLUMBINE AVE, Ames, Iowa, USA","3823 Columbine Ave, Ames, IA 50010, USA",42.0587639,-93.636082,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,12,8,0,1,14,2,0,0,0,9,3,0,0,0,0,0,0,0,4,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,1,0,1,1,4,1,3,0,0,0,0,2,0,0,7,0,0,1,1,1,0,0,0,0,4,0,283,0,28,0,2,13,0,0,0,0,0,0,28,0,0,0,6,12,26,0,0,0,1,0,0,0,0,0,0,11,1,1,22,0,2,2,1,38,12,0,4,7,3,11,11,10,9,0,358,15,0,0,12,24
