PID,SalePrice,Address,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,MasVnrType,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,Neighborhood,BldgType,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,ExterQual,OverallCond,KitchenQual,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran
923275200,124500,3215 Harrison Rd,816,8314,0.2857142857142856,270.0,25.43013698630137,1.0,None,1,0,4,0,Mitchel,1Fam,0,546.0,0,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1
903451110,139400,5321 Durant St,1108,7449,0.5714285714285714,637.0,77.46575342465754,1.0,None,1,0,1,0,IDOTRR,1Fam,205,0.0,1,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,0,1,1,0,4,0,3,1,0,0,1,0,0,0,5
528181040,202665,415 Aspen Ridge Rd,1368,6792,0.5714285714285714,1368.0,1.1616438356164382,2.0,Stone,2,0,1,1,NridgHt,TwnhsE,35,0.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
533217050,160000,1434 Meadowlane Ave,1252,2160,0.5714285714285714,600.0,9.169863013698633,2.0,Brick Face,2,1,1,0,Somerst,Twnhs,48,0.0,0,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
528445070,221300,1428 Roosevelt Ave,1830,8778,0.7142857142857142,1302.0,1.1616438356164382,3.0,None,2,1,1,0,Somerst,1Fam,40,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
527212040,361919,4813 Dover Dr,2576,12438,0.7142857142857142,1234.0,0.4958904109589041,3.0,Brick Face,2,1,1,1,StoneBr,1Fam,100,0.0,1,0,4,1.0,0.3333333333333332,1.0,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1
907200270,134900,4004 Welbeck Dr,1040,8982,0.2857142857142856,501.0,30.019178082191782,2.0,None,1,1,3,0,CollgCr,1Fam,0,539.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,1,0,0,0,0,1,0,2,3,0,7,0,0,0,0,0
908201040,118000,535 Meadow Ct,698,9405,0.2857142857142856,698.0,62.45753424657534,0.0,None,1,0,1,0,Edwards,1Fam,200,0.0,0,0,2,0.3333333333333333,1.0,0.3333333333333333,2,1,1,1,0,11,0,4,0,0,0,0,0,1,0,2
907410100,195800,615 Garden Rd,1611,8400,0.5714285714285714,784.0,1.1616438356164382,2.0,None,2,1,3,0,CollgCr,1Fam,36,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,12,0,0,0,0,0
903481120,135000,915 Gaskill Dr,1666,5160,0.4285714285714285,1204.0,82.63835616438357,1.0,None,1,0,1,0,IDOTRR,1Fam,148,0.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,4
907227110,133900,621 Douglas Ave,768,7200,0.2857142857142856,108.0,37.273972602739725,1.0,None,1,0,3,0,CollgCr,1Fam,0,660.0,0,0,2,0.3333333333333333,0.8333333333333333,0.3333333333333333,1,0,0,1,0,1,0,3,3,0,7,0,0,0,0,0
531453010,152000,3716 Ashton Dr,1097,9672,0.4285714285714285,702.0,26.34794520547945,2.0,None,2,0,1,0,SawyerW,1Fam,0,338.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
531478010,107000,4012 Hyde Ave,1056,8900,0.1428571428571428,1056.0,40.86027397260274,1.0,None,1,0,1,0,SawyerW,1Fam,42,0.0,0,0,2,0.3333333333333333,0.1666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
527254020,372500,1402 Meadowlane Ave,2046,11844,0.7142857142857142,2046.0,1.498630136986301,3.0,Stone,2,1,2,1,StoneBr,1Fam,82,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1
527366030,220000,1704 Douglas Ave,1874,7500,0.7142857142857142,1058.0,9.169863013698633,2.0,None,2,1,1,0,Somerst,1Fam,134,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1
528110040,479069,2717 Bristol Dr,2552,13891,0.857142857142857,740.0,0.7479452054794521,3.0,Stone,2,0,4,1,NridgHt,1Fam,28,1812.0,2,0,3,1.0,0.3333333333333332,1.0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
906392090,233555,1215 Hyland Ave,1846,13377,0.4285714285714285,260.0,0.4958904109589041,2.0,None,2,0,1,1,CollgCr,1Fam,32,1576.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
535452140,118900,3702 Chilton Ave,732,7200,0.2857142857142856,102.0,57.706849315068496,1.0,None,1,0,1,0,NAmes,1Fam,68,630.0,0,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,0,1,0,0,1,0,0,0,0,3
535151160,140000,2625 Clayton Dr,1283,7763,0.2857142857142856,931.0,46.78082191780822,2.0,None,1,0,1,0,NAmes,1Fam,0,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
903429110,179900,3310 Weston Dr,1944,9928,0.5714285714285714,672.0,94.47945205479452,1.0,None,2,0,1,0,OldTown,1Fam,28,0.0,0,0,3,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,1,1,1,0,4,0,4,1,0,0,0,0,0,0,3
916455150,282000,4005 Brickman Ave,1922,11305,0.7142857142857142,593.0,5.249315068493151,3.0,Brick Face,2,0,3,0,Timber,1Fam,64,1329.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0
909425180,217500,246 S Franklin Ave,1647,12984,0.2857142857142856,147.0,29.18082191780822,2.0,Brick Face,2,0,2,0,Crawfor,1Fam,0,1283.0,1,0,3,0.3333333333333333,0.5,0.6666666666666666,1,0,0,0,0,10,0,0,3,0,0,1,0,0,0,2
528175050,212500,4107 Ross Rd,1358,10307,0.5714285714285714,474.0,2.331506849315069,2.0,Stone,2,0,1,0,NridgHt,TwnhsE,26,876.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
910205010,126000,822 Carroll Ave,1656,6000,0.2857142857142856,624.0,41.52602739726027,1.0,None,1,1,2,0,IDOTRR,1Fam,280,0.0,1,0,3,0.0,0.3333333333333332,0.3333333333333333,0,0,1,1,0,4,1,4,2,0,0,1,0,0,0,2
533206020,280750,4010 Welbeck Dr,3005,2880,0.5714285714285714,1376.0,5.501369863013698,3.0,None,2,1,1,0,Somerst,Twnhs,177,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
902427040,87000,2908 Roxboro Dr,1248,9439,0.2857142857142856,912.0,77.21369863013699,1.0,None,1,0,1,0,OldTown,1Fam,192,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,1,1,0,4,0,5,1,0,2,0,0,0,0,1
528427020,244600,3827 Minnetonka Ave,1468,9612,0.7142857142857142,1468.0,1.917808219178082,3.0,Stone,2,0,1,1,Somerst,1Fam,150,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
528458070,215200,318 N Russell Ave,1547,8640,0.5714285714285714,732.0,1.4136986301369865,2.0,None,2,1,2,0,Somerst,1Fam,45,24.0,0,0,3,0.3333333333333333,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
903401030,162500,2914 Roxboro Dr,1716,9144,0.4285714285714285,810.0,93.22739726027396,2.0,None,2,0,1,0,BrkSide,1Fam,195,0.0,0,0,4,0.3333333333333333,0.1666666666666666,0.6666666666666666,0,0,1,1,0,4,0,3,1,0,0,0,0,0,0,3
909275040,138000,4404 Todd Dr,1603,9650,0.4285714285714285,784.0,85.47397260273972,2.0,None,1,0,1,0,Crawfor,1Fam,217,0.0,1,0,4,0.3333333333333333,0.0,0.3333333333333333,1,1,1,0,0,11,0,0,0,0,0,1,0,0,0,2
527163130,181316,2710 Bristol Dr,1516,8803,0.4285714285714285,107.0,15.506849315068491,2.0,None,2,1,1,0,Gilbert,1Fam,46,600.0,1,0,3,0.3333333333333333,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1
905200350,148000,1712 Amherst Dr,1138,15312,0.4285714285714285,1138.0,49.1972602739726,2.0,Brick Face,1,0,3,0,Sawyer,1Fam,140,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,1,1,1,1,0,1,0,4,0,0,0,0,0,1,0,1
528363050,315000,2518 Yorkshire St,2063,10750,0.7142857142857142,498.0,15.424657534246576,3.0,Brick Face,2,0,3,0,NoRidge,1Fam,56,1526.0,2,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
903233140,132000,4020 Edgewater Dr,854,6120,0.5714285714285714,832.0,78.54794520547945,2.0,None,1,0,1,0,BrkSide,1Fam,112,0.0,0,0,2,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
905107070,149500,112 Sandburg Ct,1400,7844,0.4285714285714285,463.0,28.18082191780822,2.0,Brick Face,1,1,1,0,Sawyer,1Fam,0,209.0,1,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1
528240020,183500,117 S Franklin Ave,1720,8244,0.5714285714285714,840.0,3.331506849315069,2.0,None,2,1,1,0,Gilbert,1Fam,48,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1
906225180,224500,809 Poe Ave,1440,9069,0.4285714285714285,261.0,13.254794520547945,4.0,None,2,0,3,0,SawyerW,Duplex,0,1083.0,0,0,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,1
528114010,415000,1027 N 2nd St,1868,14780,0.857142857142857,363.0,1.4136986301369865,3.0,Brick Face,2,0,4,0,NridgHt,1Fam,212,1505.0,1,0,2,1.0,0.3333333333333332,1.0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
907126030,155000,1506 Maxwell Ave,990,9750,0.2857142857142856,268.0,14.591780821917808,2.0,None,1,0,1,0,CollgCr,1Fam,0,722.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,1,0,0,0,0,1,0,0,3,0,8,0,0,0,0,0
904100160,135000,212 Rockwell Ave,1271,21286,0.2857142857142856,720.0,60.62465753424657,1.0,None,2,0,1,0,Sawyer,1Fam,108,0.0,1,0,4,0.3333333333333333,0.3333333333333332,0.3333333333333333,1,1,1,1,0,10,0,3,0,0,0,0,0,1,0,2
909254130,164000,1304 Illinois Ave,1646,7128,0.5714285714285714,918.0,66.62465753424658,1.0,None,2,0,1,0,Crawfor,1Fam,126,0.0,2,0,4,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2
535403030,128500,4712 Toronto St,952,8300,0.4285714285714285,952.0,39.608219178082194,1.0,Brick Face,1,0,2,0,NAmes,1Fam,0,0.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,3
907412010,196500,211 E 16th St,1720,11645,0.5714285714285714,860.0,2.5835616438356164,2.0,None,2,1,1,0,CollgCr,1Fam,70,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,1,0,1,3,1,13,0,0,0,0,0
903228080,131000,1214 Adams St,1218,6000,0.4285714285714285,360.0,66.20547945205479,2.0,None,1,0,1,0,BrkSide,1Fam,0,375.0,1,0,3,0.3333333333333333,0.5,0.3333333333333333,0,1,1,1,0,4,0,3,0,0,0,0,0,0,0,3
531452100,151000,2818 Somerset Dr,1217,7175,0.4285714285714285,939.0,15.424657534246576,2.0,None,2,0,1,0,SawyerW,TwnhsE,64,278.0,0,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
526302030,149900,1704 Burnett Ave,1293,11027,0.4285714285714285,1178.0,52.36438356164384,2.0,Stone,2,0,1,0,NAmes,1Fam,0,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
902106090,139900,3308 Sedwick St,1428,6451,0.5714285714285714,712.0,106.4,2.0,None,1,0,1,0,OldTown,1Fam,84,0.0,0,0,4,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
532353120,120750,215 Hartford Dr,894,6285,0.2857142857142856,894.0,30.18082191780822,1.0,None,1,0,1,0,Sawyer,1Fam,0,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1
535453070,154000,1402 Stafford Ave,1246,7500,0.2857142857142856,1246.0,51.36438356164384,1.0,None,1,1,1,0,NAmes,1Fam,0,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,2
534252110,139900,2204 Barr Dr,1422,12342,0.2857142857142856,978.0,47.61369863013699,1.0,None,1,0,1,0,NAmes,1Fam,36,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
535327230,100000,313 E 13th St,1764,8838,0.2857142857142856,0.0,51.78356164383562,1.0,None,2,1,0,0,NAmes,1Fam,72,0.0,1,0,4,0.3333333333333333,0.0,0.3333333333333333,0,1,1,1,0,2,1,1,0,0,1,0,0,0,0,3
905425125,240000,716 Hodge Ave,2358,45600,0.4285714285714285,907.0,100.73698630136988,2.0,None,3,0,1,0,ClearCr,1Fam,215,0.0,1,0,5,0.3333333333333333,0.8333333333333333,0.3333333333333333,1,1,1,1,0,11,0,4,0,0,0,0,0,1,0,1
908103280,135000,2329 Suncrest Dr,1127,6500,0.4285714285714285,1127.0,32.35342465753425,2.0,Brick Face,1,1,1,0,Edwards,1Fam,138,0.0,1,0,3,0.3333333333333333,0.5,0.3333333333333333,0,0,0,1,0,1,0,4,3,1,1,0,0,0,0,1
528221060,174000,1036 Ash Ave,1484,12589,0.4285714285714285,742.0,4.416438356164384,2.0,None,2,1,1,0,Gilbert,1Fam,24,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1
921128020,378500,2907 Roxboro Dr,2018,13214,0.857142857142857,2002.0,2.331506849315069,3.0,None,2,0,4,0,Timber,1Fam,76,0.0,1,0,3,1.0,0.3333333333333332,1.0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0
528174040,207000,1110 S 2nd St,1362,6289,0.4285714285714285,600.0,2.4136986301369863,2.0,Stone,2,0,3,0,NridgHt,TwnhsE,28,762.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
909256010,131000,2819 Bristol Dr,1465,10164,0.2857142857142856,992.0,67.54246575342465,1.0,None,2,0,3,0,SWISU,1Fam,126,0.0,2,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,0,1,0,0,11,0,2,0,0,0,1,0,0,0,3
533212060,152000,418 E 6th St,1236,2544,0.4285714285714285,224.0,5.331506849315068,2.0,Brick Face,2,1,1,0,Somerst,Twnhs,166,376.0,0,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
908204180,61500,3211 Cullen Dr,1152,6882,0.1428571428571428,0.0,52.701369863013696,0.0,None,2,0,0,0,Edwards,Duplex,0,0.0,0,0,2,0.3333333333333333,0.0,0.0,2,1,1,1,0,12,0,4,0,0,0,0,0,0,0,1
533223100,147110,2816 Aspen Rd,1080,2403,0.5714285714285714,286.0,7.419178082191781,2.0,None,2,1,1,0,Somerst,TwnhsE,50,244.0,0,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
909176180,137000,701 Ridgewood Ave,1551,10890,0.2857142857142856,1058.0,68.54246575342465,1.0,None,2,0,1,0,SWISU,1Fam,0,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.0,2,1,1,1,0,11,0,4,0,0,0,1,0,0,0,3
903475040,128500,311 Pearson Ave,1382,12358,0.2857142857142856,720.0,66.37260273972603,2.0,None,1,1,1,0,OldTown,1Fam,0,0.0,0,0,2,0.3333333333333333,0.5,0.3333333333333333,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,3
535426195,207500,3828 Eisenhower Ave,1600,16321,0.2857142857142856,1484.0,49.94794520547945,1.0,None,1,0,4,0,NAmes,1Fam,258,0.0,2,0,2,0.3333333333333333,0.5,0.3333333333333333,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2
905103040,172500,3605 Ross Rd,1683,11184,0.4285714285714285,918.0,31.51780821917808,2.0,Brick Face,2,1,1,0,Sawyer,1Fam,0,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1
528110100,380000,3212 Sumac Cir,2643,13693,0.857142857142857,2153.0,1.1616438356164382,3.0,Brick Face,2,1,3,0,NridgHt,1Fam,84,0.0,1,0,3,1.0,0.3333333333333332,1.0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
534431030,137000,4302 Cochrane Pkwy,1043,9724,0.2857142857142856,938.0,59.36986301369863,1.0,None,1,0,1,0,NAmes,1Fam,48,0.0,1,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,3
905300010,130000,1004 Roosevelt Ave,810,10820,0.2857142857142856,247.0,35.43835616438356,2.0,Brick Face,1,0,3,0,Sawyer,1Fam,0,535.0,0,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,1
914474070,215000,3910 Ross Rd,1961,12209,0.4285714285714285,114.0,8.419178082191781,2.0,None,2,1,1,0,Mitchel,1Fam,192,690.0,1,0,3,0.3333333333333333,0.3333333333333332,0.6666666666666666,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,1
534428100,153000,4011 Westlawn Dr,1118,11332,0.2857142857142856,1118.0,48.61643835616438,1.0,None,1,0,1,0,NAmes,1Fam,0,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3
908188130,130000,1005 Delaware Ave,1709,2522,0.4285714285714285,970.0,2.249315068493151,2.0,Stone,2,0,1,0,Edwards,Twnhs,40,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,3,0,4,3,1,0,0,0,0,0,1
534453150,127000,3334 Weston Dr,1252,7438,0.2857142857142856,504.0,98.48219178082192,2.0,None,1,0,1,0,BrkSide,1Fam,0,0.0,0,0,3,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3
528458120,270000,5416 Norris St,1959,9000,0.7142857142857142,1088.0,1.915068493150685,3.0,None,2,1,3,0,Somerst,1Fam,46,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
535179050,141000,2913 Ross Rd,1092,14850,0.2857142857142856,1092.0,49.36164383561644,1.0,None,1,0,1,0,NAmes,1Fam,122,0.0,1,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2
527302185,235000,2227 Storm St,2064,18559,0.5714285714285714,842.0,30.6027397260274,2.0,Brick Face,2,0,1,0,NWAmes,1Fam,0,1206.0,2,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1
534128190,256900,114 E O'Neil Dr,2640,10400,0.4285714285714285,932.0,42.35890410958904,2.0,Brick Face,2,1,1,0,NWAmes,1Fam,288,0.0,1,0,5,0.3333333333333333,0.6666666666666665,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3
528180110,336860,4919 Waller St,1866,10110,0.857142857142857,1486.0,0.8356164383561644,3.0,Brick Face,2,0,1,1,NridgHt,TwnhsE,48,372.0,1,0,2,1.0,0.3333333333333332,1.0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
916176125,375000,807 12th St,2036,215245,0.5714285714285714,900.0,44.44383561643836,2.0,None,2,0,4,0,Timber,1Fam,0,1236.0,2,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
903454090,141000,1420 Indiana Ave,1375,9000,0.4285714285714285,780.0,70.96164383561644,1.0,None,1,1,1,0,IDOTRR,1Fam,288,0.0,1,0,3,0.3333333333333333,0.5,0.6666666666666666,0,0,1,1,0,4,0,4,1,0,0,1,0,0,0,5
535457010,160000,3115 Northwood Dr,1116,10000,0.4285714285714285,1116.0,48.11780821917808,2.0,Brick Face,1,1,1,0,NAmes,1Fam,385,0.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,0,1,1,1,0,4,0,1,0,0,1,0,0,0,0,2
528462040,182000,619 10th St,1428,11639,0.5714285714285714,1428.0,1.917808219178082,2.0,None,2,0,1,1,Somerst,1Fam,120,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
916460060,195000,3842 Hyde Ave,1675,7915,0.4285714285714285,443.0,9.923287671232876,2.0,None,2,0,2,0,Timber,1Fam,52,1223.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0
528431050,255000,1306 Woodstock Ave,1636,13501,0.7142857142857142,1560.0,1.4136986301369865,3.0,Stone,2,0,1,0,Somerst,1Fam,60,63.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
527110020,168500,1429 Glendale Ave,1474,8530,0.5714285714285714,384.0,14.33972602739726,2.0,Brick Face,2,1,1,0,Gilbert,1Fam,72,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1
527402250,149900,2115 Hunziker Dr,1078,12537,0.2857142857142856,344.0,39.273972602739725,2.0,None,1,1,1,0,NAmes,1Fam,0,734.0,1,0,3,0.3333333333333333,0.5,0.3333333333333333,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
535451040,119000,1714 Douglas Ave,988,7200,0.2857142857142856,876.0,57.367123287671234,1.0,None,1,0,1,0,NAmes,1Fam,80,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,3
905452050,113000,3421 Oakland St,672,9340,0.1428571428571428,672.0,68.62739726027397,1.0,None,1,0,1,0,Edwards,1Fam,113,0.0,0,0,2,0.3333333333333333,0.5,0.3333333333333333,2,0,0,1,0,12,0,4,2,0,0,0,0,0,0,1
903225090,159000,4125 Aplin Rd,1664,5000,0.4285714285714285,605.0,59.78904109589041,2.0,None,2,0,1,0,BrkSide,1Fam,60,399.0,2,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,3
531363010,159000,4110 Crestmoor Ave,1218,9605,0.5714285714285714,1218.0,2.249315068493151,2.0,None,1,1,1,0,SawyerW,1Fam,178,0.0,0,0,3,0.6666666666666666,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
923205025,168000,2716 Cottonwood Rd,1622,32463,0.1428571428571428,1249.0,46.19178082191781,4.0,Stone,1,0,3,0,Mitchel,2fmCon,0,0.0,1,0,3,0.3333333333333333,0.1666666666666666,0.3333333333333333,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1
532377060,122000,2914 Harrison Rd,900,9819,0.2857142857142856,882.0,43.11506849315069,1.0,Brick Face,1,0,1,0,Sawyer,1Fam,0,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1
902109160,122250,714 Stanton Ave,1740,7308,0.2857142857142856,936.0,88.47671232876712,1.0,None,1,0,1,0,OldTown,1Fam,236,0.0,1,0,2,0.0,0.3333333333333332,1.0,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
902128075,120000,2621 Stange Rd,1027,5400,0.5714285714285714,931.0,88.14520547945206,0.0,None,1,0,1,0,OldTown,1Fam,28,0.0,1,0,2,0.6666666666666666,0.5,0.6666666666666666,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
528178070,421250,3412 Tripp St,2649,16900,0.7142857142857142,404.0,7.002739726027397,3.0,Brick Face,2,1,2,0,NridgHt,1Fam,60,1075.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
903225160,106900,2412 Eaton Ave,1290,5870,0.4285714285714285,554.0,108.32054794520548,1.0,None,1,1,1,0,BrkSide,1Fam,112,0.0,0,0,3,0.3333333333333333,1.0,0.3333333333333333,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0,3
906380170,194000,422 Hayward Ave,1220,7406,0.5714285714285714,515.0,0.4958904109589041,2.0,Stone,2,0,3,1,CollgCr,1Fam,54,684.0,0,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
528174020,204000,914 6th St,1302,3901,0.4285714285714285,436.0,2.580821917808219,2.0,Stone,1,1,3,1,NridgHt,Twnhs,50,866.0,1,0,1,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
910201110,100000,1630 Crestwood Cir,1123,6060,0.1428571428571428,732.0,68.46027397260274,1.0,None,1,0,1,0,IDOTRR,1Fam,140,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,1,1,0,4,0,4,2,0,0,1,0,0,0,3
535325400,105000,3913 Ross Rd,985,7898,0.1428571428571428,576.0,90.30958904109588,2.0,None,1,0,1,0,NAmes,1Fam,0,0.0,0,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3
