PID,SalePrice,Address,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,MasVnrType,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,Neighborhood,BldgType,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,ExterQual,OverallCond,KitchenQual,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran,price_score
533110130,260000,2503 RIDGETOP RD,2417,16059,0.7142857142857142,1288.0,15.257534246575345,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,82,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.2
921205030,369900,2406 COTTONWOOD RD,2028,11443,0.7142857142857142,408.0,1.1616438356164382,3.0,Brick Face,2,0,4,1,Timber,1Fam,66,1460.0,2,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,-0.5
923203090,164000,3318 EMERALD DR,1216,4500,0.42857142857142855,319.0,8.334246575342465,2.0,Brick Face,2,0,1,0,Mitchel,Twnhs,125,897.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0.8
535104120,187500,510 LUTHER DR,1453,10573,0.42857142857142855,1453.0,48.27945205479452,2.0,Brick Face,2,0,1,0,NAmes,1Fam,337,0.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,-0.4
528366070,263000,3108 SYCAMORE RD,2202,11762,0.7142857142857142,770.0,15.676712328767124,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,209,335.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.2
923204040,173000,428 JEWEL DR,1200,14137,0.14285714285714285,335.0,44.865753424657534,3.0,Brick Face,1,0,3,0,Mitchel,1Fam,290,865.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,-0.9
533251130,194000,2804 PINEHURST CIR,1432,16157,0.28571428571428564,680.0,29.432876712328767,2.0,None,1,1,4,0,Veenker,1Fam,180,680.0,1,0,2,0.33333333333333337,0.6666666666666665,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.6
528235130,178000,3838 WELBECK DR,1414,9056,0.7142857142857142,707.0,2.750684931506849,2.0,None,2,1,3,0,Gilbert,1Fam,35,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2.4
903226130,128000,1210 CURTISS AVE,1324,6000,0.14285714285714285,672.0,73.54794520547945,1.0,None,1,0,1,0,BrkSide,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,3,-0.6
903235020,89000,1018 10TH ST,616,6000,0.28571428571428564,616.0,85.47123287671234,1.0,None,1,0,1,0,BrkSide,1Fam,129,0.0,0,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,3,1.2
527425110,130000,804 TOP O HOLLOW RD,864,9000,0.14285714285714285,624.0,38.52328767123288,2.0,None,1,0,1,0,NAmes,1Fam,0,240.0,0,0,3,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.7
902327070,160000,803 DUFF AVE,2007,8400,0.42857142857142855,917.0,109.4876712328767,1.0,None,2,0,2,0,OldTown,1Fam,235,0.0,0,0,3,0.33333333333333337,0.6666666666666665,0.9999999999999999,0,1,1,1,0,4,0,5,1,0,0,0,0,0,0,3,0.4
914478100,143000,700 DIAMOND CT,1026,8410,0.42857142857142855,46.0,33.26849315068493,2.0,None,1,0,3,0,Mitchel,1Fam,0,924.0,1,0,2,0.33333333333333337,0.5,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2.8
903225150,87000,1226 NORTHWESTERN AVE,765,5000,0.14285714285714285,765.0,85.30410958904109,1.0,None,1,0,1,0,BrkSide,1Fam,41,0.0,0,0,2,0.33333333333333337,0.6666666666666665,0.6666666666666666,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0,3,1.5
527402220,148500,3316 GARNER AVE,1002,8750,0.28571428571428564,1002.0,39.608219178082194,2.0,Brick Face,1,0,1,0,NAmes,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-1.1
904351240,63000,122 HOWARD AVE,1112,9780,0.28571428571428564,585.0,75.21369863013699,1.0,None,2,0,1,0,Edwards,1Fam,0,0.0,0,0,4,0.33333333333333337,0.0,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,3.9
535452090,128000,1425 MAXWELL AVE,1041,7350,0.28571428571428564,1041.0,51.1972602739726,1.0,None,1,0,1,0,NAmes,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,3,0.5
528108020,253293,3122 SEDWICK ST,2042,12704,0.7142857142857142,2042.0,1.5835616438356164,3.0,Brick Face,2,1,1,1,NridgHt,1Fam,90,0.0,1,0,3,0.9999999999999999,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,9.1
528427070,214000,3317 CULLEN DR,1933,14598,0.42857142857142855,894.0,1.0,3.0,Stone,2,1,2,0,Somerst,1Fam,18,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3.9
910201050,129850,1212 LINCOLN WAY,1601,7288,0.28571428571428564,936.0,82.72054794520548,0.0,None,2,0,1,0,IDOTRR,1Fam,176,0.0,0,0,3,0.6666666666666666,0.6666666666666665,0.33333333333333337,0,0,1,1,0,4,0,4,1,0,0,1,0,0,0,3,1.4
527425090,115000,808 TOP O HOLLOW RD,864,10500,0.14285714285714285,432.0,39.273972602739725,0.0,None,1,0,1,0,NAmes,1Fam,0,432.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.9
909277100,163500,2011 KILDEE ST,964,13360,0.28571428571428564,163.0,88.64109589041095,2.0,None,1,0,1,0,Crawfor,1Fam,44,713.0,0,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,1,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2,-0.3
531452070,145000,1408 INDIANA AVE,1332,7175,0.42857142857142855,1332.0,19.0986301369863,2.0,None,2,0,1,0,SawyerW,TwnhsE,60,0.0,0,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1.6
528387050,271000,3015 VALLEY VIEW RD,2127,10944,0.5714285714285714,223.0,14.591780821917808,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,132,1000.0,2,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1
905480240,95000,3121 LINCOLN WAY,1111,9084,0.28571428571428564,616.0,67.20821917808219,1.0,None,1,0,2,0,Edwards,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,2.0
535476350,192000,1522 LINDEN DR,1395,9760,0.42857142857142855,1395.0,47.36164383561644,2.0,Brick Face,1,0,4,0,NAmes,1Fam,353,0.0,1,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,0,1,0,4,0,1,0,0,2,0,0,0,0,2,0.2
527258010,394432,1316 KINYON CIR,1856,11394,0.857142857142857,411.0,0.4136986301369863,3.0,Stone,1,1,3,1,StoneBr,1Fam,0,1445.0,1,0,1,0.6666666666666666,0.0,0.9999999999999999,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,2.8
906394060,181000,112 HARTFORD DR,1596,9316,0.5714285714285714,784.0,1.4136986301369865,2.0,Brick Face,2,1,3,0,CollgCr,1Fam,45,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,1,3,0,6,0,0,0,0,0,2.7
909282030,381000,2116 COUNTRY CLUB BLVD,3447,14100,0.7142857142857142,728.0,73.38082191780822,3.0,Brick Face,3,1,2,0,Crawfor,1Fam,12,0.0,2,0,4,0.33333333333333337,1.0,0.6666666666666666,2,0,0,0,0,11,0,0,0,0,0,1,0,0,0,2,-0.3
905225040,140000,1239 WISCONSIN AVE,1601,13825,0.28571428571428564,533.0,50.95068493150685,1.0,None,1,0,1,0,Sawyer,1Fam,34,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,1,1,1,1,0,1,0,4,0,0,0,0,0,1,0,1,1.1
908275130,130500,234 S FRANKLIN AVE,1200,11767,0.28571428571428564,768.0,62.37260273972603,1.0,None,1,0,1,0,Edwards,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,2,1,1,1,0,12,0,4,0,0,0,0,0,0,0,2,-0.1
527226040,155000,4014 DAWES DR,1424,41600,0.28571428571428564,53.0,38.85753424657534,3.0,None,1,1,4,0,Gilbert,2fmCon,0,1047.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1.7
903458110,89500,1107 LINCOLN WAY,1406,7920,0.42857142857142855,319.0,88.22465753424657,0.0,None,1,0,1,0,IDOTRR,1Fam,144,0.0,0,0,3,0.33333333333333337,0.6666666666666665,0.0,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,4,3.4
535425080,277500,415 PAULSON DR,2448,18275,0.5714285714285714,802.0,44.6958904109589,2.0,None,3,0,4,0,NAmes,1Fam,102,636.0,2,0,3,0.33333333333333337,0.8333333333333333,0.33333333333333337,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1.6
907201220,140000,5140 EMERSON DR,907,16269,0.28571428571428564,282.0,31.51780821917808,1.0,Brick Face,1,0,3,0,CollgCr,1Fam,0,625.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,1,0,0,0,0,1,0,1,3,1,7,0,0,0,0,0,0.2
903426160,160000,817 HODGE AVE,1984,8094,0.42857142857142855,1242.0,98.73424657534248,0.0,None,2,0,2,0,OldTown,2fmCon,180,0.0,0,0,5,0.33333333333333337,0.8333333333333333,0.33333333333333337,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,0.2
905478140,125000,209 HOWARD AVE,1342,9280,0.28571428571428564,785.0,56.28493150684932,1.0,None,1,0,1,0,Edwards,1Fam,0,557.0,0,0,4,0.33333333333333337,0.5,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,2.0
907414070,173500,4818 WALLER ST,1190,8769,0.5714285714285714,460.0,2.747945205479452,2.0,None,2,0,3,0,CollgCr,1Fam,41,709.0,0,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,1,3,1,12,0,0,0,0,0,2.6
914476050,135000,702 CRYSTAL ST,1004,10530,0.42857142857142855,0.0,29.34794520547945,2.0,Brick Face,1,0,4,0,Mitchel,Duplex,0,975.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,2,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1.6
528235090,200000,3827 BRICKMAN AVE,2267,8068,0.42857142857142855,1010.0,7.920547945205479,2.0,None,2,1,1,0,Gilbert,1Fam,46,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2.4
527355150,278000,1910 STEVENSON DR,2524,9600,0.7142857142857142,1420.0,28.51506849315069,2.0,None,2,1,1,0,NWAmes,1Fam,120,1104.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2.1
527454130,137900,1119 JOHNSON ST,1456,2349,0.42857142857142855,466.0,32.35068493150685,2.0,None,2,1,1,0,NPkVill,Twnhs,28,389.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,1.7
533215020,300000,2509 BRADFORD DR,1638,4765,0.857142857142857,587.0,8.504109589041096,2.0,Brick Face,2,0,3,0,Somerst,TwnhsE,68,1027.0,1,0,2,0.6666666666666666,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3
526302120,169000,627 RIVER OAK DR,1797,11765,0.28571428571428564,1617.0,49.44657534246576,3.0,Stone,1,1,2,0,NAmes,1Fam,0,0.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.8
532378220,129200,1310 ALABAMA LN,941,8789,0.28571428571428564,912.0,39.44109589041096,1.0,None,1,0,2,0,Sawyer,1Fam,0,0.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0.8
907420110,167000,908 POE AVE,1536,9045,0.28571428571428564,768.0,2.4136986301369863,2.0,None,2,1,2,0,CollgCr,1Fam,40,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,12,0,0,0,0,0,1.2
527354100,187500,1915 STEVENSON DR,1472,14115,0.5714285714285714,336.0,29.435616438356163,2.0,Brick Face,2,0,3,0,NWAmes,1Fam,48,1036.0,2,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1.9
535404080,129900,1603 CARROLL AVE,816,7100,0.28571428571428564,108.0,49.52876712328767,1.0,None,1,0,1,0,NAmes,1Fam,0,708.0,0,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,1,1,0,4,1,1,0,0,2,0,0,0,0,3,0.1
906223090,236000,1006 VERMONT CT,1949,9938,0.5714285714285714,300.0,17.424657534246574,2.0,Brick Face,2,1,1,0,SawyerW,1Fam,90,750.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,-0.4
527450080,125500,1437 TRUMAN PL,1365,2160,0.28571428571428564,765.0,33.43561643835616,2.0,Brick Face,1,1,1,0,BrDale,TwnhsE,36,0.0,1,0,3,0.33333333333333337,0.5,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1.1
905352030,192000,212 TRAIL RIDGE RD,2022,10005,0.5714285714285714,1160.0,31.183561643835617,2.0,Brick Face,2,1,1,0,ClearCr,1Fam,117,0.0,1,0,4,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,1,0,2,0,4,2,0,0,0,0,0,0,1,1.9
923275040,165500,521 ELY CIR,1110,9101,0.28571428571428564,0.0,31.51780821917808,2.0,Brick Face,1,0,3,0,Mitchel,1Fam,30,1097.0,1,0,1,0.33333333333333337,0.5,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1.1
906477110,155000,4804 WESTBEND DR,1052,8816,0.42857142857142855,506.0,39.44109589041096,2.0,Brick Face,1,0,3,0,ClearCr,1Fam,0,504.0,0,0,3,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,0,0,1,0,1,0,4,3,0,5,0,0,0,0,1,0.7
531477040,144000,1505 NORTH DAKOTA AVE,2020,8400,0.28571428571428564,0.0,30.767123287671232,2.0,Brick Face,2,0,0,0,SawyerW,Duplex,0,0.0,2,0,4,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.4
534176230,171000,2226 HAYES AVE,1645,9600,0.42857142857142855,386.0,39.44109589041096,2.0,None,1,2,1,0,NWAmes,1Fam,78,329.0,0,0,4,0.33333333333333337,0.5,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.4
907187060,217000,5200 CERVANTES DR,1753,12352,0.5714285714285714,215.0,9.167123287671233,2.0,Brick Face,2,1,1,0,CollgCr,1Fam,74,638.0,1,0,3,0.6666666666666666,0.33333333333333326,0.33333333333333337,1,0,0,0,0,1,0,1,3,1,11,0,0,0,0,0,0.1
528385050,260000,3014 ASPEN RD,2061,9085,0.5714285714285714,254.0,14.843835616438357,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,311,816.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1
908204160,82500,238 VILLAGE DR 240,1152,6845,0.14285714285714285,0.0,53.53424657534247,0.0,None,2,0,0,0,Edwards,Duplex,0,0.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,1,1,1,0,12,0,4,2,0,0,0,0,0,0,1,0.9
924100020,172000,3402 JEWEL DR,1968,11075,0.28571428571428564,222.0,39.69315068493151,2.0,Brick Face,2,1,3,0,Mitchel,1Fam,189,562.0,1,0,4,0.33333333333333337,0.16666666666666663,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1.1
907401080,195000,917 TENNYSON AVE,1948,12393,0.5714285714285714,847.0,2.6684931506849314,2.0,None,2,1,1,0,CollgCr,1Fam,48,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,0,3,1,13,0,0,0,0,0,2.9
528108120,376162,3033 STOCKBURY ST,2334,12858,0.857142857142857,1590.0,1.0,3.0,Stone,2,1,1,1,NridgHt,1Fam,133,0.0,1,0,3,0.9999999999999999,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-0.7
903236040,126500,720 10TH ST,1072,8635,0.28571428571428564,1072.0,84.63835616438357,5.0,None,1,0,1,0,BrkSide,1Fam,105,0.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,1.6
903475060,122000,519 NORTHWESTERN AVE 521,1889,10120,0.5714285714285714,925.0,97.06575342465752,1.0,None,1,1,1,0,OldTown,2fmCon,264,0.0,1,0,4,0.0,0.16666666666666663,0.33333333333333337,0,1,1,1,0,4,0,4,1,0,0,0,0,0,0,3,1.1
527302090,213000,2009 BUCHANAN DR,1664,12299,0.5714285714285714,201.0,29.684931506849317,2.0,Stone,2,0,1,0,NWAmes,1Fam,0,1328.0,1,0,3,0.33333333333333337,0.5,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0.7
923230120,138000,704 GARNET DR,796,6723,0.28571428571428564,0.0,36.69041095890411,0.0,None,1,0,3,0,Mitchel,1Fam,0,796.0,0,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,-0.5
534403420,147000,1912 BEL AIR DR,1374,11382,0.42857142857142855,1076.0,43.61095890410959,1.0,Brick Face,1,0,1,0,NAmes,1Fam,112,54.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1.3
902304060,130000,709 CLARK AVE 709 1/2,2350,9600,0.28571428571428564,973.0,88.30958904109589,2.0,None,2,0,1,0,OldTown,2fmCon,219,0.0,0,0,4,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,1,1,0,4,0,5,1,0,0,0,0,0,0,3,2.0
907290090,213000,4614 WEBSTER ST,1630,9750,0.5714285714285714,1630.0,9.756164383561645,2.0,Brick Face,2,0,1,0,CollgCr,1Fam,234,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,1,0,1,0,3,3,1,10,0,0,0,0,0,0.4
907203090,110000,4915 SCHUBERT ST,924,7990,0.28571428571428564,924.0,33.271232876712325,1.0,None,1,0,1,0,CollgCr,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,1,0,0,1,0,1,0,2,3,0,8,0,0,0,0,0,2.1
905102060,131500,4018 QUEBEC ST,1039,11625,0.28571428571428564,1039.0,45.276712328767125,2.0,None,1,1,2,0,Sawyer,2fmCon,0,0.0,0,0,3,0.33333333333333337,0.16666666666666663,0.33333333333333337,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0.5
907275150,275000,4639 HEMINGWAY DR,2439,12728,0.7142857142857142,333.0,6.002739726027397,2.0,Brick Face,2,1,2,0,CollgCr,1Fam,121,1198.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,1,0,1,0,3,3,1,5,0,0,0,0,0,4.8
535152150,165500,2026 JENSEN AVE,1700,10552,0.28571428571428564,1398.0,51.28219178082192,2.0,None,1,1,1,0,NAmes,1Fam,38,0.0,1,0,4,0.33333333333333337,0.33333333333333326,0.6666666666666666,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1.1
528365090,290000,3133 SYCAMORE RD,2526,10120,0.7142857142857142,425.0,12.923287671232876,3.0,Brick Face,2,1,1,0,NoRidge,1Fam,78,740.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.8
910200080,126000,121 S RUSSELL AVE,919,7000,0.42857142857142855,854.0,82.55342465753425,1.0,None,1,0,1,0,IDOTRR,1Fam,116,40.0,0,0,2,0.33333333333333337,0.8333333333333333,0.33333333333333337,0,0,1,0,0,4,0,4,1,0,0,1,0,0,0,3,0.3
923225080,124000,3334 SOUTHDALE DR,1040,4224,0.28571428571428564,271.0,33.43835616438356,2.0,None,1,0,1,0,MeadowV,TwnhsE,100,769.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0.9
906402200,320000,926 IDAHO AVE,3222,12376,0.5714285714285714,203.0,20.34246575342466,3.0,None,3,0,2,0,SawyerW,1Fam,0,1470.0,2,0,5,0.33333333333333337,0.33333333333333326,0.6666666666666666,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,1.4
921128050,425000,2624 COTTONWOOD RD,1978,12633,0.857142857142857,338.0,2.331506849315069,3.0,Stone,2,0,4,0,Timber,1Fam,52,1640.0,1,0,2,0.9999999999999999,0.33333333333333326,0.9999999999999999,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,-2.6
909250160,96500,2321 BAKER ST,789,10594,0.28571428571428564,768.0,81.46849315068494,1.0,None,1,0,1,0,Crawfor,1Fam,112,0.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,1,1,0,0,11,0,2,0,0,0,1,0,0,0,3,1.7
908225170,91900,3319 TRIPP ST,784,6931,0.14285714285714285,0.0,53.367123287671234,0.0,None,1,0,3,0,Edwards,2fmCon,0,784.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,0.7
906380060,272500,5332 TABOR DR,1838,11422,0.7142857142857142,479.0,2.249315068493151,2.0,Stone,2,0,3,0,CollgCr,1Fam,222,1359.0,2,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4.8
528480110,200825,2517 CLAYTON DR,1716,8125,0.42857142857142855,858.0,1.084931506849315,2.0,None,2,1,1,0,Somerst,1Fam,53,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3
528150070,611657,4101 VALLEY VIEW RD,2364,12919,0.857142857142857,142.0,1.1616438356164382,3.0,Stone,2,1,4,1,NridgHt,1Fam,67,2188.0,2,0,2,0.9999999999999999,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-8.1
923400040,160000,300 KEN MARIL RD,1750,12508,0.42857142857142855,323.0,68.54520547945205,1.0,None,2,0,2,0,Mitchel,1Fam,156,660.0,0,0,4,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,2.2
910205020,78000,203 S MAPLE AVE,1192,6402,0.28571428571428564,596.0,89.55890410958904,1.0,None,1,0,2,0,IDOTRR,1Fam,137,0.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,1,1,0,4,1,4,2,0,0,0,0,0,0,2,3.3
535103050,201800,2702 NORTHWOOD DR,1820,13700,0.5714285714285714,410.0,43.35890410958904,2.0,Stone,1,2,4,0,NAmes,1Fam,357,454.0,2,0,4,0.33333333333333337,0.5,0.6666666666666666,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2.0
528240150,195500,4010 BRICKMAN AVE,1594,10125,0.5714285714285714,846.0,5.501369863013698,2.0,None,2,1,2,0,Gilbert,1Fam,48,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0.6
535327140,107500,117 16TH ST,827,7200,0.28571428571428564,0.0,55.28493150684932,1.0,None,1,0,0,0,NAmes,1Fam,0,0.0,1,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,1,1,0,4,1,1,0,0,1,0,0,0,0,3,0.5
528427040,213133,3223 CULLEN DR,1369,9910,0.5714285714285714,1369.0,0.6657534246575343,2.0,None,2,0,1,1,Somerst,1Fam,203,0.0,0,0,3,0.6666666666666666,0.5,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1.4
528435020,297900,2616 DALTON ST,1874,9428,0.7142857142857142,226.0,1.084931506849315,3.0,Stone,2,1,3,1,Somerst,1Fam,108,729.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.5
534431130,122000,803 16TH ST,960,9768,0.28571428571428564,713.0,54.12328767123287,1.0,None,1,0,1,0,NAmes,1Fam,70,247.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3,0.6
923203110,162000,3322 EMERALD DR,1204,4500,0.42857142857142855,338.0,11.421917808219176,2.0,Brick Face,2,0,1,0,Mitchel,TwnhsE,247,866.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1.2
527356020,250000,2935 EISENHOWER AVE,2784,16692,0.5714285714285714,1392.0,28.51506849315069,2.0,Brick Face,3,1,1,0,NWAmes,1Fam,552,0.0,2,1,5,0.33333333333333337,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2.1
527252090,318000,3807 HOOVER AVE,1714,8147,0.857142857142857,523.0,1.5808219178082192,2.0,Brick Face,2,0,4,0,StoneBr,TwnhsE,55,1191.0,1,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,1.0
