,PID,GrLivArea,SalePrice,LotArea,Neighborhood,FullBath,BedroomAbvGr,OverallQual
526,908275130,1200,130500,11767,Edwards,1,3,5
527,527226040,1424,155000,41600,Gilbert,1,3,5
528,903458110,1406,89500,7920,IDOTRR,1,3,6
529,535425080,2448,277500,18275,NAmes,3,3,7
530,907201220,907,140000,16269,CollgCr,1,3,5
531,903426160,1984,160000,8094,OldTown,2,5,6
532,905478140,1342,125000,9280,Edwards,1,4,5
533,906475070,2126,185000,28698,ClearCr,2,3,5
534,907414070,1190,173500,8769,CollgCr,2,2,7
535,914476050,1004,135000,10530,Mitchel,1,2,6
536,923251180,1224,131000,20000,Mitchel,1,4,5
537,528235090,2267,200000,8068,Gilbert,2,4,6
538,527355150,2524,278000,9600,NWAmes,2,4,8
539,527454130,1456,137900,2349,NPkVill,2,3,6
540,533215020,1638,300000,4765,Somerst,2,2,9
541,526302120,1797,169000,11765,NAmes,1,3,5
542,532378220,941,129200,8789,Sawyer,1,3,5
543,907420110,1536,167000,9045,CollgCr,2,3,5
544,527354100,1472,187500,14115,NWAmes,2,3,7
545,535404080,816,129900,7100,NAmes,1,2,5
546,906223090,1949,236000,9938,SawyerW,2,3,7
547,527450080,1365,125500,2160,BrDale,1,3,5
548,905352030,2022,192000,10005,ClearCr,2,4,7
549,923275040,1110,165500,9101,Mitchel,1,1,5
550,906477110,1052,155000,8816,ClearCr,1,3,6
551,908103310,1012,127500,7840,Edwards,2,4,6
552,531477040,2020,144000,8400,SawyerW,2,4,5
553,534176230,1645,171000,9600,NWAmes,1,4,6
554,907187060,1753,217000,12352,CollgCr,2,3,7
555,528385050,2061,260000,9085,NoRidge,2,3,7
556,908204160,1152,82500,6845,Edwards,2,2,4
557,924100020,1968,172000,11075,Mitchel,2,4,5
558,902477120,720,34900,7879,IDOTRR,1,2,4
559,907401080,1948,195000,12393,CollgCr,2,4,7
560,528108120,2334,376162,12858,NridgHt,2,3,9
561,916403230,1509,175000,10200,Timber,2,3,6
562,903236040,1072,126500,8635,BrkSide,1,2,5
563,903475060,1889,122000,10120,OldTown,1,4,7
564,527302090,1664,213000,12299,NWAmes,2,3,7
565,923230120,796,138000,6723,Mitchel,1,2,5
566,534403420,1374,147000,11382,NAmes,1,3,6
567,902304060,2350,130000,9600,OldTown,2,4,5
568,1007100110,1836,103000,56600,IDOTRR,2,4,5
569,907290090,1630,213000,9750,CollgCr,2,3,7
570,907203090,924,110000,7990,CollgCr,1,3,5
571,905102060,1039,131500,11625,Sawyer,1,3,5
572,907275150,2439,275000,12728,CollgCr,2,4,8
573,535152150,1700,165500,10552,NAmes,1,4,5
574,528365090,2526,290000,10120,NoRidge,2,4,8
575,910200080,919,126000,7000,IDOTRR,1,2,6
576,923225080,1040,124000,4224,MeadowV,1,3,5
577,906402200,3222,320000,12376,SawyerW,3,5,7
578,921128050,1978,425000,12633,Timber,2,2,9
579,909250160,789,96500,10594,Crawfor,1,2,5
580,908225170,784,91900,6931,Edwards,1,2,4
581,906380060,1838,272500,11422,CollgCr,2,3,8
582,527175130,1128,154204,18160,Gilbert,1,3,6
583,528480110,1716,200825,8125,Somerst,2,3,6
584,528150070,2364,611657,12919,NridgHt,2,2,9
585,923400040,1750,160000,12508,Mitchel,2,4,6
586,910205020,1192,78000,6402,IDOTRR,1,3,5
587,535103050,1820,201800,13700,NAmes,1,4,7
588,528240150,1594,195500,10125,Gilbert,2,3,7
589,906226120,2240,142953,7018,SawyerW,2,6,5
590,535327140,827,107500,7200,NAmes,1,2,5
591,528427040,1369,213133,9910,Somerst,2,3,7
592,528435020,1874,297900,9428,Somerst,2,3,8
593,534431130,960,122000,9768,NAmes,1,2,5
594,923203110,1204,162000,4500,Mitchel,2,2,6
595,527356020,2784,250000,16692,NWAmes,3,5,7
596,527252090,1714,318000,8147,StoneBr,2,2,9
597,527258020,1530,260000,16158,StoneBr,2,3,7
598,533253060,788,155000,4420,Greens,1,1,8
599,905107380,1073,120000,9981,Sawyer,1,3,5
600,531375040,1114,159000,13072,SawyerW,1,3,7
601,535355100,1310,112000,7000,OldTown,2,2,6
602,907192120,1479,226000,10665,CollgCr,2,3,7
603,528138010,1808,324000,13514,NridgHt,2,3,9
604,908229020,864,99900,4060,Edwards,1,2,5
605,528480090,1468,271500,10440,Somerst,2,2,6
606,527108070,1746,377500,14892,Gilbert,2,3,9
607,906226060,2016,131000,26400,SawyerW,1,4,5
608,908275290,1482,125000,16012,Edwards,2,3,4
609,531375070,1141,142500,13072,SawyerW,1,3,6
610,528480070,1939,266000,10728,Somerst,2,3,8
611,905300080,894,142500,13350,Sawyer,1,3,5
612,907203040,894,149900,9800,CollgCr,1,3,5
613,535450180,1192,135000,10800,NAmes,1,4,4
614,531382070,1844,257000,10994,SawyerW,2,2,8
615,527216080,2338,591587,51974,StoneBr,2,4,9
616,906394050,1314,176432,9317,CollgCr,2,3,6
617,527252070,1419,392000,8089,StoneBr,2,2,8
618,534250010,1656,135000,9246,NWAmes,2,4,5
619,904100090,1921,150000,11136,Sawyer,2,4,6
620,905453040,1212,186000,10420,Edwards,2,3,6
621,527326150,1602,215000,16635,NWAmes,2,3,6
622,909101050,1250,116000,8248,Edwards,1,3,5
623,923203140,1189,160500,4500,Mitchel,2,2,6
624,906230020,2787,269500,7939,SawyerW,4,6,7
625,528218060,1456,170440,10237,Gilbert,2,3,6
626,906380040,1651,246500,10235,CollgCr,2,3,8
627,528228360,1511,246990,2938,Blmngtn,2,2,7
628,532377130,1144,131400,10000,Sawyer,1,3,5
629,527256040,2042,455000,13870,StoneBr,2,3,10
630,903400030,816,109000,11672,BrkSide,1,2,5
631,535453200,1148,132500,7931,NAmes,1,3,5
632,528240080,1936,230500,11194,Gilbert,2,3,8
633,534476320,1050,128900,9600,NAmes,1,2,5
634,902125080,1605,107400,5790,OldTown,2,3,3
635,528327010,2855,405000,9233,NoRidge,2,4,9
636,916455070,1296,220000,6853,Timber,2,2,8
637,535350030,1086,144900,10200,NAmes,1,3,5
638,905226170,1176,137000,13770,Sawyer,1,3,5
639,528488140,1218,230348,7500,Somerst,2,2,7
640,528228580,1500,246578,4045,Blmngtn,2,2,7
641,527453130,1456,149900,2280,NPkVill,2,3,6
642,534127210,1427,183000,11104,NWAmes,2,4,6
643,531452020,918,99500,7892,SawyerW,2,2,6
644,911175430,480,35311,9000,IDOTRR,0,1,2
645,531452180,1744,194500,9453,SawyerW,2,3,7
646,902300110,1627,139500,9142,OldTown,2,4,5
647,924152030,1797,231000,12961,Mitchel,2,3,6
648,902110120,1951,111500,7745,OldTown,2,4,4
649,528439080,1506,249000,8251,Somerst,2,3,7
650,908151040,1117,147000,9638,Edwards,1,3,6
651,528390020,1987,301500,14303,NoRidge,2,2,8
652,531453140,884,144000,9180,SawyerW,1,2,5
653,905226110,1721,145000,10532,ClearCr,2,3,5
654,531363080,1142,139500,7733,SawyerW,1,3,6
655,527450520,987,100500,1890,BrDale,1,2,6
656,534252040,1344,144000,9503,NAmes,1,2,5
657,527453140,1055,123000,2280,NPkVill,2,2,7
658,531385020,1434,189000,8529,SawyerW,2,3,7
659,534151175,2495,243500,10791,NWAmes,2,4,6
660,914452060,1664,145000,8385,Mitchel,2,4,6
661,535426130,2080,135000,11606,NAmes,1,5,5
662,905200220,1092,139000,11616,Sawyer,1,3,5
663,903425280,1396,153575,8730,BrkSide,1,3,6
664,527326130,1126,175000,15611,NWAmes,2,3,5
665,902105110,1432,132000,9600,OldTown,2,2,5
666,528477050,2007,310000,11003,Somerst,2,3,10
667,909282130,1112,144800,9100,Crawfor,1,2,5
668,534402170,2140,177500,8970,NAmes,2,4,5
669,528228340,1456,215000,3196,Blmngtn,2,2,8
670,911128180,1128,68400,7500,IDOTRR,1,2,4
671,527404020,1180,128000,7830,NAmes,1,2,5
672,908103350,1096,125200,6305,Edwards,1,3,6
673,527126030,1652,251000,5330,StoneBr,2,2,8
674,916475040,1838,315000,14601,Timber,2,2,9
675,905452110,1531,127000,9350,Edwards,1,3,4
676,533208020,1352,194000,3606,Somerst,2,2,7
677,902103120,1944,103500,10307,OldTown,2,4,6
678,527359180,1868,197500,10304,NWAmes,2,4,5
679,535475020,1796,140000,7056,NAmes,1,4,6
680,909129100,1520,159434,4500,SWISU,1,3,5
681,923227100,1360,140000,13384,Mitchel,1,3,5
682,528150090,1780,378000,14828,NridgHt,2,2,9
683,916252170,1295,230000,8239,GrnHill,2,2,7
684,914475030,1287,173000,9360,Mitchel,1,2,6
685,923225240,1475,127000,2665,MeadowV,2,4,5
686,527108060,2212,309000,13751,Gilbert,2,3,7
687,528482090,2466,340000,11143,Somerst,3,4,8
688,527358060,1484,175000,12243,NWAmes,2,3,5
689,903235100,520,68500,6324,BrkSide,1,1,4
690,903225040,1274,135000,6125,BrkSide,2,3,5
691,905453080,1508,308030,17485,Edwards,1,1,7
692,903227080,1158,120000,6000,BrkSide,1,3,6
693,908102140,1092,123000,9825,Edwards,1,3,5
694,534275060,894,141500,7436,NAmes,1,2,4
695,907202080,864,136500,7000,CollgCr,1,3,5
696,532351090,1728,125000,9100,Sawyer,2,6,5
697,923226300,1092,85500,1504,MeadowV,1,3,4
698,907180130,1501,204000,10335,CollgCr,2,3,7
699,907412040,1445,186500,9750,CollgCr,2,3,7
700,535456100,825,109500,7200,NAmes,1,2,5
701,528172020,1904,275000,10927,NridgHt,2,3,8
702,907175080,1418,226001,8696,CollgCr,2,3,7
703,534427140,1327,150750,7388,NAmes,1,3,5
704,905200010,912,129000,8169,Sawyer,1,3,5
705,528228555,1266,185485,3710,Blmngtn,2,2,7
706,905300020,904,144000,10200,Sawyer,1,3,5
707,533253030,1235,214000,3760,Greens,1,1,8
708,923228250,1092,75000,2001,MeadowV,1,3,4
709,534128100,1395,162000,12936,NWAmes,1,3,6
710,908103090,1088,110000,8308,Edwards,1,2,4
711,531369010,1812,193000,10628,SawyerW,2,3,7
712,535426350,1081,148000,12929,NAmes,1,3,6
713,527210050,2473,356383,12292,StoneBr,2,4,9
714,923225190,1304,104500,2665,MeadowV,1,3,5
715,923228210,1092,79500,1526,MeadowV,1,3,4
716,902401090,1248,93500,5976,OldTown,2,2,5
717,528174080,1364,185850,7052,NridgHt,2,2,7
718,910200040,1517,115000,8500,IDOTRR,2,3,5
719,528294060,1651,185900,8390,Gilbert,2,3,7
720,902128150,1436,155000,10800,OldTown,2,3,6
721,535451010,910,116000,8892,NAmes,1,3,5
722,533221060,1573,177000,2117,Somerst,2,3,6
723,535175050,1215,155000,12400,NAmes,1,3,6
724,909451100,1229,137000,1488,Blueste,1,2,6
725,905104210,912,125000,8521,Sawyer,1,3,5
726,907275080,1592,228000,11927,CollgCr,2,3,8
727,907285080,1908,210000,8750,CollgCr,2,4,7
728,907285050,1716,191000,8750,CollgCr,2,2,7
729,528118040,2758,418000,13654,NridgHt,2,4,9
730,907255050,1787,275000,14781,CollgCr,2,3,8
731,905105190,899,130000,7800,Sawyer,1,3,5
732,923201100,1008,139500,12518,Mitchel,1,3,5
733,528120030,1743,335000,10367,NridgHt,2,3,9
734,907135170,990,138000,8072,CollgCr,1,3,5
735,535478010,999,134500,10205,NAmes,1,3,5
736,535180120,1104,133000,10425,NAmes,1,3,5
737,534426110,1041,124500,9600,NAmes,1,3,5
738,535403150,1194,159500,8910,NAmes,1,3,6
739,531376010,1640,173000,8366,SawyerW,2,3,6
740,911102170,1317,40000,8500,IDOTRR,1,3,4
741,905475520,943,80000,11515,Edwards,1,3,4
742,907175030,1525,235000,9100,CollgCr,2,3,7
743,527212050,2504,325000,11198,StoneBr,2,4,9
744,902201110,1328,129500,6000,OldTown,1,3,5
745,906201030,1732,178000,9206,SawyerW,2,3,6
746,535325130,1145,127000,7700,NAmes,1,3,5
747,533213040,1471,172500,3230,Somerst,2,3,6
748,527352150,2050,154000,13250,NWAmes,2,4,7
749,903226060,1672,164900,6000,BrkSide,1,3,6
750,923227080,1404,160000,13383,Mitchel,2,3,5
751,907252060,2184,254750,12334,CollgCr,2,4,8
752,528102010,1980,315000,16737,NridgHt,2,3,9
753,533208040,1241,199900,4274,Somerst,1,1,7
754,534128090,1610,185000,11358,NWAmes,2,3,7
755,908103260,1033,165000,12102,Edwards,1,3,5
756,903231180,1322,132000,6240,BrkSide,1,4,5
757,533206050,1391,196000,4282,Somerst,2,2,7
758,535403280,1306,153000,8712,NAmes,1,2,5
759,907192030,1660,195000,8935,CollgCr,2,3,7
760,914465060,1689,271000,13265,Mitchel,2,3,8
761,903228120,904,119000,6000,BrkSide,1,2,6
762,903229040,1118,119900,7800,OldTown,1,3,5
763,535101120,1584,124000,8944,NAmes,2,4,5
764,527180040,1341,171500,10176,Gilbert,1,2,7
765,902110080,1389,135000,3378,OldTown,1,3,7
766,902405120,1480,119000,5400,OldTown,1,3,6
767,924100070,1389,170000,10010,Mitchel,1,2,5
768,903454020,819,72000,9000,IDOTRR,1,2,5
769,527110120,1600,169000,8773,Gilbert,2,3,6
770,902136110,1080,95000,5914,OldTown,1,3,5
771,907130060,1200,177500,11249,CollgCr,2,3,6
772,526350040,896,105000,11622,NAmes,1,2,5
773,535352090,793,113000,8480,NAmes,1,2,5
774,907295100,1838,185000,10126,CollgCr,2,2,6
775,528431060,1563,245000,10206,Somerst,2,3,8
776,535126040,1888,190000,16492,NAmes,2,2,6
777,534477110,1668,140000,9600,NAmes,1,3,6
778,528222010,2373,258000,11631,Gilbert,2,4,8
779,923203010,936,140000,6710,Mitchel,0,0,6
780,535154060,1329,176000,12285,NAmes,1,3,7
781,533125120,2826,334000,11025,NoRidge,2,3,8
782,902301150,1017,114000,9143,OldTown,1,2,5
783,533250160,1719,324000,10846,Veenker,1,1,8
784,528106010,2596,342643,16259,NridgHt,3,4,9
785,532376040,1120,129000,6970,Sawyer,1,3,4
786,535151130,1190,132500,7728,NAmes,1,3,5
787,528240070,1960,216500,7851,Gilbert,2,4,6
788,527184020,1179,182000,4740,StoneBr,2,2,8
789,907135230,990,156000,13568,CollgCr,1,3,5
790,527402150,981,143250,10530,NAmes,1,3,6
791,532378070,935,137000,13526,Sawyer,1,3,5
792,910201020,803,87000,5000,IDOTRR,1,2,5
793,905103060,1392,121500,11341,Sawyer,1,3,5
794,923228110,630,80000,1477,MeadowV,1,1,4
795,904100170,1640,131000,21370,Sawyer,1,3,5
796,533242090,2048,301000,8010,Somerst,2,3,8
797,528456180,1852,252678,8640,Somerst,2,3,7
798,907285100,1995,237000,11250,CollgCr,2,4,7
799,535104020,1362,163000,10197,NAmes,1,3,6
800,528439040,1538,260000,8847,Somerst,2,3,8
801,908225320,1487,113000,8741,Edwards,1,3,6
802,527216070,3279,538000,53504,StoneBr,3,4,8
803,527451290,987,85400,1680,BrDale,1,2,6
804,907410050,1797,213500,9245,CollgCr,2,3,7
805,909254050,1512,231000,7609,Crawfor,2,3,8
806,531373060,1663,192500,12774,SawyerW,2,3,7
807,534451130,747,79900,5825,BrkSide,1,1,4
808,902206220,1633,129000,11851,OldTown,1,3,5
809,527164020,1190,166000,7250,Gilbert,2,3,6
810,527107130,1628,189000,8400,Gilbert,2,3,7
811,923225200,1475,129500,2665,MeadowV,2,4,5
812,909251030,1422,136500,7223,Crawfor,1,3,5
813,907194130,1776,192500,14006,CollgCr,2,3,7
814,907250070,1611,250000,11664,CollgCr,2,3,7
815,903454080,1376,119500,8600,IDOTRR,2,3,6
816,534250335,1670,170000,13355,NWAmes,1,4,7
817,528108130,2020,404000,12350,NridgHt,2,3,9
818,923230010,1432,157000,8286,Mitchel,1,3,5
819,909281030,1091,104000,7801,Crawfor,1,2,6
820,527451320,1302,112000,1680,BrDale,2,3,5
821,535303110,1062,131000,8128,NAmes,1,3,6
822,528456200,1278,198600,8640,Somerst,2,2,8
823,528120010,2152,260116,16659,NridgHt,2,3,8
824,902207170,792,99500,8520,OldTown,1,2,5
825,923204140,1632,143000,25000,Mitchel,2,4,5
826,906223080,1879,239900,10560,SawyerW,2,3,7
827,532378050,1024,120875,13052,Sawyer,1,3,5
828,906204140,1982,228500,11287,SawyerW,2,3,7
829,923202137,1092,146000,9278,Mitchel,1,2,5
830,907280040,2098,240000,9375,CollgCr,2,4,7
831,528170070,2046,284000,10625,NridgHt,2,3,7
832,909451020,1032,116500,1879,Blueste,1,2,6
833,902300260,1450,132000,5350,OldTown,1,3,7
834,911226010,894,81000,18000,IDOTRR,1,2,3
835,535375160,1159,114000,7506,OldTown,1,3,5
836,527405160,864,120500,6960,NAmes,1,3,4
837,534200030,864,130000,7130,NAmes,1,2,5
838,528186110,1666,310090,6373,NridgHt,2,2,9
839,527450110,987,103400,1680,BrDale,1,2,6
840,528292030,2312,245000,15896,Gilbert,2,4,7
841,535177020,1144,120000,9100,NAmes,1,3,5
842,535478110,1025,124000,7000,NAmes,1,3,5
843,528142070,2358,329900,11643,NridgHt,2,4,8
844,527276040,1488,133000,47280,Gilbert,2,3,6
845,908127070,1179,110000,8240,Edwards,1,2,6
846,908186090,1072,142500,3675,Edwards,1,2,6
847,916403290,1717,187500,13758,Timber,2,3,7
848,528327070,2687,327000,12720,NoRidge,2,4,8
849,535453040,1027,125900,8000,NAmes,1,3,5
850,923276180,816,139000,11625,Mitchel,1,2,5
851,534430110,1008,137000,11425,NAmes,1,2,5
852,907187030,1724,188000,8924,CollgCr,2,3,7
853,535383120,725,78500,10800,OldTown,1,1,3
854,902205070,407,46500,7311,OldTown,1,1,2
855,535453100,1183,138000,8000,NAmes,1,3,5
856,528488100,1221,185000,7500,Somerst,2,2,7
857,534403370,1445,158000,12095,NAmes,1,3,6
858,535455080,832,105500,7227,NAmes,1,2,6
859,532479120,1701,171000,16647,Sawyer,2,3,5
860,531452260,1540,184000,9109,SawyerW,2,3,7
861,528488130,1301,187750,7200,Somerst,2,2,7
862,923229010,1062,146800,11333,Mitchel,1,3,6
863,528382020,2270,290000,11764,NoRidge,2,4,8
864,914478045,1034,169900,12328,Mitchel,1,3,6
865,535478040,936,130000,6760,NAmes,1,3,5
866,907227080,894,123000,7200,CollgCr,1,2,5
867,532376090,1696,143900,13673,Sawyer,1,3,5
868,907196050,1786,223500,11250,CollgCr,2,3,7
869,907265100,1764,207000,11690,CollgCr,2,3,8
870,528114050,1976,440000,14977,NridgHt,2,2,8
871,907260030,1725,198500,8749,CollgCr,2,3,7
872,905200510,1228,149350,8544,Sawyer,1,3,5
873,527106050,1470,165000,8139,Gilbert,2,3,6
874,527325160,2263,235000,16659,NWAmes,2,3,7
875,535403190,951,143500,8010,NAmes,1,2,6
876,907410040,1737,203160,8581,CollgCr,2,3,7
877,531384070,1820,191750,11613,SawyerW,2,3,6
878,528290170,1690,187000,9487,Gilbert,2,3,6
879,903457130,1315,99500,4330,IDOTRR,2,3,4
880,902402250,2290,122500,11340,OldTown,2,4,4
881,533223050,1102,148800,5105,Somerst,2,2,7
882,527376090,1074,153500,10140,NWAmes,1,3,5
883,528168040,2374,285000,11999,NridgHt,2,4,8
884,528174070,1306,184500,5122,NridgHt,2,1,6
885,527106140,1604,195500,9535,Gilbert,2,3,6
886,909281080,2133,257500,10452,Crawfor,1,4,7
887,534250410,1876,185000,9120,NWAmes,2,4,6
888,907200250,1009,160000,9720,CollgCr,2,3,5
889,907200170,954,132500,10780,CollgCr,1,3,5
890,527182190,1502,212000,6820,StoneBr,1,1,8
891,528290090,1414,176000,7750,Gilbert,2,3,7
892,528228440,1269,192000,3182,Blmngtn,2,2,8
893,905476225,1038,130000,3869,Edwards,2,2,5
894,907260040,1459,192000,8749,CollgCr,2,3,7
895,535426150,1142,113500,9000,NAmes,1,2,6
896,535376090,833,117000,5400,OldTown,1,2,5
897,526302040,1024,157500,10533,NAmes,1,2,6
898,528188160,1405,200000,3242,NridgHt,2,2,7
899,527451450,948,89000,1680,BrDale,1,2,6
900,535453150,1170,140000,7315,NAmes,1,3,5
901,907412020,1728,190000,9313,CollgCr,2,3,7
902,907252220,1872,261500,11885,CollgCr,2,3,8
903,535354260,1728,156000,12099,NAmes,1,3,5
904,910206010,845,68104,11067,IDOTRR,1,1,2
905,903232030,808,81300,6120,BrkSide,1,1,5
906,921201060,1964,370000,11447,Timber,2,3,8
907,535353040,1031,145500,7626,NAmes,1,2,5
908,534427040,1252,142000,10721,NAmes,1,3,6
909,527368020,1674,216000,7500,Somerst,2,3,7
910,905103110,1040,123000,11677,Sawyer,1,3,5
911,528477080,1947,254900,12552,Somerst,2,3,7
912,903230120,896,79000,5940,BrkSide,1,2,4
913,906475050,988,180000,21453,ClearCr,1,1,6
914,528429070,1578,240000,13253,Somerst,2,3,7
915,905426010,2158,243000,12615,Edwards,2,4,6
916,528150080,1792,372397,13758,NridgHt,2,2,9
917,534450090,334,39300,5000,BrkSide,1,1,1
918,534403440,1440,157500,9350,NAmes,1,4,5
919,905201080,1375,187000,14175,Sawyer,1,3,5
920,914476380,1217,173000,9947,Mitchel,2,3,7
921,533223110,1080,139000,4447,Somerst,2,2,7
922,534426040,1053,145500,10007,NAmes,1,3,5
923,527358140,1844,190000,11751,NWAmes,2,3,6
924,528102030,1932,394617,12444,NridgHt,2,2,8
925,905107320,1386,158900,11616,Sawyer,2,3,6
926,528228290,1555,174000,3684,Blmngtn,2,2,7
927,527427210,1419,190000,8773,NAmes,2,2,6
928,909100110,1647,128000,6858,SWISU,1,4,6
929,528228415,1414,178740,3072,Blmngtn,2,2,7
930,909281130,2727,315000,10570,Crawfor,2,3,8
931,907202240,1558,163000,14330,CollgCr,2,2,5
932,903400040,1824,180500,13515,BrkSide,1,3,6
933,532351060,988,129500,9100,Sawyer,1,3,5
934,532377100,1040,133000,7500,Sawyer,1,3,5
935,527325240,1211,161000,13068,NWAmes,2,3,6
936,528390210,1850,248000,29959,NoRidge,2,3,7
937,532354150,864,135000,8100,Sawyer,1,3,5
938,903452025,768,93850,6291,IDOTRR,1,1,6
939,528456240,1218,208300,7862,Somerst,2,2,6
940,534225120,1728,142600,13101,NAmes,2,6,5
941,906382060,1500,212999,8760,CollgCr,2,3,8
942,528166060,2392,386250,13472,NridgHt,2,3,10
943,533253180,1295,213750,3840,Greens,1,1,8
944,528315110,2630,315000,9200,NoRidge,2,4,8
945,535150280,1144,124000,9204,NAmes,1,3,5
946,902305110,1566,150000,9600,OldTown,2,3,8
947,907125040,1022,139500,14217,CollgCr,1,3,5
948,910203020,778,120500,6900,IDOTRR,1,2,5
949,528363020,2501,290000,11929,NoRidge,2,4,8
950,923202025,1368,215000,7020,Mitchel,2,2,7
951,528429100,1670,336820,15218,Somerst,2,2,8
952,533236040,1441,174000,2645,Somerst,2,2,8
953,535151110,1053,142100,8250,NAmes,1,3,5
954,905377020,1630,130000,22692,Edwards,2,3,5
955,903401020,1820,184000,9120,BrkSide,2,4,7
956,906230010,2787,269500,11855,SawyerW,4,6,7
957,534479140,1644,146500,9480,NAmes,1,3,5
958,909253180,1477,145000,6292,SWISU,2,3,7
959,531379030,1837,187000,8304,SawyerW,2,3,6
960,907227090,864,119900,7200,CollgCr,1,3,5
961,909282110,1801,210000,14210,Crawfor,1,3,6
962,528166120,2668,412500,13688,NridgHt,2,3,9
963,914467050,1820,213000,11050,Mitchel,2,3,7
964,905427140,1560,182000,11679,Edwards,2,3,5
965,527165010,1709,185000,14067,Gilbert,2,3,6
966,527359050,1370,152000,10400,NWAmes,2,3,7
967,535180030,1048,135000,10152,NAmes,1,3,5
968,902427150,1093,115500,8516,OldTown,1,2,4
969,905451300,1073,121500,9571,Edwards,1,2,5
970,903233100,1576,149000,6240,BrkSide,1,3,5
971,902301030,1472,125000,9600,OldTown,1,3,5
972,534275010,1050,136500,10659,NAmes,1,3,5
973,908152070,1113,148000,7917,Edwards,1,3,6
974,905104090,894,125000,7094,Sawyer,1,3,5
975,535375040,713,99800,10410,OldTown,1,2,3
976,907202220,879,120000,9675,CollgCr,1,3,5
977,907227050,864,127000,7180,CollgCr,1,3,5
978,535382020,2414,160000,10800,OldTown,2,3,5
979,905403060,1079,125600,5190,Edwards,1,2,7
980,531376090,1450,224243,7328,SawyerW,2,2,7
981,535427070,2069,242000,27650,NAmes,2,4,7
982,923228270,1092,88250,1900,MeadowV,1,3,4
983,528228445,1504,191000,3182,Blmngtn,2,2,7
984,907125020,914,148000,8846,CollgCr,1,2,5
985,533206060,1151,166000,3523,Somerst,2,2,8
986,528275060,1664,172400,8121,Gilbert,2,3,6
987,534403290,2154,224500,8800,NAmes,2,5,6
988,526351100,1434,157000,10200,NAmes,2,4,6
989,534201300,898,140000,8400,NAmes,1,3,5
990,527105060,1525,183500,8238,Gilbert,2,3,6
991,904302020,879,80000,5220,SWISU,1,2,5
992,527107210,1446,175000,21872,Gilbert,2,3,7
993,534425080,1429,181900,14585,NAmes,1,3,6
994,528354110,2398,315750,11787,NoRidge,2,3,7
995,907290250,848,145000,4426,CollgCr,1,1,6
996,528480150,1576,197000,8125,Somerst,2,3,7
997,534427010,1728,84900,13260,NAmes,2,6,5
998,905106140,1352,158000,9364,Sawyer,1,4,6
999,914452120,912,156000,7540,Mitchel,1,2,6
1000,907250050,2000,305900,10386,CollgCr,2,3,8
1001,909425140,1839,257500,14442,Crawfor,2,3,6
1002,535301080,882,116000,11556,NAmes,1,2,5
1003,534125120,1152,143450,11700,NWAmes,1,3,6
1004,528186090,1561,277500,7313,NridgHt,2,2,9
1005,533236070,1607,200000,2645,Somerst,2,3,8
1006,903228060,1342,105000,6000,BrkSide,2,2,6
1007,528351010,4316,755000,21535,NoRidge,3,4,10
1008,916403200,2237,204000,9839,Timber,2,3,6
1009,905401020,2422,255000,12671,ClearCr,3,4,6
1010,535382100,1690,156500,7200,OldTown,2,4,7
1011,905476170,605,86000,9098,Edwards,1,2,4
1012,527364030,1884,240900,7000,Somerst,2,3,7
1013,526355190,2217,268000,15865,NAmes,2,4,8
1014,916226090,1501,244000,4054,Timber,2,2,7
1015,533223020,1416,155000,2572,Somerst,2,3,7
1016,908275300,1526,144500,8562,Edwards,1,4,5
1017,527451170,1365,122500,1920,BrDale,1,2,5
1018,907425015,848,141000,4426,CollgCr,1,1,6
1019,923276100,902,131000,8885,Mitchel,1,2,5
1020,909276010,1517,230000,11435,Crawfor,1,3,8
1021,528176070,2250,320000,13650,NridgHt,2,3,8
1022,907412080,1582,185900,8320,CollgCr,2,3,7
1023,923400110,1287,130000,10429,Mitchel,1,3,5
1024,923229100,1356,188000,15957,Mitchel,2,3,6
1025,903233180,1367,127500,6240,BrkSide,1,3,6
1026,528231030,1119,188500,16219,Gilbert,2,2,7
1027,909254070,1802,200100,7588,Crawfor,1,4,7
1028,527455060,1441,148500,2289,NPkVill,2,3,6
1029,534478140,1920,137000,11345,NAmes,2,4,5
1030,905108120,1949,157000,8235,Sawyer,2,6,5
1031,905377130,861,82500,12342,Edwards,1,1,4
1032,905201090,1437,168000,14175,Sawyer,1,3,5
1033,905480210,1510,108000,9084,Edwards,1,4,4
1034,534278070,1728,177625,13495,NAmes,2,3,5
1035,527368010,1811,235000,8470,Somerst,2,3,8
1036,528188090,1626,155000,2448,NridgHt,2,2,7
1037,535180130,1337,108000,8382,NAmes,1,3,4
1038,533210060,1200,155000,3215,Somerst,2,2,7
1039,527359010,1743,175000,11700,NWAmes,1,3,6
1040,533130130,2349,362500,13143,NoRidge,2,4,8
1041,531371050,1200,184900,10083,SawyerW,2,2,7
1042,535354050,893,135000,9600,NAmes,1,2,5
1043,902106010,1558,150000,6406,OldTown,1,3,5
1044,533213020,1256,195000,4217,Somerst,1,1,6
1045,528456220,1590,210000,9000,Somerst,2,3,8
1046,907227290,768,133000,8445,CollgCr,1,2,5
1047,528186010,1712,286500,16770,NridgHt,2,3,8
1048,905104240,868,119900,8425,Sawyer,1,2,5
1049,906426090,1582,190000,36500,ClearCr,2,4,5
1050,902301120,1928,137000,9142,OldTown,2,4,6
