PID,GrLivArea,SalePrice,LotFrontage,LotArea,Street_paved,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_log,HeatingQC_ord,LotShape_com,MSZoning_com,LF_Near_NS_RR,LF_Near_Positive_Feature,LF_Adjacent_Arterial_St,LF_Near_EW_RR,LF_Adjacent_Feeder_St,Heating_com,Electrical_com,LotConfig_com,LotFrontage_log,LotArea_log,ext_Wood_Siding,ext_Hard_Board,ext_Metal_Siding,ext_Vinyl_Siding,ext_Wood_Shingles,ext_Plywood,ext_Stucco,ext_Cement_Board,ext_Face_Brick,ext_Asbestos_Shingles,ext_Common_Brick,ext_Imitation_Stucco,ext_Other,BsmtCond_ord,BsmtQual_ord,BsmtExposure_ord,BSMT_GLQ,BSMT_ALQ,BSMT_BLQ,BSMT_LwQ,BSMT_Rec,GarageType_com,number_floors,attic,PUD,Functional_ord,1stFlrSF_log,2ndFlrSF_log,GrLivArea_log,sold_datetime,Garage_age_years,Garage_age_bin,house_age_years,Remod_age_years,Remod_age_bin
908226180,774,79000,70.0,4270,Pave,No alley access,Banked (rise from street level to building),EGWS,Moderate-severe,Edwards,1Fam,3,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,0.0,544.0,Y,774,0,0,0.0,0.0,1,0,3,1,4,6,0,0,No garage,0.0,0.0,0,0,Paved,0,0,286,0,0,0,0,No Fence,Nothing,0,5,2007,WD ,Normal,4.897627091290442,5,Regular,"Residential, high-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.248495242049359,3.630427875025024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,544.0,No garage,1,No attic,0,7,2.8887409606828927,0.0,2.8887409606828927,2007-05-01,-1.0,No garage,76.38082191780822,1.3287671232876712,0-15
527425060,864,97000,70.0,10500,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,4,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,160.0,864.0,Y,864,0,0,0.0,0.0,1,0,2,1,3,4,0,0,Unf,2.0,576.0,3,3,Paved,216,0,0,0,0,0,0,No Fence,Nothing,0,3,2009,WD ,Abnorml,4.986771734266245,4,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",2+ sides frontage,4.248495242049359,4.021189299069938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,524.0,0.0,180.0,0.0,Detached,1,No attic,0,7,2.936513742478893,0.0,2.936513742478893,2009-03-01,20.175342465753424,20-40,38.18904109589041,-1.0,No remodel
527451540,987,97000,21.0,1680,Pave,No alley access,Level,EGWS,Gentle,BrDale,Twnhs,6,6,Gable,Standard (Composite) Shingle,Brick Face,425.0,3,3,CBlock,79.0,483.0,Y,483,504,0,1.0,0.0,1,1,2,1,3,5,0,0,Unf,1.0,288.0,3,3,Paved,0,0,0,0,0,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,4.986771734266245,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.044522437723423,3.225309281725863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,294.0,110.0,Detached,2,No attic,1,7,2.683947130751512,2.7032913781186614,2.9943171526696366,2009-07-01,37.52328767123288,20-40,37.52328767123288,-1.0,No remodel
902128170,804,119000,60.0,7200,Pave,No alley access,Level,EGWS,Gentle,OldTown,1Fam,5,7,Gable,Standard (Composite) Shingle,Stone,294.0,3,4,CBlock,278.0,788.0,Y,804,0,0,1.0,0.0,1,0,2,1,4,4,2,4,Unf,1.0,240.0,3,3,Paved,0,0,154,0,0,0,0,Minimum Privacy,Nothing,0,2,2010,WD ,Abnorml,5.075546961392531,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.0943445622221,3.8573324964312685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,510.0,0.0,0.0,Attached,1,No attic,0,7,2.905256048748451,0.0,2.905256048748451,2010-02-01,70.13424657534246,60+,70.13424657534246,18.0986301369863,15-30
903455090,1360,125500,60.0,7200,Pave,No alley access,Level,EGWS,Gentle,IDOTRR,1Fam,5,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,803.0,803.0,Y,803,557,0,0.0,0.0,1,1,2,1,4,6,0,0,Unf,1.0,297.0,3,3,Paved,0,65,190,0,0,0,0,Minimum Privacy,Nothing,0,7,2006,WD ,Normal,5.098643725817057,5,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.0943445622221,3.8573324964312685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,0.0,Detached,1,Finished,0,7,2.904715545278681,2.7466341989375787,3.1335389083702174,2006-07-01,55.534246575342465,40-60,68.54246575342465,11.504109589041096,0-15
535300120,1382,176000,120.0,19296,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,6,5,Gable,Standard (Composite) Shingle,Brick Face,399.0,3,3,CBlock,0.0,1362.0,Y,1382,0,0,1.0,0.0,1,0,3,1,3,6,1,3,Unf,2.0,884.0,3,3,Paved,0,0,252,0,0,0,0,Good Wood,Nothing,0,5,2009,WD ,Normal,5.2455126678141495,3,Regular,"Residential, low-density",0.0,0.0,1.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.787491742782046,4.2854672904600575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,0.0,690.0,0.0,0.0,672.0,Attached,2,No attic,0,7,3.1405080430381798,0.0,3.1405080430381798,2009-05-01,18.34246575342466,0-20,47.36164383561644,-1.0,No remodel
910203250,540,82000,58.0,8154,Pave,No alley access,Level,EGWS,Gentle,IDOTRR,1Fam,2,5,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,0.0,480.0,Y,540,0,0,0.0,0.0,1,0,1,1,3,4,0,0,Unf,1.0,200.0,2,2,Dirt Gravel,0,0,0,0,0,0,0,No Fence,Nothing,0,4,2010,ConLw,Normal,4.913813852383717,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.060443010546419,3.911370707116138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,480.0,0.0,0.0,Detached,1,No attic,0,7,2.7323937598229686,0.0,2.7323937598229686,2010-04-01,59.28767123287671,40-60,69.2931506849315,60.28767123287671,45+
903228070,1142,93000,60.0,6000,Pave,No alley access,Level,EGWS,Gentle,BrkSide,1Fam,5,5,Gable,Standard (Composite) Shingle,Brick Face,444.0,3,3,BrkTil,248.0,468.0,Y,822,320,0,0.0,0.0,1,0,3,1,3,6,0,0,Fin,1.0,320.0,3,3,Paved,0,0,98,0,0,0,0,No Fence,Nothing,0,6,2009,WD ,Normal,4.968482948553935,4,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.0943445622221,3.7781512503836434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,220.0,Attached,1,Finished,0,7,2.9148718175400505,2.506505032404872,3.0576661039098294,2009-06-01,85.47397260273972,60+,85.47397260273972,59.45479452054794,45+
527214060,2698,535000,82.0,16052,Pave,No alley access,Level,EGWS,Gentle,StoneBr,1Fam,10,5,Hip,Standard (Composite) Shingle,Stone,734.0,5,3,PConc,644.0,1850.0,Y,1850,848,0,1.0,0.0,2,1,4,1,5,11,1,4,RFn,3.0,736.0,3,3,Paved,250,0,0,0,0,0,0,No Fence,Nothing,0,7,2006,New,Partial,5.7283537820212285,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Cul-de-sac lot,4.406719247264253,4.205529151061801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,1206.0,0.0,0.0,0.0,0.0,Attached,2,No attic,0,7,3.2671717284030137,2.928907690243953,3.4310419453358856,2006-07-01,0.4958904109589041,0-20,0.4958904109589041,-1.0,No remodel
528427010,1580,235128,92.0,11932,Pave,No alley access,Level,EGWS,Gentle,Somerst,1Fam,8,5,Gable,Standard (Composite) Shingle,Stone,186.0,4,3,PConc,1580.0,1580.0,Y,1580,0,0,0.0,0.0,2,0,3,1,4,7,0,0,RFn,3.0,830.0,3,3,Paved,0,24,0,0,0,0,0,No Fence,Nothing,0,6,2008,ConLD,Partial,5.371304349760494,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,1.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",2+ sides frontage,4.5217885770490405,4.076713244690025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1986570869544226,0.0,3.1986570869544226,2008-06-01,0.41643835616438357,0-20,1.4164383561643836,0.41643835616438357,0-15
535451250,1904,138000,60.0,7200,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,5,4,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,676.0,1208.0,Y,1136,768,0,1.0,0.0,1,1,3,1,3,7,0,0,Unf,1.0,240.0,3,3,Paved,0,0,168,0,0,0,0,Good Privacy,Nothing,0,5,2009,WD ,Normal,5.139879086401237,4,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,">60 Amp fuse box, all Romex wiring",Inside lot (1 side frontage),4.0943445622221,3.8573324964312685,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,352.0,0.0,180.0,Attached,1,Finished,0,6,3.055378331375,2.885926339801431,3.2796669440484556,2009-05-01,59.36986301369863,40-60,59.36986301369863,27.34794520547945,15-30
908152270,1132,176000,60.0,7024,Pave,No alley access,Level,EGWS,Gentle,Edwards,1Fam,4,5,Gable,Standard (Composite) Shingle,None,0.0,3,3,PConc,108.0,1132.0,Y,1132,0,0,1.0,0.0,1,1,2,1,4,5,0,0,Fin,2.0,451.0,3,3,Paved,252,64,0,0,0,0,0,No Fence,Nothing,0,6,2008,WD ,Normal,5.2455126678141495,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.0943445622221,3.8465845028980463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1024.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.0538464268522527,0.0,3.0538464268522527,2008-06-01,3.4164383561643836,0-20,3.4164383561643836,-1.0,No remodel
909452050,1982,208000,116.64904628842878,13607,Pave,No alley access,Level,EGWS,Gentle,Crawfor,1Fam,6,6,Gable,Standard (Composite) Shingle,Brick Face,242.0,3,4,CBlock,118.0,572.0,Y,1182,800,0,1.0,0.0,2,1,3,1,3,6,1,3,Fin,2.0,501.0,3,3,Paved,400,112,0,0,0,0,0,No Fence,Shed,1500,4,2009,WD ,Normal,5.318063334962762,4,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.759169822595429,4.133762384787346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,454.0,0.0,0.0,0.0,BuiltIn,2,No attic,0,7,3.0726174765452368,2.9036325160842376,3.2971036501492565,2009-04-01,23.263013698630136,20-40,23.263013698630136,-1.0,No remodel
532354160,864,141000,184.38004230393267,8499,Pave,No alley access,Level,EGWS,Gentle,Sawyer,1Fam,5,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,204.0,864.0,Y,864,0,0,1.0,0.0,1,0,3,1,3,5,0,0,Unf,2.0,732.0,3,3,Paved,0,312,0,0,0,0,0,No Fence,Nothing,0,6,2009,WD ,Normal,5.14921911265538,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,1.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,5.216999074809259,3.9293678292400998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,660.0,0.0,0.0,0.0,0.0,Detached,1,No attic,0,7,2.936513742478893,0.0,2.936513742478893,2009-06-01,27.432876712328767,20-40,48.446575342465756,-1.0,No remodel
531453100,1400,162000,101.36074190730847,10274,Pave,No alley access,Level,EGWS,Gentle,SawyerW,1Fam,6,7,Gable,Standard (Composite) Shingle,Brick Face,141.0,3,4,CBlock,345.0,676.0,Y,698,702,0,0.0,0.0,2,1,3,1,3,6,0,0,RFn,2.0,465.0,3,3,Paved,0,48,0,0,0,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.209515014542631,3,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Cul-de-sac lot,4.618685855513607,4.011739561388318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,331.0,Attached,2,No attic,0,7,2.843855422623161,2.846955325019824,3.146128035678238,2009-07-01,23.512328767123286,20-40,23.512328767123286,-1.0,No remodel
527328050,1177,151500,79.0,11850,Pave,No alley access,Level,EGWS,Gentle,NWAmes,1Fam,6,6,Gable,Standard (Composite) Shingle,Brick Face,98.0,3,3,CBlock,372.0,1153.0,Y,1177,0,0,0.0,0.0,2,0,3,1,4,6,0,0,Fin,2.0,495.0,3,3,Paved,204,103,0,0,0,0,0,Minimum Privacy,Nothing,0,8,2007,WD ,Normal,5.1804126328383235,3,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",2+ sides frontage,4.3694478524670215,4.073718350346122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,781.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.0707764628434346,0.0,3.0707764628434346,2007-08-01,23.5972602739726,20-40,23.5972602739726,-1.0,No remodel
907418010,1564,218836,85.0,11058,Pave,No alley access,Level,EGWS,Gentle,CollgCr,1Fam,7,6,Gable,Standard (Composite) Shingle,Stone,212.0,4,3,PConc,1508.0,1564.0,Y,1564,0,0,0.0,0.0,2,0,3,1,4,6,0,0,RFn,3.0,814.0,3,3,Paved,0,24,0,0,0,0,0,No Fence,Nothing,0,2,2008,WD ,Normal,5.34011876791404,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.442651256490317,4.043676585602717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,56.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1942367487238292,0.0,3.1942367487238292,2008-02-01,1.084931506849315,0-20,1.084931506849315,-1.0,No remodel
528344020,2582,322500,74.0,11002,Pave,No alley access,Level,EGWS,Gentle,NoRidge,1Fam,8,5,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,341.0,1389.0,Y,1411,1171,0,1.0,0.0,2,1,4,1,4,9,1,3,Fin,3.0,758.0,3,3,Paved,286,60,0,0,0,0,0,No Fence,Nothing,0,1,2007,WD ,Normal,5.508529718971286,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.30406509320417,4.041471640613747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1048.0,0.0,0.0,0.0,0.0,Attached,2,No attic,0,7,3.149527013754348,3.068927611682072,3.4119562379304016,2007-01-01,9.005479452054795,0-20,9.005479452054795,8.005479452054795,0-15
532353180,1212,151000,88.0,8471,Pave,No alley access,Level,EGWS,Gentle,Sawyer,1Fam,6,7,Gable,Standard (Composite) Shingle,Brick Face,46.0,3,3,CBlock,0.0,506.0,Y,1212,0,0,1.0,0.0,1,0,3,1,3,6,1,3,Unf,2.0,492.0,3,3,Paved,292,12,0,0,0,0,0,Good Wood,Nothing,0,7,2006,WD ,Normal,5.17897694729317,3,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.477336814478207,3.9279346817411795,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,0.0,506.0,0.0,0.0,0.0,Attached,2,No attic,0,7,3.0835026198302673,0.0,3.0835026198302673,2006-07-01,28.515068493150686,20-40,29.515068493150686,11.504109589041096,0-15
902106070,1296,127500,50.0,6000,Pave,Gravel,Level,EGWS,Gentle,OldTown,1Fam,6,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,569.0,845.0,Y,866,430,0,0.0,0.0,1,0,3,1,3,6,0,0,Unf,2.0,576.0,3,3,Paved,0,0,175,0,0,0,0,No Fence,Nothing,0,7,2007,WD ,Normal,5.105510184769974,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.912023005428146,3.7781512503836434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,276.0,Detached,1,Finished,0,7,2.937517892017347,2.6344772701607315,3.1126050015345745,2007-07-01,27.515068493150686,20-40,80.55068493150685,57.534246575342465,45+
528221050,1326,203000,88.0,12216,Pave,No alley access,Level,EGWS,Gentle,Gilbert,1Fam,6,5,Gable,Standard (Composite) Shingle,None,0.0,3,3,PConc,408.0,1326.0,Y,1326,0,0,1.0,0.0,2,0,3,1,4,6,0,0,Fin,2.0,388.0,3,3,Paved,120,23,0,0,0,0,0,No Fence,Shed,2000,6,2007,WD ,Normal,5.307496037913213,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.477336814478207,4.086929024048365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,918.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1225435240687545,0.0,3.1225435240687545,2007-06-01,2.4136986301369863,0-20,2.4136986301369863,-1.0,No remodel
534479300,936,121000,82.0,9888,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,5,6,Gable,Standard (Composite) Shingle,None,0.0,3,4,CBlock,450.0,936.0,Y,936,0,0,0.0,0.0,1,0,2,1,3,5,0,0,Unf,1.0,240.0,3,3,Paved,0,0,160,0,0,0,0,Minimum Privacy,Nothing,0,3,2006,WD ,Normal,5.08278537031645,3,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,">60 Amp fuse box, all Romex wiring",Inside lot (1 side frontage),4.406719247264253,3.9951084577447404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,486.0,0.0,0.0,Attached,1,No attic,0,7,2.971275848738105,0.0,2.971275848738105,2006-03-01,52.1972602739726,40-60,52.1972602739726,31.183561643835617,30-45
906223060,1775,213000,75.0,9317,Pave,No alley access,Level,EGWS,Gentle,SawyerW,1Fam,7,5,Gable,Standard (Composite) Shingle,Brick Face,137.0,4,3,PConc,227.0,740.0,Y,1006,769,0,1.0,0.0,2,1,3,1,4,7,1,3,Unf,2.0,425.0,3,3,Paved,234,72,192,0,0,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.328379603438738,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.31748811353631,3.969276095488932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,513.0,0.0,0.0,0.0,Attached,2,No attic,0,7,3.0025979807199086,2.886490725172482,3.249198357391113,2009-07-01,16.506849315068493,0-20,16.506849315068493,-1.0,No remodel
535105060,1537,174000,80.0,8400,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,6,9,Gable,Standard (Composite) Shingle,Brick Face,237.0,4,4,CBlock,1319.0,1319.0,Y,1537,0,0,1.0,0.0,1,1,3,1,4,7,1,4,RFn,2.0,462.0,3,3,Paved,0,36,0,0,0,0,0,Good Privacy,Nothing,0,7,2008,COD,Abnorml,5.2405492482825995,3,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.382026634673881,3.9242792860618816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1866738674997452,0.0,3.1866738674997452,2008-07-01,46.52876712328767,40-60,46.52876712328767,3.4986301369863013,0-15
528108040,2690,398800,95.0,12350,Pave,No alley access,Level,EGWS,Gentle,NridgHt,1Fam,9,5,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,379.0,1365.0,Y,1365,1325,0,1.0,0.0,2,1,3,1,5,8,1,4,RFn,3.0,864.0,3,3,Paved,0,197,0,0,0,0,0,No Fence,Nothing,0,7,2009,New,Partial,5.600755149639618,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.553876891600541,4.0916669575956846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,986.0,0.0,0.0,0.0,0.0,Attached,2,No attic,0,7,3.1351326513767748,3.1225435240687545,3.429752280002408,2009-07-01,0.4958904109589041,0-20,0.4958904109589041,-1.0,No remodel
909279010,2480,205000,180.49930747789588,8145,Pave,No alley access,Hillside (downward slope on both sides),EGWS,Gentle,Crawfor,Duplex,7,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,674.0,920.0,Y,1240,1240,0,0.0,0.0,2,1,5,2,3,13,2,4,Unf,2.0,400.0,3,3,Paved,0,0,57,0,0,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.311753861055754,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,5.195726941078018,3.910891088644528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,246.0,0.0,Detached,2,Unfinished,0,7,3.093421685162235,3.09377178149873,3.3944516808262164,2009-07-01,69.54520547945205,60+,69.54520547945205,59.536986301369865,45+
527183030,1228,189000,40.0,4671,Pave,No alley access,Hillside (downward slope on both sides),EGWS,Gentle,StoneBr,TwnhsE,8,5,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,461.0,1228.0,Y,1228,0,0,1.0,0.0,2,0,2,1,4,5,1,4,Fin,2.0,472.0,3,3,Paved,168,120,0,0,0,0,0,No Fence,Nothing,0,10,2008,WD ,Normal,5.276461804173244,4,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.6888794541139363,3.669409867287783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,767.0,0.0,0.0,0.0,0.0,Attached,1,No attic,1,7,3.089198366805149,0.0,3.089198366805149,2008-10-01,20.764383561643836,20-40,20.764383561643836,19.76164383561644,15-30
527276160,1934,185000,85.0,11900,Pave,No alley access,Level,EGWS,Gentle,Gilbert,1Fam,5,6,Gable,Standard (Composite) Shingle,Brick Face,157.0,3,3,PConc,722.0,1122.0,Y,946,988,0,1.0,0.0,2,1,3,1,3,6,1,3,Unf,2.0,567.0,3,3,Partial Pavement,0,176,0,0,200,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.267171728403014,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.442651256490317,4.075546961392531,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,400.0,0.0,0.0,0.0,Attached,2,No attic,0,7,2.975891136401793,2.9951962915971793,3.286456469746983,2009-07-01,32.51780821917808,20-40,32.51780821917808,-1.0,No remodel
902207130,832,12789,68.0,9656,Pave,No alley access,Level,EGWS,Gentle,OldTown,1Fam,2,2,Gable,Standard (Composite) Shingle,None,0.0,3,2,BrkTil,678.0,678.0,N,832,0,0,0.0,0.0,1,0,2,1,3,5,1,4,Unf,2.0,780.0,2,2,Dirt Gravel,0,0,0,0,0,0,0,No Fence,Nothing,0,6,2010,WD ,Abnorml,4.106836587366795,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.219507705176107,3.984797257089293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,Detached,1,No attic,0,7,2.920123326290724,0.0,2.920123326290724,2010-06-01,82.47123287671234,60+,87.47397260273972,40.441095890410956,30-45
