,SalePrice,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,PorchSF,ExterQualDisc,OverallCondDisc,BSMT_HighQual,KitchenQualDisc,Fireplaces,Pool,BedroomAbvGr,water_tower,graveyard,police,optician,slipway,bar,farmyard,cinema,supermarket,hotel,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_None,MasVnrType_Stone
881,148000,1113,7917,0.42857142857142855,1143.0,31.350684931506848,1.0,1,1,1,0,30,0.09523809523809518,-0.23809523809523797,0.0,0.09523809523809518,1,0,3,0,0,0,1,0,1,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,287000,2263,9240,0.7142857142857142,1055.0,7.671232876712328,2.0,2,1,1,0,234,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,1,0,3,1,0,0,1,0,1,10,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,149900,833,12887,0.28571428571428564,243.0,26.265753424657536,2.0,1,0,2,0,0,-0.04761904761904773,-0.3809523809523809,590.0,-0.380952380952381,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377,151500,1177,11850,0.42857142857142855,372.0,23.5972602739726,2.0,2,0,1,0,103,0.09523809523809518,-0.07142857142857145,781.0,-0.23809523809523808,0,0,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,174000,1441,2645,0.7142857142857142,776.0,8.838356164383562,2.0,2,1,1,0,0,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
432,149000,1352,10800,0.28571428571428564,676.0,70.63013698630137,2.0,2,0,1,0,128,-0.04761904761904773,-0.3809523809523809,0.0,-0.380952380952381,0,0,4,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
994,134432,1588,17120,0.14285714285714285,0.0,49.53150684931507,2.0,2,0,0,0,59,-0.19047619047619052,-0.02380952380952378,0.0,-0.19047619047619052,1,0,4,0,0,2,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1537,189000,1657,14565,0.5714285714285714,295.0,14.843835616438357,2.0,2,1,3,0,74,-0.09523809523809523,0.23809523809523814,537.0,-0.09523809523809523,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1957,151000,1556,1950,0.42857142857142855,104.0,28.51780821917808,2.0,2,1,1,0,0,0.09523809523809518,-0.07142857142857145,612.0,0.09523809523809518,1,0,3,1,0,0,0,0,10,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1451,52000,729,4130,0.0,270.0,73.54794520547945,0.0,1,0,1,0,0,-0.6666666666666666,-0.5,0.0,-0.33333333333333337,0,0,2,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,113700,1218,2058,0.42857142857142855,672.0,34.93698630136986,1.0,1,1,1,0,28,0.09523809523809518,0.09523809523809529,0.0,-0.5714285714285714,0,0,4,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2048,127000,1285,8635,0.28571428571428564,631.0,60.04109589041096,1.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,41.0,-0.04761904761904773,0,0,2,0,1,1,1,0,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
814,190000,1728,9313,0.5714285714285714,864.0,5.252054794520548,2.0,2,1,1,0,56,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,1,0,0,0,0,1,12,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1788,170000,1671,13041,0.42857142857142855,781.0,11.093150684931508,2.0,2,1,1,0,84,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,220000,1958,9317,0.5714285714285714,282.0,13.504109589041096,2.0,2,1,1,0,93,-0.09523809523809523,0.23809523809523814,497.0,-0.09523809523809523,1,0,3,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
948,184900,1200,10083,0.5714285714285714,343.0,6.586301369863014,2.0,2,0,1,0,41,-0.09523809523809523,0.23809523809523814,833.0,-0.09523809523809523,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,67000,864,8248,0.0,864.0,94.73150684931508,0.0,1,0,1,0,100,-0.33333333333333337,0.0,0.0,-0.33333333333333337,0,0,2,2,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2397,146000,1824,12436,0.28571428571428564,1824.0,51.032876712328765,2.0,2,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,5,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
367,176000,1382,19296,0.42857142857142855,672.0,47.36164383561644,2.0,1,0,4,0,252,0.09523809523809518,0.09523809523809529,690.0,0.09523809523809518,1,0,3,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,192000,1930,11339,0.5714285714285714,22.0,28.18082191780822,2.0,2,1,1,0,72,0.23809523809523803,0.23809523809523814,758.0,-0.09523809523809523,1,0,4,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,120000,879,9675,0.28571428571428564,864.0,32.68767123287671,2.0,1,0,1,0,80,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,3,1,0,0,1,0,1,8,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2209,179900,1552,11475,0.42857142857142855,163.0,31.10684931506849,2.0,2,1,1,0,208,0.09523809523809518,-0.07142857142857145,550.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2311,105000,988,1974,0.14285714285714285,25.0,35.43835616438356,1.0,1,0,3,0,101,-0.19047619047619052,-0.5238095238095237,501.0,-0.19047619047619052,0,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1293,156500,1377,8000,0.28571428571428564,1377.0,47.865753424657534,1.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,2,0,3,0,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2369,110000,1196,12354,0.42857142857142855,684.0,89.64383561643835,2.0,1,0,2,0,46,0.09523809523809518,-0.4047619047619047,0.0,-0.23809523809523808,0,0,3,2,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1819,96900,1376,7614,0.0,738.0,101.23013698630136,1.0,1,0,2,0,329,-0.33333333333333337,-0.33333333333333326,0.0,-0.33333333333333337,0,0,2,0,1,1,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1727,205000,1567,13680,0.28571428571428564,112.0,69.13424657534246,2.0,1,1,1,0,171,-0.04761904761904773,-0.21428571428571436,728.0,-0.04761904761904773,2,0,2,2,1,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1586,118000,864,8125,0.28571428571428564,864.0,50.701369863013696,1.0,1,0,1,0,0,-0.04761904761904773,-0.3809523809523809,0.0,-0.04761904761904773,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
984,140750,1470,10560,0.42857142857142855,738.0,88.47397260273972,2.0,1,1,1,0,0,0.09523809523809518,-0.23809523809523797,0.0,0.09523809523809518,0,0,2,0,1,1,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
542,159000,1114,13072,0.5714285714285714,1114.0,5.3342465753424655,2.0,1,1,1,0,102,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
803,212000,1502,6820,0.7142857142857142,1120.0,25.43013698630137,2.0,1,1,3,0,194,0.04761904761904756,0.38095238095238093,368.0,0.04761904761904756,0,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
677,315000,1980,16737,0.857142857142857,533.0,2.6684931506849314,3.0,2,0,3,0,45,0.19047619047619035,0.5238095238095237,1447.0,-0.1428571428571429,1,0,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,207500,1314,5063,0.5714285714285714,410.0,2.249315068493151,2.0,2,0,1,0,62,-0.09523809523809523,0.23809523809523814,904.0,-0.09523809523809523,1,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
552,591587,2338,51974,0.857142857142857,1559.0,1.4136986301369865,3.0,2,1,3,1,457,-0.1428571428571429,0.5238095238095237,1101.0,0.19047619047619035,2,0,4,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,125500,902,6173,0.28571428571428564,277.0,40.608219178082194,1.0,1,0,1,0,0,-0.04761904761904773,-0.21428571428571436,599.0,-0.04761904761904773,0,0,3,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,131000,2016,26400,0.28571428571428564,0.0,129.5013698630137,2.0,1,0,0,0,0,-0.380952380952381,-0.3809523809523809,0.0,-0.04761904761904773,1,0,4,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
970,275000,1696,11194,0.7142857142857142,1696.0,1.6684931506849314,3.0,2,0,2,0,56,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1858,161000,2180,10320,0.42857142857142855,1138.0,92.3917808219178,2.0,1,1,1,0,170,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,0,0,1,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1568,133500,1044,6285,0.42857142857142855,456.0,31.26849315068493,2.0,1,0,3,0,0,0.09523809523809518,-0.07142857142857145,504.0,0.09523809523809518,1,0,3,0,0,0,1,0,1,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
940,108000,1510,9084,0.14285714285714285,755.0,69.7972602739726,1.0,1,0,2,0,0,-0.19047619047619052,-0.1904761904761904,0.0,-0.19047619047619052,1,0,4,2,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1860,183200,1509,7861,0.42857142857142855,326.0,4.416438356164384,2.0,2,1,1,0,75,-0.23809523809523808,0.09523809523809529,457.0,-0.23809523809523808,1,0,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1564,192000,1638,9042,0.42857142857142855,115.0,10.504109589041096,2.0,2,1,4,0,38,0.09523809523809518,0.09523809523809529,828.0,0.09523809523809518,2,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
788,235000,2263,16659,0.5714285714285714,0.0,29.18082191780822,2.0,2,1,1,0,250,0.23809523809523803,-0.09523809523809512,795.0,-0.09523809523809523,1,0,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,177000,1337,10943,0.42857142857142855,475.0,10.753424657534246,2.0,2,0,1,0,68,-0.23809523809523808,0.09523809523809529,930.0,-0.23809523809523808,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
355,250000,2057,11500,0.5714285714285714,1017.0,70.46301369863014,1.0,1,1,1,0,322,-0.09523809523809523,-0.09523809523809512,0.0,-0.09523809523809523,1,0,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2425,152000,1126,7400,0.28571428571428564,104.0,24.18082191780822,2.0,1,0,3,0,0,-0.04761904761904773,-0.047619047619047616,956.0,-0.04761904761904773,0,0,2,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1618,155000,1548,2308,0.42857142857142855,248.0,31.51780821917808,2.0,2,1,1,0,0,0.09523809523809518,-0.07142857142857145,556.0,-0.23809523809523808,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1367,140000,1595,8400,0.42857142857142855,940.0,66.46027397260274,1.0,1,0,1,0,108,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,2,0,2,2,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1683,181000,1659,11920,0.5714285714285714,831.0,6.252054794520548,2.0,2,1,3,0,68,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,79500,1092,1526,0.14285714285714285,546.0,36.43835616438356,0.0,1,1,1,0,34,-0.19047619047619052,-0.1904761904761904,0.0,-0.19047619047619052,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1334,124000,912,8020,0.28571428571428564,268.0,42.276712328767125,0.0,1,0,1,0,0,-0.04761904761904773,-0.21428571428571436,644.0,-0.04761904761904773,0,0,3,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
554,392000,1419,8089,0.7142857142857142,474.0,0.7479452054794521,2.0,2,0,3,1,0,0.04761904761904756,0.2142857142857142,945.0,0.04761904761904756,1,0,2,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2358,164900,1363,14559,0.28571428571428564,1008.0,58.45479452054794,1.0,1,0,1,0,210,-0.380952380952381,-0.3809523809523809,0.0,-0.04761904761904773,2,0,2,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693,177500,1200,11249,0.42857142857142855,866.0,12.58904109589041,2.0,2,0,1,0,26,-0.23809523809523808,0.09523809523809529,334.0,-0.23809523809523808,0,0,3,1,0,0,0,0,1,7,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,265000,2443,10625,0.42857142857142855,1158.0,3.416438356164384,3.0,2,1,3,0,127,-0.23809523809523808,0.09523809523809529,0.0,-0.23809523809523808,1,0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2180,159900,1444,10400,0.42857142857142855,1444.0,32.271232876712325,2.0,2,0,1,0,24,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,177000,1573,2117,0.42857142857142855,339.0,7.671232876712328,2.0,2,1,1,0,32,-0.23809523809523808,0.09523809523809529,417.0,-0.23809523809523808,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1587,183500,1169,8076,0.42857142857142855,455.0,13.504109589041096,2.0,2,0,1,0,170,0.09523809523809518,-0.07142857142857145,705.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,143000,1050,8510,0.28571428571428564,543.0,38.52328767123288,1.0,1,1,1,0,0,-0.04761904761904773,-0.3809523809523809,500.0,-0.04761904761904773,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,189000,1434,8529,0.5714285714285714,1434.0,8.252054794520548,2.0,2,0,1,0,39,-0.09523809523809523,0.23809523809523814,20.0,-0.09523809523809523,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1757,196000,1306,5381,0.42857142857142855,406.0,4.583561643835616,2.0,2,0,3,0,63,-0.23809523809523808,0.09523809523809529,900.0,-0.23809523809523808,1,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
339,106900,1290,5870,0.42857142857142855,554.0,108.32054794520548,1.0,1,1,1,0,112,0.09523809523809518,-0.5714285714285714,0.0,0.09523809523809518,0,0,3,0,0,1,1,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1325,241500,1363,39104,0.5714285714285714,322.0,54.28493150684932,2.0,1,0,4,0,0,0.23809523809523803,-0.09523809523809512,1063.0,0.23809523809523803,2,0,2,1,1,1,1,0,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1614,135000,1981,7804,0.14285714285714285,1122.0,81.97260273972603,2.0,2,0,1,0,44,-0.19047619047619052,0.14285714285714285,0.0,-0.5238095238095237,2,0,4,2,1,1,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2202,211000,2060,10029,0.42857142857142855,320.0,19.67945205479452,2.0,2,1,1,0,420,-0.23809523809523808,0.09523809523809529,831.0,0.09523809523809518,1,0,4,0,0,0,1,0,2,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,132500,1190,7728,0.28571428571428564,303.0,44.35890410958904,2.0,1,0,3,0,18,-0.04761904761904773,-0.21428571428571436,803.0,-0.04761904761904773,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2111,345000,2704,13860,0.7142857142857142,542.0,37.52328767123288,2.0,2,1,4,0,111,0.04761904761904756,0.04761904761904767,1410.0,-0.2857142857142857,3,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1729,235000,1823,12192,0.5714285714285714,265.0,8.336986301369864,2.0,2,1,1,0,36,-0.09523809523809523,0.23809523809523814,663.0,-0.09523809523809523,0,0,3,1,0,0,0,0,1,12,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2424,137900,892,7800,0.28571428571428564,864.0,44.44383561643836,1.0,1,0,2,0,0,-0.04761904761904773,-0.3809523809523809,0.0,-0.380952380952381,0,0,3,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
960,167500,1264,9300,0.28571428571428564,1268.0,50.28219178082192,2.0,1,0,1,0,143,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,2,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,145000,990,9245,0.28571428571428564,304.0,14.093150684931508,2.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,686.0,-0.04761904761904773,0,0,3,1,0,0,0,0,1,10,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1164,134000,1211,8250,0.28571428571428564,952.0,40.61095890410959,1.0,1,0,1,0,63,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,1,0,3,1,1,1,1,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1505,159000,2432,7700,0.28571428571428564,1216.0,25.101369863013694,2.0,4,2,1,0,0,-0.04761904761904773,0.28571428571428564,0.0,-0.04761904761904773,0,0,4,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1405,145000,992,10265,0.28571428571428564,234.0,41.52602739726027,1.0,1,0,1,0,0,-0.04761904761904773,-0.3809523809523809,758.0,-0.380952380952381,0,0,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
500,171000,1645,9600,0.42857142857142855,386.0,39.44109589041096,2.0,1,2,1,0,78,0.09523809523809518,-0.07142857142857145,329.0,0.09523809523809518,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,245500,1288,14963,0.7142857142857142,474.0,12.926027397260274,2.0,1,1,1,0,254,0.04761904761904756,0.38095238095238093,786.0,-0.2857142857142857,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
258,107000,1056,8900,0.14285714285714285,1056.0,40.86027397260274,1.0,1,0,1,0,42,-0.19047619047619052,-0.02380952380952378,0.0,-0.19047619047619052,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
769,138000,1183,8000,0.28571428571428564,95.0,50.53150684931507,1.0,1,0,3,0,0,-0.04761904761904773,-0.047619047619047616,433.0,-0.04761904761904773,0,0,3,0,1,1,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
