PID,Address,longitude,latitude
527402220,3316 Garner Ave,-93.6261537,42.0549287
904351240,122 Howard Ave,-93.6582245,42.0235537
535452090,1425 Maxwell Ave,-93.607172,42.036694
528108020,3122 Sedwick St,-93.6552343,42.0628311
528427070,3317 Cullen Dr,-93.6444633,42.0556823
902125020,1229 Kellogg Ave,-93.6142809,42.0344076
910201050,1212 Lincoln Way,-93.6274401,42.0226158
527425090,808 Top-O-Hollow Rd,-93.6227499,42.0564646
909277100,2011 Kildee St,-93.6402861,42.0177472
531452070,1408 Indiana Ave,-93.685977,42.035627
528387050,3015 Valley View Rd,-93.6517691,42.05072029999999
905480240,3121 Lincoln Way,-93.6609574,42.0229645
535476350,1522 Linden Dr,-93.6046659,42.0374519
527258010,1316 Kinyon Cir,-93.6294193,42.0587063
906394060,112 Hartford Dr,-93.6888295,42.0232913
909282030,2116 Country Club Blvd,-93.6424637,42.0156689
905225040,1239 Wisconsin Ave,-93.6624229,42.03396679999999
908275130,234 S Franklin Ave,-93.6645223,42.0197986
527226040,4014 Dawes Dr,-93.6229478,42.0606671
903458110,1107 Lincoln Way,-93.6257229,42.023142
535425080,415 Paulson Dr,-93.6062089,42.0409958
907201220,5140 Emerson Dr,-93.687819,42.0195952
903426160,817 Hodge Ave,-93.6219188,42.0294544
905478140,209 Howard Ave,-93.6588186,42.0240757
906475070,234 Parkridge Cir,-93.6825485,42.0255595
907414070,4818 Waller St,-93.6851639,42.0135364
914476050,702 Crystal St,-93.6024504,41.9967534
923251180,413 Teagarden Dr,-93.6061298,41.9878622
528235090,3827 Brickman Ave,-93.643018,42.0598789
527355150,1910 Stevenson Dr,-93.6335691,42.0529464
527454130,1119 Johnson St,-93.6261537,42.0497541
533215020,2509 Bradford Dr,-93.646963,42.046729
526302120,627 River Oak Dr,-93.6192671,42.05309889999999
532378220,1310 Alabama Ln,-93.6717118,42.034908
907420110,908 Poe Ave,-93.6836184,42.0143201
527354100,1915 Stevenson Dr,-93.6341893,42.05274439999999
535404080,1603 Carroll Ave,-93.6092951,42.038427
906223090,1006 Vermont Ct,-93.6818551,42.0310095
527450080,1437 Truman Pl,-93.629208,42.052637
905352030,212 Trail Ridge Rd,-93.6739902,42.0242877
923275040,521 Ely Cir,-93.6047846,41.9892189
906477110,4804 Westbend Dr,-93.6823108,42.024099
908103310,200 Wellons Dr,-93.6753373,42.0206128
531477040,1505 N Dakota Ave,-93.6791409,42.0362146
534176230,2226 Hayes Ave,-93.632883,42.04455979999999
907187060,5200 Cervantes Dr,-93.688583,42.0177507
528385050,3014 Aspen Rd,-93.6521453,42.0515
908204160,238 Village Dr,-93.6653937,42.0195777
924100020,3402 Jewel Dr,-93.6001162,41.9918394
902477120,Address missing,-93.6319131,42.0307812
907401080,917 Tennyson Ave,-93.6881135,42.01417259999999
528108120,3033 Stockbury St,-93.6541452,42.0624217
916403230,2609 Green Hills Dr,-93.6446216,41.9986532
903236040,720 10th St,-93.6213647,42.03109440000001
903475060,519 Northwestern Ave,-93.6227499,42.0263761
527302090,2009 Buchanan Dr,-93.6373366,42.054595
923230120,704 Garnet Dr,-93.6024108,41.9910717
534403420,1912 Bel Air Dr,-93.62769740000002,42.0414018
902304060,709 Clark Ave #1,-93.617386,42.028287
1007100110,2520 E Lincoln Way,-93.5794897,42.0223401
907290090,4614 Webster St,-93.6816966,42.0167967
907203090,4915 Schubert St,-93.6842921,42.0212924
905102060,4018 Quebec St,-93.6733959,42.0331148
907275150,4639 Hemingway Dr,-93.6825683,42.0190099
535152150,2026 Jensen Ave,-93.6177039,42.0430876
528365090,3133 Sycamore Rd,-93.6548383,42.0497925
910200080,121 S Russell Ave,-93.6286078,42.0220187
923225080,3334 Southdale Dr,-93.6051011,41.9920699
906402200,926 Idaho Ave,-93.682918,42.03035800000001
921128050,2624 Cottonwood Rd,-93.6514325,41.9927934
909250160,2321 Baker St,-93.647473,42.0181189
908225170,3319 Tripp St,-93.6625418,42.0202094
906380060,5332 Tabor Dr,-93.6903355,42.0253293
527175130,1711 Top-O-Hollow Rd,-93.633329,42.057022
528480110,2517 Clayton Dr,-93.6428597,42.0514661
528150070,4101 Valley View Rd,-93.6557888,42.0604197
923400040,300 Ken Maril Rd,-93.6080289,41.9863334
910205020,203 S Maple Ave,-93.6254809,42.0214605
535103050,2702 Northwood Dr,-93.6164885,42.0490454
528240150,4010 Brickman Ave,-93.6423268,42.06146680000001
906226120,1001 N Dakota Ave,-93.67908140000002,42.03148460000001
535327140,117 16th St,-93.6116692,42.0384684
528427040,3223 Cullen Dr,-93.6443841,42.055067
528435020,2616 Dalton St,-93.6442257,42.0539908
534431130,803 16th St,-93.6216813,42.0385399
923203110,3322 Emerald Dr,-93.607935,41.992253
527356020,2935 Eisenhower Ave,-93.6381127,42.05106809999999
527252090,3807 Hoover Ave,-93.63007,42.05856300000001
527258020,3802 Hoover Ave,-93.6293995,42.0584946
533253060,2020 Pinehurst Dr,-93.648961,42.042306
905107380,1008 Arkansas Ave,-93.67401,42.03164659999999
531375040,5425 Kansas Dr,-93.692218,42.0380746
535355100,427 13th St,-93.6168531,42.0347131
907192120,5421 Clemens Blvd,-93.6922378,42.0163816
528138010,2908 Weston Dr,-93.6522245,42.0614596
908229020,203 State Ave,-93.6594127,42.0213522
528480090,2505 Clayton Dr,-93.6423252,42.0515023
527108070,4302 Harrison Cir,-93.6354363,42.0630724
906226060,1110 Delaware Ave,-93.6794975,42.03207
908275290,3334 Morningside St,-93.6634924,42.01759029999999
531375070,5409 Kansas Dr,-93.6915443,42.0379804
528480070,2512 Kingston Dr,-93.6427409,42.0520491
905300080,733 Arizona Ave,-93.6766717,42.0291495
907203040,201 Rockwell Ave,-93.6835392,42.0216642
535450180,115 E 14th St,-93.6099678,42.0358951
531382070,1340 California Ave,-93.6911083,42.0358313
527216080,4120 Laura Ct,-93.626723,42.061867
906394050,118 Hartford Dr,-93.6888097,42.0235431
527252070,3817 Hoover Ave,-93.6300739,42.058893
534250010,1504 24th St,-93.6304287,42.045371
904100090,2800 Ontario St,-93.655985,42.034251
905453040,218 Crane Ave,-93.6658691,42.0247013
527326150,1709 Buchanan Dr,-93.6324236,42.0555636
909101050,2912 Wood St,-93.6579869,42.0219385
923203140,3328 Emerald Dr,-93.607936,41.991982
906230020,907 N Dakota Ave,-93.6791607,42.0310957
528218060,4221 Crestmoor Ave,-93.6461857,42.062597
906380040,5408 Tabor Dr,-93.6908111,42.0251595
528228360,2304 Westwind Dr,-93.640364,42.062948
532377130,1304 Alberta Ave,-93.6732969,42.0347597
527256040,1303 Kinyon Cir,-93.628687,42.0591349
903400030,829 Ridgewood Ave,-93.6260746,42.0298644
535453200,1516 Maxwell Ave,-93.6066244,42.0374871
528240080,3903 Westlawn Dr,-93.6416323,42.0602703
534476320,1530 Curtiss Ave,-93.6244518,42.03787330000001
902125080,1203 Kellogg Ave,-93.6142017,42.0334057
528327010,3124 Almond Rd,-93.6536502,42.0553909
916455070,2909 White Oak Dr,-93.6470766,41.9962561
535350030,618 16th St,-93.6195046,42.0381063
905226170,1248 Wisconsin Ave,-93.6617892,42.0342188
528488140,2612 Clayton Dr,-93.6439881,42.0511408
528228580,2420 Lakeside Dr,-93.642068,42.06302
527453130,1113 Kennedy St,-93.626571,42.050794
534127210,2741 Cleveland Dr,-93.6343873,42.0493398
531452020,1308 Indiana Ave,-93.6861417,42.0348392
911175430,313 S 4th St,-93.6142413,42.0192252
531452180,1528 Indiana Ave,-93.6859762,42.0372898
902300110,813 Wilson Ave,-93.6186735,42.0294406
924152030,3715 Jewel Dr,-93.6003734,41.98883499999999
902110120,916 Wilson Ave,-93.6181195,42.0308488
528439080,2511 Yorkshire St,-93.6426617,42.05336459999999
908151040,413 Wellons Cir,-93.6758523,42.0187031
528390020,2948 Cypress Cir,-93.6519671,42.0495941
531453140,1501 Illinois Ave,-93.6854809,42.0362435
905226110,3219 Ross Rd,-93.6617892,42.0327895
531363080,5510 Kansas Dr,-93.693158,42.037744
527450520,1208 Truman Pl,-93.6268662,42.0514308
534252040,2303 Melrose Ave,-93.6249663,42.0448867
527453140,1115 Kennedy St,-93.62666,42.050792
531385020,1516 Nebraska Ave,-93.688534,42.03720200000001
534151175,2029 Prairie View E,-93.6375148,42.0425209
914452060,411 Opal Cir,-93.6060902,41.9945132
535426130,621 Carr Dr,-93.604745,42.0393808
905200220,3613 Annear St,-93.6672951,42.03354119999999
903425280,622 Ridgewood Ave,-93.6251642,42.0276137
527326130,1717 Buchanan Dr,-93.6330809,42.0554052
902105110,1112 Clark Ave,-93.6167344,42.0327467
528477050,2525 Kingston Dr,-93.6433546,42.0523965
909282130,707 Beach Ave,-93.639712,42.01573670000001
534402170,1405 Arthur Dr,-93.628212,42.0399951
528228340,2313 Westwind Dr,-93.640875,42.062657
911128180,212 Washington Ave,-93.6150327,42.021171
527404020,1218 Jefferson St,-93.6272027,42.0550694
908103350,215 Wellons Dr,-93.6754957,42.0199123
527126030,4321 Stone Brooke Rd,-93.634643,42.063148
916475040,2320 Suncrest Dr,-93.6478686,41.9951486
905452110,307 S Franklin Ave,-93.6650122,42.018904
533208020,2816 Northridge Ln,-93.647249,42.0479204
902103120,621 11th St,-93.6195046,42.0323119
527359180,2985 Monroe Dr,-93.634015,42.051688
535475020,1531 Linden Dr,-93.6052,42.0377635
909129100,Address missing,-93.6319131,42.0307812
923227100,3330 Jewel Dr,-93.6005118,41.9924069
528150090,3203 Harrison Rd,-93.655472,42.059812
916252170,Address missing,-93.6319131,42.0307812
914475030,627 Crystal St,-93.6030438,41.9971987
923225240,3472 Southdale Dr,-93.6035581,41.9904945
527108060,4301 Harrison Cir,-93.6354165,42.062822
528482090,2307 Clayton Dr,-93.639932,42.051174
527358060,2944 Monroe Dr,-93.6349811,42.0505568
903235100,916 Northwestern Ave,-93.6244122,42.0308053
903225040,1217 Curtiss Ave,-93.6249268,42.0339568
905453080,3520 Story St,-93.6658295,42.0239685
903227080,1204 Marston Ave,-93.623304,42.0334285
908102140,221 Todd Cir,-93.6777343,42.0204783
534275060,2103 Melrose Ave,-93.623304,42.0430466
907202080,5008 Emerson Dr,-93.6849657,42.01941619999999
532351090,4203 Toronto St,-93.6759316,42.0363945
923226300,609 Meadow Pl,-93.6032603,41.9923116
907180130,5333 Cervantes Dr,-93.6912569,42.017513
907412040,4901 Waller St,-93.6855998,42.0141407
535456100,1322 Stafford Ave,-93.6076531,42.03536889999999
528172020,3038 Harrison Rd,-93.6530323,42.0593794
907175080,5315 Thackeray Dr,-93.691338,42.0184629
534427140,1922 Roosevelt Ave,-93.6232644,42.0418505
905200010,3732 Ontario St,-93.6693947,42.0342469
528228555,2421 Lakeside Dr,-93.6421668,42.0634
905300020,4410 Phoenix St,-93.6782296,42.02929049999999
533253030,2008 Pinehurst Dr,-93.649095,42.042088
923228250,723 Garnet Dr,-93.6019143,41.9917646
534128100,1607 Pierce Cir,-93.6321041,42.047992
908103090,206 Abraham Dr,-93.6759712,42.0208244
531369010,5404 Maryland St,-93.6917424,42.0358882
535426350,1810 George Allen Ave,-93.6067447,42.0402676
527210050,1407 Panoramic Ct,-93.629593,42.06086699999999
923225190,3442 Southdale Dr,-93.6040329,41.9909436
923228210,719 Meadow Pl,-93.6014982,41.9918268
902401090,115 E 7th St,-93.6096512,42.0282173
528174080,2902 Harrison Rd,-93.6497891,42.0590079
910200040,103 S Russell Ave,-93.6286474,42.0226357
528294060,3816 Hyde Ave,-93.6408008,42.0584432
902128150,1116 Burnett Ave,-93.6152306,42.03271669999999
535451010,214 E 16th St,-93.6081872,42.0381141
533221060,2717 Hampton St,-93.6463045,42.0461821
535175050,2315 Duff Ave,-93.6144392,42.0452179
909451100,1505 Little Bluestem Ct UNIT 119,-93.6460448,42.0099344
905104210,823 Yuma Ave,-93.6783484,42.0302525
907275080,4539 Hemingway Dr,-93.6806069,42.0190147
907285080,4532 Clemens Blvd,-93.6804286,42.0176874
907285050,4606 Clemens Blvd,-93.6812013,42.017682
528118040,3311 Preston Cir,-93.6569769,42.0606136
907255050,503 Brown Ct,-93.6856394,42.0181581
905105190,822 Yuma Ave,-93.6778135,42.0302117
923201100,601 Jewel Dr,-93.6042703,41.9935264
528120030,3112 Weston Dr,-93.6546799,42.0610727
907135170,5449 Frost Dr,-93.6928521,42.0197042
535478010,510 E 14th St,-93.6052989,42.0351916
535180120,217 20th St,-93.6134103,42.0422763
534426110,1926 Hunziker Dr,-93.6244122,42.0418143
535403150,313 E 16th St,-93.607257,42.0385
531376010,1410 California Ave,-93.6910489,42.0364319
911102170,208 S Walnut Ave,-93.6166552,42.0213132
905475520,309 Colorado Cir,-93.6636112,42.0256232
907175030,5423 Thackeray Dr,-93.692582,42.01831600000001
527212050,4014 Edgewater Dr,-93.6286474,42.0606033
902201110,1212 Carroll Ave,-93.6087016,42.0336943
906201030,1149 Oklahoma Dr,-93.6850054,42.0337479
535325130,209 17th St,-93.6130542,42.0395064
533213040,2723 Bristol Dr,-93.6466608,42.04717489999999
527352150,2108 Stevenson Dr,-93.6382274,42.0517286
903226060,1209 Marston Ave,-93.6238779,42.0337001
923227080,3318 Jewel Dr,-93.6007108,41.992797
907252060,4923 Hemingway Dr,-93.6869491,42.0183511
528102010,4205 Wembley Ave,-93.658878,42.0614798
533208040,2810 Northridge Ln,-93.6470335,42.0476944
534128090,2703 Pierce Ave,-93.6316954,42.0478414
908103260,4117 Aplin Rd,-93.6741883,42.0201086
903231180,1018 Curtiss Ave,-93.6243726,42.0319655
533206050,2813 Bristol Dr,-93.6474987,42.0474883
535403280,1640 Carroll Ave,-93.609866,42.039533
907192030,5313 Clemens Blvd,-93.69015,42.016894
914465060,305 Topaz Ct,-93.6074948,41.9971172
903228120,1214 Roosevelt Ave,-93.622275,42.0338472
903229040,1209 Grand Ave,-93.6206919,42.0337425
535101120,2718 Luther Dr,-93.619387,42.048709
527180040,3629 Fletcher Blvd,-93.6349613,42.0574502
902110080,509 9th St,-93.6176446,42.0303615
902405120,618 Carroll Ave,-93.6085038,42.0276351
924100070,3508 Jewel Dr,-93.5998195,41.9908628
903454020,1214 N 3rd St,-93.6275787,42.024949
527110120,2036 Wyngate Dr,-93.6370397,42.0613808
902136110,111 9th St,-93.6113131,42.03036729999999
907130060,5250 Schubert St,-93.690276,42.0218347
526350040,3109 Grove Ave,-93.6199399,42.0528847
535352090,425 15th St,-93.6167739,42.0372264
907295100,4551 Twain Cir,-93.6805277,42.0164284
528431060,2515 Dalton St,-93.6428993,42.0544383
535126040,2613 Duff Ave,-93.6144787,42.0478429
534477110,1411 Roosevelt Ave,-93.622886,42.0361
528222010,4106 Welbeck Dr,-93.6438891,42.0617818
923203010,3302 Emerald Dr,-93.6080448,41.9929367
535154060,2215 Kellogg Ave,-93.6152947,42.0444128
533125120,3130 Greenwood Rd,-93.65456,42.048421
902301150,830 Wilson Ave,-93.6180799,42.0300001
533250160,2878 Greensboro Cir,-93.6490096,42.0444825
528106010,3332 Stockbury St,-93.6581651,42.0619658
532376040,1304 Garfield Ave,-93.6693551,42.0347117
535151130,2110 Barr Dr,-93.6194388,42.0434688
528240070,3907 Westlawn Dr,-93.641708,42.060459
527184020,1530 Stone Brooke Rd,-93.632023,42.05899700000001
907135230,5430 Frost Dr,-93.6928521,42.0186645
527402150,3323 Jefferson Cir,-93.6264704,42.0553821
532378070,3828 Windsor Ct,-93.6706624,42.0351335
910201020,1224 Lincoln Way,-93.6279745,42.0226183
905103060,3925 Ross Rd,-93.672564,42.0324847
923228110,632 Meadow Pl,-93.6022015,41.9923793
904100170,2925 Ross Rd,-93.6586998,42.0331582
533242090,2311 Camden Dr,-93.6403257,42.04625559999999
528456180,2811 Aspen Rd,-93.64652230000002,42.0509832
907285100,4520 Clemens Blvd,-93.6798937,42.0176852
535104020,2619 Kellogg Ave,-93.6172488,42.04787169999999
528439040,2607 Yorkshire St,-93.6437307,42.0533693
908225320,148 S Franklin Ave,-93.6644827,42.0209977
527216070,4126 Laura Ct,-93.6269306,42.0613694
527451290,1358 Barkley Ct,-93.6282098,42.0516525
907410050,839 Poe Ave,-93.6840741,42.0147885
909254050,603 Ash Ave,-93.6447206,42.0168727
531373060,5426 Tennessee St,-93.6926143,42.0350104
534451130,1414 Summit Ave,-93.629234,42.035795
902206220,916 Duff Ave,-93.6102447,42.0307098
527164020,3823 Columbine Ave,-93.636082,42.0587639
527107130,1952 Wyngate Dr,-93.6354957,42.061391
923225200,3448 Southdale Dr,-93.6039142,41.99087
909251030,2328 Baker St,-93.6477102,42.0177246
907194130,5408 Clemens Blvd,-93.691549,42.015832
907250070,5115 Clemens Blvd,-93.688125,42.0172359
903454080,1207 N 2nd St,-93.6273016,42.0242236
534250335,2313 McKinley Cir,-93.6295974,42.0443545
528108130,3107 Stockbury St,-93.6545413,42.0624091
923230010,601 Garden Rd,-93.6041516,41.989432
909281030,2006 Kildee St,-93.6397318,42.01733970000001
527451320,1346 Barkley Ct,-93.628322,42.05148
535303110,608 Durrell Cir,-93.6189505,42.0394756
528456200,2823 Aspen Rd,-93.6470172,42.0511799
528120010,4120 Valley View Rd,-93.6553927,42.0611273
902207170,911 Maxwell Ave,-93.6069265,42.0306057
923204140,3310 Opal Dr,-93.6072574,41.9927949
906223080,1002 Vermont Ct,-93.6818551,42.0307777
532378050,3900 Windsor Ct,-93.6711378,42.0350411
906204140,1102 Idaho Ave,-93.6829274,42.031681
923202137,107 Garden Rd,-93.6098095,41.9901439
907280040,4616 Hemingway Dr,-93.6815381,42.0185792
528170070,3026 Roxboro Dr,-93.6525215,42.0584192
909451020,1505 Little Bluestem Ct UNIT 103,-93.6469678,42.0098489
902300260,832 Grand Ave,-93.6199993,42.0300363
911226010,130 Cherry Ave,-93.603928,42.0218
535375160,1532 Burnett Ave,-93.6152306,42.03816339999999
527405160,1122 Wheeler St,-93.62651,42.0531411
534200030,1406 Johnson St,-93.6295182,42.04864389999999
528186110,3032 Burnham Dr,-93.652222,42.0573059
527450110,1425 Truman Pl,-93.6290105,42.05271399999999
528292030,2417 Grant Cir,-93.642147,42.05724230000001
535177020,126 24th St,-93.6119462,42.0455279
535478110,515 E 13th St,-93.6050435,42.0347073
528142070,3016 Beckley St,-93.6531552,42.0603683
527276040,3805 Dawes Dr,-93.622552,42.0586332
908127070,227 Dotson Dr,-93.6717122,42.0202069
908186090,3821 Marigold Dr,-93.669836,42.01908299999999
916403290,2721 Burr Oak Cir,-93.6451562,41.9976505
528327070,3016 Almond Rd,-93.6515711,42.0554376
535453040,1511 Glendale Ave,-93.6061496,42.0373475
923276180,636 Garden Rd,-93.6030834,41.9881896
534430110,1605 Roosevelt Ave,-93.6228686,42.0385411
907187030,5213 Cervantes Dr,-93.689206,42.0180825
535383120,1326 Douglas Ave,-93.6120649,42.0355588
902205070,1101 Maxwell Ave,-93.6070794,42.0321613
535453100,1411 Glendale Ave,-93.6061496,42.0361114
528488100,2520 Clayton Dr,-93.6430576,42.0511123
534403370,1902 Bel Air Cir,-93.6266485,42.040952
535455080,201 E 13th St,-93.6087412,42.0347747
532479120,1318 Wisconsin Cir,-93.6617298,42.0351284
531452260,5103 Kansas Dr,-93.6879065,42.0377557
528488130,2606 Clayton Dr,-93.6437703,42.05108970000001
923229010,3401 Southdale Dr,-93.6051011,41.9914127
528382020,2913 Arrowwood Cir,-93.6506999,42.0528009
914478045,3100 Diamond St,-93.6008481,41.994774
535478040,608 E 14th St,-93.6045472,42.0350606
907227080,306 Rockwell Ave,-93.6829844,42.0208319
532376090,1328 Garfield Ave,-93.6692758,42.0356026
907196050,718 Wilder Blvd,-93.6887304,42.0159338
907265100,619 Poe Ave,-93.684134,42.016704
528114050,3218 Weston Dr,-93.6565611,42.06103220000001
907260030,5014 Clemens Blvd,-93.6874518,42.01674999999999
905200510,1219 Garfield Cir,-93.669118,42.03394
527106050,4009 Eisenhower Ave,-93.637968,42.060713
527325160,1624 Buchanan Dr,-93.6328451,42.054448
535403190,217 E 16th St,-93.6081872,42.0384617
907410040,903 Poe Ave,-93.6841576,42.01462679999999
531384070,1311 Nebraska Ave,-93.6897612,42.0352582
528290170,2420 Welbeck Dr,-93.6423054,42.0577006
903457130,108 N Russell Ave,-93.6281242,42.023328
902402250,818 Carroll Ave,-93.6085235,42.0295469
533223050,2504 Eaton Ave,-93.6451958,42.0465648
527376090,1509 Truman Dr,-93.6311412,42.0526089
528168040,3818 Valley View Rd,-93.6546007,42.0586042
528174070,2904 Harrison Rd,-93.6499277,42.0589842
527106140,4008 Berkshire Ave,-93.6385112,42.0607632
909281080,2009 Cessna St,-93.6399694,42.0164434
534250410,2304 Van Buren Ave,-93.6305078,42.0447506
907200250,206 Sandburg Ct,-93.6874227,42.0218875
907200170,5107 Schubert St,-93.6858772,42.0214348
527182190,3904 Stone Brooke Cir,-93.6325861,42.0593786
528290090,3813 Welbeck Dr,-93.6435328,42.0587043
528228440,2408 Westwind Dr,-93.642252,42.062303
905476225,3418 West St,-93.6643242,42.0246732
907260040,5020 Clemens Blvd,-93.6877199,42.0167584
535426150,Address missing,-93.6319131,42.0307812
535376090,217 15th St,-93.6133707,42.0371789
526302040,3113 Northwood Dr,-93.6181986,42.0533256
528188160,3709 Ashton Dr,-93.6505667,42.0572088
527451450,1464 Breckinridge Ct,-93.629771,42.051543
535453150,1422 Maxwell Ave,-93.6065452,42.0364853
907412020,4915 Waller St,-93.6860753,42.0142801
907252220,4701 Hemingway Dr,-93.6828006,42.0190533
535354260,1424 Wilson Ave,-93.618258,42.0364265
910206010,328 S Russell Ave,-93.627885,42.019385
903232030,1119 Roosevelt Ave,-93.6229082,42.0328615
921201060,2311 Cottonwood Rd,-93.6472152,41.9936036
535353040,1335 Wilson Ave,-93.618812,42.0355593
534427040,804 20th St,-93.621899,42.0418742
527368020,2738 Somerset Dr,-93.6392369,42.0493603
905103110,4027 Ross Rd,-93.6738714,42.0324816
528477080,2505 Kingston Dr,-93.6424043,42.0524266
903230120,1005 Curtiss Ave,-93.6248476,42.0314869
906475050,228 Parkridge Cir,-93.682095,42.025573
528429070,3220 Kent Ave,-93.6420876,42.0549853
905426010,3432 Oakland St,-93.6646115,42.0280469
528150080,4017 Valley View Rd,-93.6555512,42.0601184
534450090,1501 Summit Ave,-93.6299042,42.0368419
534403440,1924 Bel Air Dr,-93.6282912,42.0414217
905201080,3425 Ross Rd,-93.6648788,42.0324207
914476380,3010 Turquoise Cir,-93.6020943,41.9954888
533223110,2410 Eaton Ave,-93.6451955,42.0459184
534426040,1909 Roosevelt Ave,-93.6236602,42.04122
527358140,2851 Monroe Dr,-93.6344664,42.0503027
528102030,4221 Wembley Ave,-93.658878,42.0620203
905107320,3909 Arkansas Dr,-93.672263,42.0317269
528228290,2409 Westwind Dr,-93.64229600000002,42.062689
527427210,3405 Polaris Dr,-93.6248872,42.0555864
909100110,109 S Hyland Ave,-93.655865,42.0222632
528228415,2338 Westwind Dr,-93.641366,42.062255
909281130,618 Agg Ave,-93.640682,42.0169232
907202240,307 Schubert Cir,-93.6848667,42.0208683
903400040,821 Ridgewood Ave,-93.6261142,42.0297472
532351060,4133 Toronto St,-93.6751392,42.0362653
532377100,1305 Alabama Ln,-93.6723109,42.034705
527325240,1502 Buchanan Dr,-93.6306068,42.0540352
528390210,3038 Redbud Cir,-93.6507377,42.0512549
532354150,4127 Ontario St,-93.6749895,42.0347583
903452025,1114 N 4th St,-93.6259954,42.0255398
528456240,2847 Aspen Rd,-93.6479676,42.0516132
534225120,2704 Melrose Ave,-93.6244518,42.0484946
906382060,314 Hartford Dr,-93.6888097,42.0250112
528166060,3214 Harrison Rd,-93.6559472,42.0592564
533253180,2866 Torrey Pines Rd,-93.648476,42.043414
528315110,3110 Bayberry Rd,-93.6544739,42.053567
535150280,617 20th St,-93.6193463,42.0423214
902305110,722 Clark Ave,-93.6166552,42.02869279999999
907125040,5419 Schubert St,-93.693008,42.022321
910203020,1312 S 2nd St,-93.6291224,42.0213843
528363020,3226 Sumac Cir,-93.6564225,42.0502828
923202025,3309 Emerald Dr,-93.6086027,41.9927527
528429100,2421 Dalton Cir,-93.641627,42.054569
533236040,2512 Bristol Dr,-93.642931,42.0469744
535151110,2102 Barr Dr,-93.6194452,42.0431101
905377020,117 McDonald Dr,-93.67123680000002,42.0236995
903401020,711 Ridgewood Ave,-93.6257777,42.0280773
906230010,906 Delaware Ave,-93.6795767,42.0310245
534479140,1317 Grand Ave,-93.6207315,42.0352092
909253180,618 Stanton Ave,-93.6482843,42.016412
531379030,5217 Nevada Cir,-93.68969,42.037026
907227090,300 Rockwell Ave,-93.6829844,42.0209865
909282110,2018 Cessna St,-93.6401278,42.0158588
528166120,3301 Foxley Dr,-93.6563631,42.05879909999999
914467050,607 Crystal St,-93.6045076,41.9971915
905427140,3209 Woodland St,-93.6610168,42.026575
527165010,2018 Taylor Cir,-93.6376731,42.056766
527359050,2838 Monroe Dr,-93.6347034,42.0496648
535180030,232 21st St,-93.6140039,42.0427597
902427150,425 E 6th St,-93.6043494,42.0272631
905451300,3642 Story St,-93.6682062,42.02397
903233100,1015 Harding Ave,-93.6216813,42.0318571
902301030,825 Clark Ave,-93.6172884,42.0298319
534275010,2127 Melrose Ave,-93.6244122,42.04347509999999
908152070,300 Wellons Dr,-93.6749609,42.0196396
905104090,1005 Yuma Ave,-93.6770013,42.031609
535375040,1521 Kellogg Ave,-93.6142809,42.0378456
907202220,4922 Schubert St,-93.6850054,42.0211536
907227050,324 Rockwell Ave,-93.6829448,42.0203695
535382020,1327 Douglas Ave,-93.6125489,42.0355536
905403060,427 N Franklin Ave,-93.6651561,42.0275057
531376090,5308 Kansas Dr,-93.6904147,42.0374565
535427070,1724 Meadowlane Ave,-93.6045868,42.0405445
923228270,719 Garnet Dr,-93.6020629,41.9917322
528228445,2412 Westwind Dr,-93.6424399,42.062285
907125020,5407 Schubert St,-93.6924162,42.0223842
533206060,2809 Bristol Dr,-93.64733,42.0474249
528275060,3817 Westlawn Dr,-93.6423449,42.0590508
534403290,1700 Bel Air Dr,-93.6265891,42.0391578
526351100,3010 Grove Ave,-93.6193661,42.051918
534201300,1249 24th St,-93.6280932,42.0458309
527105060,3907 Berkshire Ave,-93.6392605,42.0603437
904302020,2818 Oakland St,-93.6566601,42.02787259999999
527107210,2023 Wyngate Dr,-93.636948,42.0623
534425080,110 Hunziker Cir,-93.6248112,42.0403374
528354110,3216 Tupelo Cir,-93.655905,42.052247
907290250,4717 Twain St,-93.68313,42.016422
528480150,2609 Clayton Dr,-93.6438297,42.0514547
534427010,904 20th St,-93.6229082,42.04182309999999
905106140,806 Arizona Ave,-93.6765259,42.02992440000001
914452120,418 Opal Cir,-93.6057737,41.9939819
907250050,517 Smiley Ave,-93.688126,42.0176749
909425140,1033 Gaskill Dr,-93.6431764,42.0125162
535301080,1823 Clark Ave,-93.6174665,42.0410866
534125120,2537 Eisenhower Ave,-93.6352078,42.0469512
528186090,3044 Burnham Dr,-93.6525637,42.057121
533236070,2506 Bristol Dr,-93.6426507,42.0470047
903228060,1209 Harding Ave,-93.6217605,42.0337089
528351010,3115 Balsam Cir,-93.6576304,42.0524649
916403200,2306 Red Oak Dr,-93.6450176,41.99864059999999
905401020,3517 Oakland St,-93.6658493,42.0285846
535382100,1302 Kellogg Ave,-93.6136873,42.0347353
905476170,216 S Franklin Ave,-93.6645025,42.0202822
527364030,2723 Somerset Dr,-93.639712,42.0491135
526355190,2910 Northwood Dr,-93.6170707,42.0506772
916226090,2106 Ironwood Ct,-93.643916,42.003979
533223020,2510 Eaton Ave,-93.645262,42.046782
908275300,3330 Morningside St,-93.6632151,42.0175605
527451170,1311 Barkley Ct,-93.6274809,42.0519244
907425015,4714 Twain St,-93.682991,42.015927
923276100,719 Garden Rd,-93.6018174,41.9883839
